race_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
HIS,added_sugar,CED,MJ,-6962594.978141057,-6533832.700277639,-6329053.655424033,-6612423.308351257,340318.18138843385,0,0,0,0,0,-6962594.978141057,-6533832.700277639,-6329053.655424033,-6612423.308351257,340318.18138843385,-275393790.952371,-258369390.84149,-250133355.55488607,-261453027.6219381,13560521.109133594,-4615432.042117408,-4330916.812971596,-4194948.586448876,-4383038.568277944,225863.52637132356,-2347162.936023654,-2202915.8873060425,-2134105.068975157,-2229384.740073315,114454.66225854203,12663615.68728013,12868394.732133739,13297157.009997161,12946985.340207359,340318.1813884366,6334562.031856097,6334562.031856097,6334562.031856097,6334562.031856097,0,8393363.136188516,8529331.362711236,8813846.591857048,8581453.118017586,225863.5263713241,4198414.549739639,4198414.549739639,4198414.549739639,4198414.549739639,0,4270252.551091615,4339063.369422503,4483310.418140113,4365532.222189774,114454.66225854278,2136147.4821164594,2136147.4821164594,2136147.4821164594,2136147.4821164594,0,-4615432.042117408,-4330916.812971596,-4194948.586448876,-4383038.568277944,225863.52637132356,-2347162.936023654,-2202915.8873060425,-2134105.068975157,-2229384.740073315,114454.66225854203,0,0,0,0,0,0,0,0,0,0,4270252.551091615,4339063.369422503,4483310.418140113,4365532.222189774,114454.66225854278,2136147.4821164594,2136147.4821164594,2136147.4821164594,2136147.4821164594,0
HIS,added_sugar,FL,mrh-eq,-317080.1671592604,-296426.42792672885,-285874.7905781464,-299971.0250789917,16708.292557377797,0,0,0,0,0,-317080.1671592604,-296426.42792672885,-285874.7905781464,-299971.0250789917,16708.292557377797,-275393790.952371,-258369390.84149,-250133355.55488607,-261453027.6219381,13560521.109133594,-210221.7204478059,-196518.8311157951,-189514.03627223248,-198869.03970823306,11087.201665362962,-106858.4467114545,-99907.59681093376,-96360.75430591397,-101101.98537075864,5621.091266315865,572890.1255306773,583441.7628792597,604095.5021117914,586986.3600315225,16708.292557377867,287015.3349525308,287015.3349525308,287015.3349525308,287015.3349525308,0,379775.6919430731,386780.48678663577,400483.3761186466,389130.69537907373,11087.201665362934,190261.65567084064,190261.65567084064,190261.65567084064,190261.65567084064,0,193114.43358760426,196661.276092624,203612.12599314476,197855.66465244893,5621.091266315876,96753.67928169026,96753.67928169026,96753.67928169026,96753.67928169026,0,-210221.7204478059,-196518.8311157951,-189514.03627223248,-198869.03970823306,11087.201665362962,-106858.4467114545,-99907.59681093376,-96360.75430591397,-101101.98537075864,5621.091266315865,0,0,0,0,0,0,0,0,0,0,193114.43358760426,196661.276092624,203612.12599314476,197855.66465244893,5621.091266315876,96753.67928169026,96753.67928169026,96753.67928169026,96753.67928169026,0
HIS,added_sugar,Food_price,USD,-7005727.04999336,-6595838.389818287,-6373667.399626527,-6661704.23893524,337517.9798896635,0,0,0,0,0,-7005727.04999336,-6595838.389818287,-6373667.399626527,-6661704.23893524,337517.9798896635,-275393790.952371,-258369390.84149,-250133355.55488607,-261453027.6219381,13560521.109133594,-4643850.757938041,-4371845.185433386,-4224312.463614315,-4415519.869884468,224025.66956738217,-2361876.292055318,-2223993.2043849,-2149354.936012212,-2246184.3690507705,113492.31997609061,12766099.804823954,12988270.795015713,13398159.455190789,13054136.644132666,337517.9798896646,6392432.405197426,6392432.405197426,6392432.405197426,6392432.405197426,0,8460888.552569235,8608421.274388308,8880426.846892964,8652095.958839389,224025.66956738252,4236576.088954921,4236576.088954921,4236576.088954921,4236576.088954921,0,4305211.252254718,4379849.520627406,4517732.608297825,4402040.685293277,113492.31997609083,2155856.316242506,2155856.316242506,2155856.316242506,2155856.316242506,0,-4643850.757938041,-4371845.185433386,-4224312.463614315,-4415519.869884468,224025.66956738217,-2361876.292055318,-2223993.2043849,-2149354.936012212,-2246184.3690507705,113492.31997609061,0,0,0,0,0,0,0,0,0,0,4305211.252254718,4379849.520627406,4517732.608297825,4402040.685293277,113492.31997609083,2155856.316242506,2155856.316242506,2155856.316242506,2155856.316242506,0
HIS,oil,CED,MJ,385677.9663082482,396305.17971044383,496783.57899873116,427831.9116003005,64536.565912012906,0,0,0,0,0,385677.9663082482,396305.17971044383,496783.57899873116,427831.9116003005,64536.565912012906,41727669.50900747,42984875.93667349,53900788.2117618,46373895.53226026,7047163.732081553,322433.8125042104,331382.03641189256,415444.95350137143,357738.0691072598,54012.95472370424,63244.153804037676,64923.14329855117,81338.6254973598,70093.84249304069,10523.65727307788,6192708.7203776,6293187.119665886,6303814.333068082,6261660.387776029,64536.56591201248,6689492.299376331,6689492.299376331,6689492.299376331,6689492.299376331,0,5176022.705245751,5260085.622335231,5269033.846242912,5233729.589639862,54012.95472370485,5591467.658747122,5591467.658747122,5591467.658747122,5591467.658747122,0,1016686.0151318479,1033101.4973306565,1034780.48682517,1027930.7981361669,10523.657273077813,1098024.6406292077,1098024.6406292077,1098024.6406292077,1098024.6406292077,0,322433.8125042104,331382.03641189256,415444.95350137143,357738.0691072598,54012.95472370424,63244.153804037676,64923.14329855117,81338.6254973598,70093.84249304069,10523.65727307788,0,0,0,0,0,0,0,0,0,0,1016686.0151318479,1033101.4973306565,1034780.48682517,1027930.7981361669,10523.657273077813,1098024.6406292077,1098024.6406292077,1098024.6406292077,1098024.6406292077,0
HIS,oil,FL,mrh-eq,19922.598054136266,20141.432315805756,25279.468797879224,21867.46818261417,3191.151532806151,0,0,0,0,0,19922.598054136266,20141.432315805756,25279.468797879224,21867.46818261417,3191.151532806151,41727669.50900747,42984875.93667349,53900788.2117618,46373895.53226026,7047163.732081553,16655.99982848916,16842.387327035805,21140.754786931422,18285.18731347404,2670.7170355998237,3266.5982256471098,3299.044988769943,4138.714010947805,3582.2808691401283,520.4378443277169,312685.65336211387,317823.6898441873,318042.5241058569,316097.6539773789,3191.1515328061723,337965.1221599931,337965.1221599931,337965.1221599931,337965.1221599931,0,261345.33772884094,265643.7051887365,265830.0926872832,264200.9052022983,2670.717035599796,282486.0925157723,282486.0925157723,282486.0925157723,282486.0925157723,0,51340.31563327295,52179.9846554508,52212.431418573644,51896.748775080625,520.4378443277142,55479.02964422075,55479.02964422075,55479.02964422075,55479.02964422075,0,16655.99982848916,16842.387327035805,21140.754786931422,18285.18731347404,2670.7170355998237,3266.5982256471098,3299.044988769943,4138.714010947805,3582.2808691401283,520.4378443277169,0,0,0,0,0,0,0,0,0,0,51340.31563327295,52179.9846554508,52212.431418573644,51896.748775080625,520.4378443277142,55479.02964422075,55479.02964422075,55479.02964422075,55479.02964422075,0
HIS,oil,Food_price,USD,410580.6838617975,411451.18606691604,509517.2490783616,445554.8916129957,59864.658721966945,0,0,0,0,0,410580.6838617975,411451.18606691604,509517.2490783616,445554.8916129957,59864.658721966945,41727669.50900747,42984875.93667349,53900788.2117618,46373895.53226026,7047163.732081553,343354.42607213516,344006.9929353259,426126.7984320752,372591.9889471009,50106.72621413174,67226.25778966224,67444.19313159016,83390.45064628651,72962.90266589487,9758.030575375162,6301203.486826451,6399269.549837896,6400140.052043016,6365165.844291817,59864.65872196693,6810720.735904813,6810720.735904813,6810720.735904813,6810720.735904813,0,5266822.423661458,5348942.229158207,5349594.796021398,5320357.233146432,50106.726214131355,5692949.222093534,5692949.222093534,5692949.222093534,5692949.222093534,0,1034381.0631649927,1050327.3206796895,1050545.2560216172,1044808.6111453846,9758.030575375351,1117771.5138112796,1117771.5138112796,1117771.5138112796,1117771.5138112796,0,343354.42607213516,344006.9929353259,426126.7984320752,372591.9889471009,50106.72621413174,67226.25778966224,67444.19313159016,83390.45064628651,72962.90266589487,9758.030575375162,0,0,0,0,0,0,0,0,0,0,1034381.0631649927,1050327.3206796895,1050545.2560216172,1044808.6111453846,9758.030575375351,1117771.5138112796,1117771.5138112796,1117771.5138112796,1117771.5138112796,0
HIS,sat_fat,CED,MJ,-17482942.875710197,-17213733.51523266,-16880194.373779505,-17191161.66225876,317837.74184950633,0,0,0,0,0,-17482942.875710197,-17213733.51523266,-16880194.373779505,-17191161.66225876,317837.74184950633,-339935429.197677,-334622329.1134736,-328059911.46616066,-334183972.0737861,6261790.788051811,-13370710.597255696,-13165994.296416154,-12915005.722150503,-13149758.411003485,240256.4655534859,-4112232.2784545007,-4047739.218816509,-3965188.6516290023,-4041403.2512552757,77585.65882374476,38003628.286142185,38337167.42759534,38606376.78807287,38314595.57462143,317837.74184950476,21123433.91236267,21123433.91236267,21123433.91236267,21123433.91236267,0,29064841.59827735,29315830.172542997,29520546.473382547,29299594.28713033,240256.46555348655,16149835.876126848,16149835.876126848,16149835.876126848,16149835.876126848,0,8938786.687864823,9021337.255052334,9085830.314690322,9015001.287491098,77585.65882374397,4973598.036235823,4973598.036235823,4973598.036235823,4973598.036235823,0,-13370710.597255696,-13165994.296416154,-12915005.722150503,-13149758.411003485,240256.4655534859,-4112232.2784545007,-4047739.218816509,-3965188.6516290023,-4041403.2512552757,77585.65882374476,0,0,0,0,0,0,0,0,0,0,8938786.687864823,9021337.255052334,9085830.314690322,9015001.287491098,77585.65882374397,4973598.036235823,4973598.036235823,4973598.036235823,4973598.036235823,0
HIS,sat_fat,FL,mrh-eq,-477404.9397321506,-470044.3633262213,-460671.11968422757,-469338.16429602326,8828.482768605369,0,0,0,0,0,-477404.9397321506,-470044.3633262213,-460671.11968422757,-469338.16429602326,8828.482768605369,-339935429.197677,-334622329.1134736,-328059911.46616066,-334183972.0737861,6261790.788051811,-365045.695389074,-359448.6311376467,-352392.860441738,-358936.80431502167,6674.122246850561,-112359.24434307647,-110595.73218857471,-108278.2592424896,-110401.3599810016,2154.4729123887278,1037514.0097787477,1046887.2534207413,1054247.8298266705,1046181.0543905431,8828.482768605254,576842.8900945203,576842.8900945203,576842.8900945203,576842.8900945203,0,793332.6582934146,800388.4289893232,805985.493240751,799876.6021666983,6674.122246850666,440939.7978516767,440939.7978516767,440939.7978516767,440939.79785167676,0,244181.3514853329,246498.82443141803,248262.33658591978,246304.4522238449,2154.4729123887355,135903.09224284333,135903.09224284333,135903.09224284333,135903.09224284333,0,-365045.695389074,-359448.6311376467,-352392.860441738,-358936.80431502167,6674.122246850561,-112359.24434307647,-110595.73218857471,-108278.2592424896,-110401.3599810016,2154.4729123887278,0,0,0,0,0,0,0,0,0,0,244181.3514853329,246498.82443141803,248262.33658591978,246304.4522238449,2154.4729123887355,135903.09224284333,135903.09224284333,135903.09224284333,135903.09224284333,0
HIS,sat_fat,Food_price,USD,-2826235.6418148275,-2773656.520849082,-2732270.552499583,-2777583.9428196945,49572.13114350248,0,0,0,0,0,-2826235.6418148275,-2773656.520849082,-2732270.552499583,-2777583.9428196945,49572.13114350248,-339935429.197677,-334622329.1134736,-328059911.46616066,-334183972.0737861,6261790.788051811,-2160926.74369985,-2120796.144919826,-2089743.7181654316,-2123981.468437591,37566.171325712035,-665308.8981149774,-652860.375929256,-642526.8343341514,-653602.474382104,12007.770772818556,6119971.234416118,6161357.2027656175,6213936.323731362,6165284.62473623,49572.13114350224,3387700.6819165354,3387700.6819165354,3387700.6819165354,3387700.6819165354,0,4679130.242194597,4710182.66894899,4750313.267729014,4713367.992466755,37566.17132571124,2589386.5240291646,2589386.5240291646,2589386.5240291646,2589386.5240291646,0,1440840.9922215217,1451174.5338166265,1463623.056002348,1451916.6322694744,12007.770772818494,798314.1578873706,798314.1578873706,798314.1578873706,798314.1578873707,0,-2160926.74369985,-2120796.144919826,-2089743.7181654316,-2123981.468437591,37566.171325712035,-665308.8981149774,-652860.375929256,-642526.8343341514,-653602.474382104,12007.770772818556,0,0,0,0,0,0,0,0,0,0,1440840.9922215217,1451174.5338166265,1463623.056002348,1451916.6322694744,12007.770772818494,798314.1578873706,798314.1578873706,798314.1578873706,798314.1578873707,0
NHB,added_sugar,CED,MJ,-6660657.618076984,-6558915.462931083,-6203981.900471633,-6470076.372645628,252369.01960825777,0,0,0,0,0,-6660657.618076984,-6558915.462931083,-6203981.900471633,-6470076.372645628,252369.01960825777,-259156372.14246404,-255086535.2545415,-241501149.84712738,-251747746.3003339,9731702.230487097,-4411029.073414636,-4343316.132006129,-4108627.720447655,-4284728.247742982,167050.49315465032,-2249628.5446623485,-2215599.3309249533,-2095354.1800239787,-2185348.1249026447,85318.8720801546,10692885.947067197,11047819.509526648,11149561.664672555,10958980.419241196,252369.0196082612,4488904.046595568,4488904.046595568,4488904.046595568,4488904.046595568,0,7081373.218181269,7316061.629739744,7383774.571148249,7257473.745476597,167050.49315464997,2972745.4977336153,2972745.4977336153,2972745.4977336153,2972745.4977336153,0,3611512.728885932,3731757.879786906,3765787.093524302,3701506.6737645976,85318.8720801547,1516158.5488619527,1516158.5488619527,1516158.5488619527,1516158.5488619527,0,-4411029.073414636,-4343316.132006129,-4108627.720447655,-4284728.247742982,167050.49315465032,-2249628.5446623485,-2215599.3309249533,-2095354.1800239787,-2185348.1249026447,85318.8720801546,0,0,0,0,0,0,0,0,0,0,3611512.728885932,3731757.879786906,3765787.093524302,3701506.6737645976,85318.8720801547,1516158.5488619527,1516158.5488619527,1516158.5488619527,1516158.5488619527,0
