sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-15112534.1111786,-14849695.4675997,-14930821.6743253
Female,added_sugar,Food_price,USD,-40669023.4841726,-39679675.556219,-40426113.7289178
Female,added_sugar,FL,mrh-eq,-702062.446313371,-687970.000099069,-693910.584900165
Female,oil,CED,MJ,-1307704.83857807,-1144418.23773938,-1189144.42113642
Female,oil,Food_price,USD,-318091.865915472,-267728.037758037,-294175.9317149
Female,oil,FL,mrh-eq,-66615.3681543361,-58246.331055568,-60168.6121982011
Female,sat_fat,CED,MJ,-37716708.8816678,-37916186.8052528,-37846739.2005783
Female,sat_fat,Food_price,USD,-1780806.66320722,-1791657.55820349,-1784106.09407536
Female,sat_fat,FL,mrh-eq,-1003019.90351138,-1008329.28772776,-1006148.55137633
Male,added_sugar,CED,MJ,-14599908.0034677,-13990193.523197,-13704170.9219646
Male,added_sugar,Food_price,USD,-37408402.119434,-35840887.824868,-35198412.6810081
Male,added_sugar,FL,mrh-eq,-635111.253327212,-608872.704758435,-593482.408814814
Male,oil,CED,MJ,695813.114528667,959088.903288942,760315.322099889
Male,oil,Food_price,USD,118578.323635863,125488.717476268,144551.188471824
Male,oil,FL,mrh-eq,35087.8161289536,48491.3436675125,38965.1534977603
Male,sat_fat,CED,MJ,-37788550.7555839,-39054914.5789481,-38547169.0557461
Male,sat_fat,Food_price,USD,-1791188.4092212,-1853604.35350058,-1828247.80205965
Male,sat_fat,FL,mrh-eq,-1039571.57194371,-1075615.24353426,-1060930.0001759
