age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-8822928.82579539,-9044521.29228087,-9593876.62631246
20-34,Female,NHW,Food_price,USD,-8077570.60061655,-7822667.71400987,-8790597.6421723
20-34,Female,NHW,FL,mrh-eq,-285613.347990716,-289124.386315474,-307464.272292169
20-34,Female,NHB,CED,MJ,-2887318.13802007,-2824591.83328582,-3086402.82350741
20-34,Female,NHB,Food_price,USD,-2951269.5452391,-2863991.5624479,-2821469.95295365
20-34,Female,NHB,FL,mrh-eq,-93309.1393105958,-90615.0039379271,-97309.1792697826
20-34,Female,HIS,CED,MJ,-2989347.87326876,-3223300.09856331,-3185591.65884507
20-34,Female,HIS,Food_price,USD,-2391422.58736327,-2519279.54863868,-2357161.93216439
20-34,Female,HIS,FL,mrh-eq,-99350.499864225,-106553.875503266,-103782.04042856
20-34,Female,OTH,CED,MJ,-1849872.2889012,-1459464.41645028,-1522364.97062285
20-34,Female,OTH,Food_price,USD,-1732303.93507219,-1148844.58087908,-1380549.42216523
20-34,Female,OTH,FL,mrh-eq,-61081.8248368804,-46328.4256132766,-50791.1711673993
20-34,Male,NHW,CED,MJ,-9712001.9490715,-9108756.64571092,-9818857.80062149
20-34,Male,NHW,Food_price,USD,-7267064.89817433,-6626795.40503545,-7229020.47993075
20-34,Male,NHW,FL,mrh-eq,-295649.421838125,-276119.219754272,-297614.440022983
20-34,Male,NHB,CED,MJ,-2461612.05511775,-2171800.84261068,-2332007.54272532
20-34,Male,NHB,Food_price,USD,-2197518.06678293,-2096811.65598331,-2162200.526639
20-34,Male,NHB,FL,mrh-eq,-75832.8404638509,-66381.7935064901,-72746.4003511828
20-34,Male,HIS,CED,MJ,-3254734.95572637,-3339765.35566724,-3358288.18471755
20-34,Male,HIS,Food_price,USD,-2670535.34073894,-2545186.86282145,-2700937.89385754
20-34,Male,HIS,FL,mrh-eq,-96783.7019443378,-95963.8262034683,-98439.0525818799
20-34,Male,OTH,CED,MJ,-1787212.38285147,-1480725.87382829,-1682210.94914856
20-34,Male,OTH,Food_price,USD,-1334344.41473026,-1000487.26279055,-1238603.59154132
20-34,Male,OTH,FL,mrh-eq,-56536.3913735945,-45737.9743326966,-52702.0850422943
35-44,Female,NHW,CED,MJ,-5199846.67543025,-5279626.79568213,-5453604.13927921
35-44,Female,NHW,Food_price,USD,-4287394.91768703,-4036750.76838205,-4306246.99984421
35-44,Female,NHW,FL,mrh-eq,-170598.393680405,-171838.382332615,-175937.613296919
35-44,Female,NHB,CED,MJ,-1415375.59305421,-1610385.7596894,-1353607.07376866
35-44,Female,NHB,Food_price,USD,-1181635.16229608,-1504754.31895125,-1159413.54663712
35-44,Female,NHB,FL,mrh-eq,-46860.2350565905,-53913.3619921885,-44595.9870130403
35-44,Female,HIS,CED,MJ,-1886538.38872609,-1573400.08793232,-1688165.10061569
35-44,Female,HIS,Food_price,USD,-1801063.3477515,-1127690.5205449,-1495321.18482027
35-44,Female,HIS,FL,mrh-eq,-65006.5103045869,-50182.1223331207,-56886.9630573655
35-44,Female,OTH,CED,MJ,-880761.183105415,-880739.547348189,-809644.90952344
35-44,Female,OTH,Food_price,USD,-611783.059160315,-683350.6377049,-750480.385816563
35-44,Female,OTH,FL,mrh-eq,-29641.8028971101,-30177.9851250658,-29619.9679965546
35-44,Male,NHW,CED,MJ,-5681899.73960874,-6368125.69034623,-5811783.62282076
35-44,Male,NHW,Food_price,USD,-5455379.02870174,-5837377.72503758,-4909426.70627309
35-44,Male,NHW,FL,mrh-eq,-182853.358349956,-201010.332653719,-183933.793277453
35-44,Male,NHB,CED,MJ,-1351608.09508589,-1307861.72303394,-1308398.66624219
35-44,Male,NHB,Food_price,USD,-1204640.70678674,-1205397.05691107,-1331479.20994623
35-44,Male,NHB,FL,mrh-eq,-40594.8790487175,-40259.2331966636,-40353.4410204994
35-44,Male,HIS,CED,MJ,-1702840.16369162,-1862825.65005311,-1802147.51272134
35-44,Male,HIS,Food_price,USD,-1041341.18575738,-1215237.59756675,-1345207.43773902
35-44,Male,HIS,FL,mrh-eq,-50713.1134379752,-56879.8886928215,-56504.408356993
35-44,Male,OTH,CED,MJ,-602441.084063163,-674315.028953095,-615900.793207814
35-44,Male,OTH,Food_price,USD,-313191.036127769,-356482.221080309,-341694.680783944
35-44,Male,OTH,FL,mrh-eq,-18240.6495917171,-21492.7133758742,-18589.1103334568
45-54,Female,NHW,CED,MJ,-5514218.63844726,-6019042.77887737,-4823256.36902132
45-54,Female,NHW,Food_price,USD,-3711182.86524066,-4671850.43450914,-3331786.82168211
45-54,Female,NHW,FL,mrh-eq,-177079.526427977,-197347.138591212,-153769.789086022
45-54,Female,NHB,CED,MJ,-1101190.89439331,-1051806.12338171,-1115852.78137912
45-54,Female,NHB,Food_price,USD,-1069867.37994063,-970538.329063595,-1055549.68863346
45-54,Female,NHB,FL,mrh-eq,-36971.301652763,-34835.6719390504,-37465.8751310669
45-54,Female,HIS,CED,MJ,-973359.839234201,-1022731.1991165,-986062.080270678
45-54,Female,HIS,Food_price,USD,-874879.811489605,-864696.087806519,-814290.219890124
45-54,Female,HIS,FL,mrh-eq,-33373.8539038162,-34596.6907214292,-33166.524434598
45-54,Female,OTH,CED,MJ,-438039.468386187,-366002.689255892,-329264.332609473
