race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-18294869.917378,-17854913.0002712,-17513252.0516862
NHW,added_sugar,Food_price,USD,-49993157.2253834,-48728570.9771502,-48270986.0664356
NHW,added_sugar,FL,mrh-eq,-839831.552365589,-819578.989313084,-805069.523405756
NHW,oil,CED,MJ,-485202.041876972,-197410.089115867,-240128.130277578
NHW,oil,Food_price,USD,-157738.235415068,-98290.6929954923,-84222.849057123
NHW,oil,FL,mrh-eq,-25322.6560396806,-10370.1386519532,-11699.0047029871
NHW,sat_fat,CED,MJ,-50307566.7725354,-51375338.8614593,-51105017.4702622
NHW,sat_fat,Food_price,USD,-2330077.93110664,-2384742.53930462,-2366505.55100009
NHW,sat_fat,FL,mrh-eq,-1361579.44355596,-1391230.72056571,-1382957.5840508
NHB,added_sugar,CED,MJ,-4830529.81456215,-4836028.02697478,-4915477.91230636
NHB,added_sugar,Food_price,USD,-12153963.5455528,-12138801.776136,-12341721.6033448
NHB,added_sugar,FL,mrh-eq,-200752.859797785,-200930.576100536,-204412.388017292
NHB,oil,CED,MJ,-306584.980110924,-223295.949680623,-284384.756025173
NHB,oil,Food_price,USD,-64315.7459621172,-53687.3306509795,-54496.0821800379
NHB,oil,FL,mrh-eq,-15327.7598821321,-11280.5375378314,-14227.3393499508
NHB,sat_fat,CED,MJ,-8728699.55720782,-8584502.89669477,-8850717.04197887
NHB,sat_fat,Food_price,USD,-457530.230755022,-451331.072524184,-462305.709169928
NHB,sat_fat,FL,mrh-eq,-233547.357537961,-229733.059736601,-236660.972480967
HIS,added_sugar,CED,MJ,-4598107.18393073,-4412188.76309988,-4324563.46818552
HIS,added_sugar,Food_price,USD,-10962988.9696447,-10374961.9981511,-10287598.0634348
HIS,added_sugar,FL,mrh-eq,-202829.151515621,-193125.687801844,-188820.795510945
HIS,oil,CED,MJ,272556.166227497,320808.278433415,264426.97422897
HIS,oil,Food_price,USD,58321.9675366493,37678.4932732891,38235.3453848417
HIS,oil,FL,mrh-eq,13800.6484725155,16388.2625373276,13504.6680825298
HIS,sat_fat,CED,MJ,-10425084.7332926,-11168115.0957559,-10827297.5680081
HIS,sat_fat,Food_price,USD,-466685.502977653,-501411.869983107,-486606.783285656
HIS,sat_fat,FL,mrh-eq,-285254.352813291,-305915.673936445,-296376.156146006
OTH,added_sugar,CED,MJ,-1988935.19877549,-1736759.20045083,-1881699.16411184
OTH,added_sugar,Food_price,USD,-4967315.86302563,-4278228.62964961,-4724220.67671067
OTH,added_sugar,FL,mrh-eq,-93760.1359615881,-83207.4516420401,-89090.2867809851
OTH,oil,CED,MJ,-92660.868289009,-85431.5740873634,-168743.18696275
OTH,oil,Food_price,USD,-35781.5284390736,-27939.7899085856,-49141.1573907568
OTH,oil,FL,mrh-eq,-4677.78457608535,-4492.57373559844,-8781.78273003273
OTH,sat_fat,CED,MJ,-6043908.57421591,-5843144.53029095,-5610876.17607531
OTH,sat_fat,Food_price,USD,-317701.407589101,-307776.429892167,-296935.852679342
OTH,sat_fat,FL,mrh-eq,-162210.321547879,-157065.077023264,-151083.838874464
