age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-10054009.8612317,-9338396.84593033,-10037822.5083083
20-34,added_sugar,Food_price,USD,-27436563.7058374,-25471055.2297358,-27481016.5371754
20-34,added_sugar,FL,mrh-eq,-422658.520563629,-392263.190741059,-422544.297002821
20-34,oil,CED,MJ,-199641.220686597,49615.8943169848,-2448.7266349357
20-34,oil,Food_price,USD,-64174.6380182166,-41575.6905476537,-34096.5652696074
20-34,oil,FL,mrh-eq,-10609.1243059351,2247.14907350622,-154.3571540284
20-34,sat_fat,CED,MJ,-23511377.3868342,-23364145.4067841,-24539329.3215575
20-34,sat_fat,Food_price,USD,-1121291.04486199,-1111433.67232288,-1165428.33897918
20-34,sat_fat,FL,mrh-eq,-630889.522752761,-626808.463499319,-658149.986999402
35-44,added_sugar,CED,MJ,-5483078.62694577,-5515943.06830906,-5428571.56426043
35-44,added_sugar,Food_price,USD,-15245487.5809614,-15259111.2164274,-14985233.8359122
35-44,added_sugar,FL,mrh-eq,-245096.730936157,-244601.928141548,-242265.442019342
35-44,oil,CED,MJ,-437.446660141381,35178.6440551352,13365.257816386
35-44,oil,Food_price,USD,-19692.4990783144,-37774.8524505081,-13740.0151830237
35-44,oil,FL,mrh-eq,404.284780636654,1815.00073002146,825.321804390762
35-44,sat_fat,CED,MJ,-13237794.8491595,-14076515.8587845,-13428045.5117351
35-44,sat_fat,Food_price,USD,-631248.364228806,-670154.777300867,-640296.300765237
35-44,sat_fat,FL,mrh-eq,-359816.496211538,-382967.092290541,-364981.164137331
45-54,added_sugar,CED,MJ,-4623271.71095097,-4982277.25378834,-4315038.30946275
45-54,added_sugar,Food_price,USD,-11610421.3436712,-12276623.7898383,-10822771.7294695
45-54,added_sugar,FL,mrh-eq,-208168.059347074,-224024.101905275,-194081.787532229
45-54,oil,CED,MJ,-155660.664362916,-65058.2903322865,47883.6011277573
45-54,oil,Food_price,USD,-45489.2840473174,-23407.5377884468,36306.7861029667
45-54,oil,FL,mrh-eq,-8549.48881218602,-3816.24401084199,2609.80316187018
45-54,sat_fat,CED,MJ,-11577709.9990325,-12097628.2935568,-11483552.0411436
45-54,sat_fat,Food_price,USD,-567104.275871083,-592550.394446234,-562015.914382569
45-54,sat_fat,FL,mrh-eq,-314656.451124562,-329126.523763806,-312558.252688032
55-64,added_sugar,CED,MJ,-5546262.27427778,-5040254.56864128,-4832468.1778196
55-64,added_sugar,Food_price,USD,-13394712.5710963,-12244326.9692752,-11890718.6951391
55-64,added_sugar,FL,mrh-eq,-258385.677104031,-235005.429145678,-225295.932744872
55-64,oil,CED,MJ,-130090.840976315,-25359.8779102947,-237180.338997933
55-64,oil,Food_price,USD,-29340.687754643,8180.32405513447,-60724.6951435257
55-64,oil,FL,mrh-eq,-6717.9297736674,-1218.57140727548,-12384.1079181075
55-64,sat_fat,CED,MJ,-13567046.0987924,-14210242.961279,-13730389.7561522
55-64,sat_fat,Food_price,USD,-646662.822080159,-684016.707586098,-656995.246563498
55-64,sat_fat,FL,mrh-eq,-370595.677579098,-388939.224742897,-375538.200353669
65-74,added_sugar,CED,MJ,-2143653.80473374,-2219159.05500715,-2227302.85684404
65-74,added_sugar,Food_price,USD,-5825975.21701511,-5983306.27308664,-6045606.15837552
65-74,added_sugar,FL,mrh-eq,-104986.267324684,-108617.569631901,-108888.76608703
65-74,oil,CED,MJ,-85601.7542999163,-204889.84760775,-215828.380399529
65-74,oil,Food_price,USD,-24004.5758490711,-44622.8797531787,-59205.1595199242
65-74,oil,FL,mrh-eq,-4108.62248061475,-9917.47166773018,-10379.3628557374
65-74,sat_fat,CED,MJ,-8142193.07035325,-7855911.24705343,-7893821.56653037
65-74,sat_fat,Food_price,USD,-370534.745275759,-356578.884107673,-358870.327625225
65-74,sat_fat,FL,mrh-eq,-221364.056934462,-213522.661803832,-214585.413100931
75+,added_sugar,CED,MJ,-1862165.83650635,-1743858.19912053,-1793789.17959481
75+,added_sugar,Food_price,USD,-4564265.18502514,-4286139.90272363,-4399179.45385418
75+,added_sugar,FL,mrh-eq,-97878.4443650082,-92330.4852920432,-94316.7683286849
75+,oil,CED,MJ,-40459.7970635228,25184.1430277734,-34620.5119482763
75+,oil,Food_price,USD,-16811.8575320466,-3038.68379711539,-18165.0942299618
75+,oil,FL,mrh-eq,-1946.67143361593,1135.14989426444,-1720.75573882836
75+,sat_fat,CED,MJ,-5469138.2330799,-5366657.61674314,-5318770.05920571
75+,sat_fat,Food_price,USD,-235153.820110617,-230527.475940326,-228747.767819302
75+,sat_fat,FL,mrh-eq,-145269.270852672,-142580.565161626,-141265.534272867
