sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-54136947.8314245,-53910300.5105918,-53966705.2960401
Female,Food_price,USD,-42767922.0132952,-41739061.1521805,-42504395.7547081
Female,FL,mrh-eq,-1771697.71797909,-1754545.6188824,-1760227.7484747
Male,CED,MJ,-51692645.6445229,-52086019.1988562,-51491024.6556108
Male,Food_price,USD,-39081012.2050193,-37569003.4608923,-36882109.2945959
Male,FL,mrh-eq,-1639595.00914197,-1635996.60462518,-1615447.25549295
