age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-18534930.7748669,-18153277.9379918,-19412734.426934
20-34,NHW,Food_price,USD,-15344635.4987909,-14449463.1190453,-16019618.1221031
20-34,NHW,FL,mrh-eq,-581262.769828841,-565243.606069747,-605078.712315152
20-34,NHB,CED,MJ,-5348930.19313783,-4996392.6758965,-5418410.36623273
20-34,NHB,Food_price,USD,-5148787.61202203,-4960803.21843121,-4983670.47959265
20-34,NHB,FL,mrh-eq,-169141.979774447,-156996.797444417,-170055.579620965
20-34,HIS,CED,MJ,-6244082.82899512,-6563065.45423055,-6543879.84356262
20-34,HIS,Food_price,USD,-5061957.92810221,-5064466.41146013,-5058099.82602194
20-34,HIS,FL,mrh-eq,-196134.201808563,-202517.701706735,-202221.09301044
20-34,OTH,CED,MJ,-3637084.67175267,-2940190.29027858,-3204575.91977141
20-34,OTH,Food_price,USD,-3066648.34980245,-2149331.84366963,-2619153.01370654
20-34,OTH,FL,mrh-eq,-117618.216210475,-92066.3999459733,-103493.256209694
35-44,NHW,CED,MJ,-10881746.415039,-11647752.4860284,-11265387.7621
35-44,NHW,Food_price,USD,-9742773.94638878,-9874128.49341963,-9215673.7061173
35-44,NHW,FL,mrh-eq,-353451.752030361,-372848.714986334,-359871.406574372
35-44,NHB,CED,MJ,-2766983.6881401,-2918247.48272334,-2662005.74001085
35-44,NHB,Food_price,USD,-2386275.86908281,-2710151.37586232,-2490892.75658335
35-44,NHB,FL,mrh-eq,-87455.114105308,-94172.5951888521,-84949.4280335397
35-44,HIS,CED,MJ,-3589378.5524177,-3436225.73798543,-3490312.61333703
35-44,HIS,Food_price,USD,-2842404.53350889,-2342928.11811164,-2840528.62255928
35-44,HIS,FL,mrh-eq,-115719.623742562,-107062.011025942,-113391.371414359
35-44,OTH,CED,MJ,-1483202.26716858,-1555054.57630128,-1425545.70273125
35-44,OTH,Food_price,USD,-924974.095288084,-1039832.85878521,-1092175.06660051
35-44,OTH,FL,mrh-eq,-47882.4524888272,-51670.69850094,-48209.0783300113
45-54,NHW,CED,MJ,-11078762.6985622,-11404926.4917092,-10277979.4189144
45-54,NHW,Food_price,USD,-8265449.60812237,-8814989.13295088,-7550296.4743691
45-54,NHW,FL,mrh-eq,-357818.595399155,-369476.377765015,-325401.065397316
45-54,NHB,CED,MJ,-2110224.01880472,-2109905.60766764,-2150024.11484055
45-54,NHB,Food_price,USD,-1955828.85048499,-1867808.81067556,-1979229.56137738
45-54,NHB,FL,mrh-eq,-70844.0755912056,-69879.7094556412,-72028.2231344362
45-54,HIS,CED,MJ,-1884308.4317075,-2367782.20413152,-2019622.88301652
45-54,HIS,Food_price,USD,-1531095.14427733,-1738111.96539959,-1421945.06624432
45-54,HIS,FL,mrh-eq,-62753.4104102678,-77725.9056884063,-65892.2874756552
45-54,OTH,CED,MJ,-1283347.22527197,-1262349.53416907,-1303080.33270718
45-54,OTH,Food_price,USD,-470641.300704871,-471671.813046913,-397009.755758326
45-54,OTH,FL,mrh-eq,-39957.9178831935,-39884.8767708608,-40708.6610509833
55-64,NHW,CED,MJ,-14113924.4982743,-14032034.7549874,-13569114.1419307
55-64,NHW,Food_price,USD,-10510581.3656157,-9427849.21998289,-9006116.00555834
55-64,NHW,FL,mrh-eq,-467806.092024551,-453814.227283271,-442561.909414988
55-64,NHB,CED,MJ,-2085007.17689815,-2152340.20307413,-2249054.04224239
55-64,NHB,Food_price,USD,-1874231.56105187,-1804134.87430211,-2067449.68302841
55-64,NHB,FL,mrh-eq,-69872.7769865971,-71069.2122255193,-75356.0170134217
55-64,HIS,CED,MJ,-1973785.13532106,-1825271.91397279,-1829733.58036757
55-64,HIS,Food_price,USD,-1189037.41197826,-1065750.61683479,-872544.724404709
55-64,HIS,FL,mrh-eq,-64461.2606686756,-60635.6501644783,-58004.1460044098
55-64,OTH,CED,MJ,-1070682.40355304,-1266210.53579629,-1152136.50842908
55-64,OTH,Food_price,USD,-496865.742285263,-622428.641686391,-662328.22385463
55-64,OTH,FL,mrh-eq,-33559.1547769719,-39644.135622581,-37296.1685838296
65-74,NHW,CED,MJ,-8274825.09747058,-8142641.76178708,-8282573.07448307
65-74,NHW,Food_price,USD,-4677478.82601824,-4883433.8683659,-5088708.47747894
65-74,NHW,FL,mrh-eq,-261083.565521283,-261243.399710719,-266716.174599515
65-74,NHB,CED,MJ,-980816.254954048,-1004127.03256917,-1017270.7957538
65-74,NHB,Food_price,USD,-859494.796521458,-896213.109306969,-875207.583214725
65-74,NHB,FL,mrh-eq,-32726.6562565672,-33829.5832366711,-33847.9586621076
65-74,HIS,CED,MJ,-700388.786727525,-752281.582148569,-665115.111226585
65-74,HIS,Food_price,USD,-442036.149443544,-377981.544713102,-280458.877527416
65-74,HIS,FL,mrh-eq,-22909.3534047537,-24143.7112548639,-20767.4756076188
65-74,OTH,CED,MJ,-415418.490234756,-380909.773163512,-371993.822310489
65-74,OTH,Food_price,USD,-241504.7661567,-226879.514561519,-219306.707299595
65-74,OTH,FL,mrh-eq,-13739.3715571567,-12841.0089012089,-12521.9331744569
75+,NHW,CED,MJ,-6203449.24757741,-6047028.51834256,-6050608.82786391
75+,NHW,Food_price,USD,-3940054.14696906,-3761740.37568573,-3841301.68086611
75+,NHW,FL,mrh-eq,-205310.87715704,-198553.522715663,-200096.843858195
75+,NHB,CED,MJ,-573853.019946037,-462813.871419395,-553814.651230079
75+,NHB,Food_price,USD,-451190.833106828,-404708.790732952,-462073.330898259
75+,NHB,FL,mrh-eq,-19587.3745037537,-15996.2758238676,-19063.4933837393
75+,HIS,CED,MJ,-358692.015826933,-314868.687953525,-338770.030454304
75+,HIS,Food_price,USD,-304821.337775474,-249456.718341681,-262392.384577905
75+,HIS,FL,mrh-eq,-12305.0058215747,-10568.1193605356,-11415.9100619396
75+,OTH,CED,MJ,-235769.583299394,-260620.595120411,-203986.241200496
75+,OTH,Food_price,USD,-120164.544816441,-103800.177700704,-80324.9195611696
75+,OTH,FL,mrh-eq,-7891.12916892799,-8657.98265933828,-6726.811036507
