age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-5093700.2936796,-4840733.19740645,-5132876.63530046
20-34,Female,added_sugar,Food_price,USD,-14517550.9077292,-13728755.9346833,-14693343.8952328
20-34,Female,added_sugar,FL,mrh-eq,-224411.608028964,-212930.394050878,-226659.365829842
20-34,Female,oil,CED,MJ,-499362.060059704,-418788.801374103,-375153.472607909
20-34,Female,oil,Food_price,USD,-119008.14556148,-96022.1064625963,-99861.6825033019
20-34,Female,oil,FL,mrh-eq,-26098.2661134168,-21921.490935188,-19510.1296903152
20-34,Female,sat_fat,CED,MJ,-10956404.7722461,-11292355.6417997,-11880205.9713794
20-34,Female,sat_fat,Food_price,USD,-516007.615000476,-530005.364829653,-556573.37171947
20-34,Female,sat_fat,FL,mrh-eq,-288844.937860036,-297769.806383878,-313177.167637754
20-34,Male,added_sugar,CED,MJ,-4960309.56755214,-4497663.64852389,-4904945.87300779
20-34,Male,added_sugar,Food_price,USD,-12919012.7981082,-11742299.2950525,-12787672.6419426
20-34,Male,added_sugar,FL,mrh-eq,-198246.912534665,-179332.79669018,-195884.931172979
20-34,Male,oil,CED,MJ,299720.839373107,468404.695691088,372704.745972973
20-34,Male,oil,Food_price,USD,54833.5075432632,54446.4159149426,65765.1172336945
20-34,Male,oil,FL,mrh-eq,15489.1418074817,24168.6400086943,19355.7725362868
20-34,Male,sat_fat,CED,MJ,-12554972.6145881,-12071789.7649843,-12659123.3501781
20-34,Male,sat_fat,Food_price,USD,-605283.429861518,-581428.307493227,-608854.967259712
20-34,Male,sat_fat,FL,mrh-eq,-342044.584892725,-329038.657115441,-344972.819361648
35-44,Female,added_sugar,CED,MJ,-2757076.35668886,-2592645.3675528,-2709440.9920769
35-44,Female,added_sugar,Food_price,USD,-7489474.0713848,-6951203.78648072,-7341301.45670138
35-44,Female,added_sugar,FL,mrh-eq,-129585.022515347,-120564.231693497,-127282.248645082
35-44,Female,oil,CED,MJ,-282621.957887134,-278136.509293911,-189983.064166621
35-44,Female,oil,Food_price,USD,-68526.1143613113,-70318.4125919835,-43557.5777377551
35-44,Female,oil,FL,mrh-eq,-13813.1339981792,-13397.6125392006,-9456.3312179048
35-44,Female,sat_fat,CED,MJ,-6342823.52573997,-6473370.31380532,-6405597.16694347
35-44,Female,sat_fat,Food_price,USD,-323876.301148813,-331024.046510392,-326603.082679021
35-44,Female,sat_fat,FL,mrh-eq,-168708.785425166,-172150.007550292,-170301.951500893
35-44,Male,added_sugar,CED,MJ,-2726002.27025691,-2923297.70075626,-2719130.57218353
35-44,Male,added_sugar,Food_price,USD,-7756013.50957664,-8307907.42994671,-7643932.3792108
35-44,Male,added_sugar,FL,mrh-eq,-115511.70842081,-124037.696448052,-114983.19337426
35-44,Male,oil,CED,MJ,282184.511226993,313315.153349046,203348.321983007
35-44,Male,oil,Food_price,USD,48833.615282997,32543.5601414754,29817.5625547315
35-44,Male,oil,FL,mrh-eq,14217.4187788159,15212.6132692221,10281.6530222956
35-44,Male,sat_fat,CED,MJ,-6894971.32341949,-7603145.54497916,-7022448.34479158
35-44,Male,sat_fat,Food_price,USD,-307372.063079993,-339130.730790474,-313693.218086216
35-44,Male,sat_fat,FL,mrh-eq,-191107.710786371,-210817.084740248,-194679.212636438
45-54,Female,added_sugar,CED,MJ,-2378853.15846879,-2723066.49402936,-2175761.1917569
45-54,Female,added_sugar,Food_price,USD,-5611238.41484482,-6414623.38012391,-5130683.54686251
45-54,Female,added_sugar,FL,mrh-eq,-106194.508060262,-121376.921807484,-96960.3630337091
45-54,Female,oil,CED,MJ,-158308.345635311,-142840.698585906,-92049.2507006034
45-54,Female,oil,Food_price,USD,-35039.3909587775,-31397.8913733897,-9205.484908963
45-54,Female,oil,FL,mrh-eq,-8411.39781580462,-7593.26717136956,-4635.48130431562
45-54,Female,sat_fat,CED,MJ,-5489647.33635685,-5593675.5980162,-4986625.12082309
45-54,Female,sat_fat,Food_price,USD,-277915.669325236,-283162.900554456,-253392.637199396
45-54,Female,sat_fat,FL,mrh-eq,-146423.752322953,-149298.103547789,-132998.258157766
45-54,Male,added_sugar,CED,MJ,-2244418.55248218,-2259210.75975898,-2139277.11770585
45-54,Male,added_sugar,Food_price,USD,-5999182.92882633,-5862000.40971435,-5692088.18260701
45-54,Male,added_sugar,FL,mrh-eq,-101973.551286812,-102647.180097791,-97121.4244985199
45-54,Male,oil,CED,MJ,2647.68127239515,77782.4082536198,139932.851828361
45-54,Male,oil,Food_price,USD,-10449.89308854,7990.35358494293,45512.2710119297
45-54,Male,oil,FL,mrh-eq,-138.090996381406,3777.02316052757,7245.28446618579
