age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-16431825.7791538,-16412590.6432038,-16265896.8732459
20-34,Female,Food_price,USD,-15068145.8877255,-13850179.7103748,-15396406.46247
20-34,Female,FL,mrh-eq,-537492.864445059,-526456.359498862,-533011.08249763
20-34,Male,CED,MJ,-16904547.2439896,-16258925.8584859,-16396100.0158818
20-34,Male,Food_price,USD,-12401519.6241864,-12241286.9426774,-12881260.3039694
20-34,Male,FL,mrh-eq,-509431.128763657,-488679.168232543,-493587.477127889
35-44,Female,CED,MJ,-8718203.91216046,-8597663.72778766,-9600074.54496058
35-44,Female,Food_price,USD,-6843474.32925845,-6887400.98781035,-7563283.38123293
35-44,Female,FL,mrh-eq,-286257.491938433,-285693.485785827,-318991.780514522
35-44,Male,CED,MJ,-8701474.73195785,-8620872.66940853,-9125461.8598762
35-44,Male,Food_price,USD,-7667335.00340317,-7717011.71778601,-7958088.91089684
35-44,Male,FL,mrh-eq,-272688.595466172,-271242.331316449,-288343.612033955
45-54,Female,CED,MJ,-7129048.18549307,-8744704.68225115,-7723790.65869674
45-54,Female,Food_price,USD,-4969633.9967919,-6607569.72901124,-5177882.82641397
45-54,Female,FL,mrh-eq,-229222.452863945,-283249.423094405,-247848.265453327
45-54,Male,CED,MJ,-8134368.1692591,-8254465.30668229,-8222278.90718644
45-54,Male,Food_price,USD,-5620597.42080068,-6067830.87003344,-5790444.56487459
45-54,Male,FL,mrh-eq,-262383.382497225,-264222.475292169,-264243.454677656
55-64,Female,CED,MJ,-9664232.25469247,-10612022.2975661,-9585714.66850554
55-64,Female,Food_price,USD,-7056795.09669537,-8008578.12377046,-7020301.27640793
55-64,Female,FL,mrh-eq,-315739.913025582,-350176.082377175,-316539.120652561
55-64,Male,CED,MJ,-8068723.75663236,-8726815.80010937,-8189194.22569865
55-64,Male,Food_price,USD,-4794405.48198964,-5435235.14731436,-4781365.26534526
55-64,Male,FL,mrh-eq,-260959.683570431,-285174.136895216,-262333.697741226
65-74,Female,CED,MJ,-5495993.80050619,-5394931.93155136,-5618809.23987287
65-74,Female,Food_price,USD,-3689198.8356345,-3830578.1877285,-3681128.22069018
65-74,Female,FL,mrh-eq,-179228.568328655,-175999.70573238,-182177.326488841
65-74,Male,CED,MJ,-4622693.94491694,-4655698.27536214,-4508234.67783292
65-74,Male,Food_price,USD,-2387936.15404901,-2999266.74809567,-2645111.19312924
65-74,Male,FL,mrh-eq,-147062.809027166,-150554.41264369,-145681.215182796
75+,Female,CED,MJ,-4277382.76021578,-4009964.31450709,-3898130.14943776
75+,Female,Food_price,USD,-2876622.20487822,-2690228.82082534,-2348757.66103133
75+,Female,FL,mrh-eq,-144134.822238193,-134561.73152991,-128113.603857117
75+,Male,CED,MJ,-2865622.45366796,-2747349.9071251,-2735160.48478537
75+,Male,Food_price,USD,-1621255.53398605,-1570784.45494105,-1737717.6695993
75+,Male,FL,mrh-eq,-90730.9326512612,-87652.1384237731,-88592.4898041233
