sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,-51716686.6922218,-53771877.5968671,-52692416.1347194
Female,Food_price,USD,-40503870.3509839,-41874535.5595207,-41187759.8282464
Female,FL,mrh-eq,-1692076.11283987,-1756136.78801856,-1726681.179464
Male,CED,MJ,-49297430.3004238,-49264127.8171733,-49176430.1712613
Male,Food_price,USD,-34493049.218415,-36031415.8808479,-35793987.9078146
Male,FL,mrh-eq,-1543256.53197591,-1547524.66280384,-1542781.94656764
