race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
NHW,added_sugar,CED,MJ,-16101533.2979074,-17202893.6862141,-16434151.4069833
NHW,added_sugar,Food_price,USD,-44528976.7167123,-47001709.5357782,-45381580.9008366
NHW,added_sugar,FL,mrh-eq,-739947.471599999,-790402.567280997,-753550.18575464
NHW,oil,CED,MJ,-727941.826038279,-75307.0104022054,-591356.72683386
NHW,oil,Food_price,USD,-236806.586714588,-49361.1530391447,-184083.120609294
NHW,oil,FL,mrh-eq,-37486.6526506882,-3673.49506431989,-29426.9840563287
NHW,sat_fat,CED,MJ,-48425249.8388543,-49628866.3207272,-49534455.3181828
NHW,sat_fat,Food_price,USD,-2242003.32738372,-2302220.12643455,-2298598.8390719
NHW,sat_fat,FL,mrh-eq,-1310787.22154055,-1342862.56822977,-1341049.79554197
NHB,added_sugar,CED,MJ,-4720087.29438284,-4821729.11783925,-4823517.24830245
NHB,added_sugar,Food_price,USD,-11855918.8989434,-12067949.9960205,-12127080.8750912
NHB,added_sugar,FL,mrh-eq,-196608.095392356,-201029.569051722,-199985.027688323
NHB,oil,CED,MJ,-268758.626957056,-409908.910633928,-248127.851543727
NHB,oil,Food_price,USD,-58551.1844599971,-69832.5202638204,-68148.7074902851
NHB,oil,FL,mrh-eq,-13388.1886461911,-20428.1852798559,-12454.9497527107
NHB,sat_fat,CED,MJ,-8621167.22001963,-8606969.20851404,-8214507.6879308
NHB,sat_fat,Food_price,USD,-449903.76348397,-454246.937516486,-430082.438529543
NHB,sat_fat,FL,mrh-eq,-230651.253120753,-230404.602979887,-219771.335135208
HIS,added_sugar,CED,MJ,-4309765.97855404,-4402026.80479254,-4721419.60489585
HIS,added_sugar,Food_price,USD,-10194548.4613773,-10304422.6084969,-11117777.1649537
HIS,added_sugar,FL,mrh-eq,-188451.952003315,-193957.428236797,-207952.729041843
HIS,oil,CED,MJ,307867.146675286,341144.36242592,144764.864197997
HIS,oil,Food_price,USD,54987.2628483148,57277.8093061844,5095.69151480796
HIS,oil,FL,mrh-eq,15692.0070891029,17448.7066743183,7426.527270918
HIS,sat_fat,CED,MJ,-10309399.6231465,-10330418.8089422,-10150239.7923024
HIS,sat_fat,Food_price,USD,-463622.264303813,-464141.637789975,-456945.429964343
HIS,sat_fat,FL,mrh-eq,-282242.148325615,-282866.211207909,-277887.751609416
OTH,added_sugar,CED,MJ,-1857115.60200184,-1964804.75102749,-1874878.52110108
OTH,added_sugar,Food_price,USD,-4678285.1549254,-4913521.70998646,-4625691.64021628
OTH,added_sugar,FL,mrh-eq,-87993.9197836392,-93442.4977540128,-88772.4147726154
OTH,oil,CED,MJ,-103833.296974982,-102000.897419996,-20289.1962247747
OTH,oil,Food_price,USD,-32519.7116354068,-28505.6483662513,-12651.1888637824
OTH,oil,FL,mrh-eq,-5335.6878627647,-5404.29490724503,-938.432413258025
OTH,sat_fat,CED,MJ,-5877131.53448402,-5832224.25995341,-5400667.81587765
OTH,sat_fat,Food_price,USD,-310770.762307269,-307317.375982515,-284203.12194886
OTH,sat_fat,FL,mrh-eq,-158132.060979013,-156638.737504207,-145100.047536247
