sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,NHW,added_sugar,CED,MJ,-8279484.90238605,-8962894.18930279,-8300163.99156625
Female,NHW,added_sugar,Food_price,USD,-23433566.1722819,-24870066.558926,-23440886.9449259
Female,NHW,added_sugar,FL,mrh-eq,-393283.273667369,-423661.713651672,-392869.494835908
Female,NHW,oil,CED,MJ,-894407.89670828,-710042.593171736,-1116589.8166063
Female,NHW,oil,Food_price,USD,-241345.752733023,-206448.670845135,-332815.229070392
Female,NHW,oil,FL,mrh-eq,-45407.8924147102,-35620.1904079764,-56226.1897892616
Female,NHW,sat_fat,CED,MJ,-23818028.3871086,-25343304.6541948,-24870357.6457656
Female,NHW,sat_fat,Food_price,USD,-1093115.54313594,-1165707.67381758,-1145403.04281328
Female,NHW,sat_fat,FL,mrh-eq,-633470.98147416,-674017.032807317,-661676.820399169
Female,NHB,added_sugar,CED,MJ,-2726400.74540698,-2597211.2514546,-2693054.36544164
Female,NHB,added_sugar,Food_price,USD,-6926755.58600679,-6576471.48490527,-6865842.46492962
Female,NHB,added_sugar,FL,mrh-eq,-116153.776542835,-111320.21787786,-114136.899890398
Female,NHB,oil,CED,MJ,-367946.071057778,-435665.743589238,-349229.772767423
Female,NHB,oil,Food_price,USD,-57574.6463400932,-70076.4823212307,-67143.7584534214
Female,NHB,oil,FL,mrh-eq,-18389.5005411833,-21798.0790594928,-17512.8516549382
Female,NHB,sat_fat,CED,MJ,-4540328.77309373,-4499492.66689089,-4290444.62024694
Female,NHB,sat_fat,Food_price,USD,-236804.963395591,-236586.85023337,-224958.389014319
Female,NHB,sat_fat,FL,mrh-eq,-119480.969510598,-118485.905271062,-112905.799708647
Female,HIS,added_sugar,CED,MJ,-2129598.23380466,-2216899.84945533,-2459986.7764298
Female,HIS,added_sugar,Food_price,USD,-5094378.85752686,-5291751.10612246,-5905170.28947859
Female,HIS,added_sugar,FL,mrh-eq,-99547.0464576164,-103329.601060254,-115018.461461912
Female,HIS,oil,CED,MJ,-10146.2829933451,-30297.9770368285,-70658.9531972755
Female,HIS,oil,Food_price,USD,-508.274111794658,-10394.3149082598,-21908.8771343313
