sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-14186631.908623,-14852077.6129417,-14458924.7446797
Female,added_sugar,Food_price,USD,-38464162.3960698,-39781257.3646023,-39018024.4692266
Female,added_sugar,FL,mrh-eq,-659564.715336341,-689913.560125962,-670181.819339192
Female,oil,CED,MJ,-1419610.89943492,-1308622.46422506,-1648304.67227217
Female,oil,Food_price,USD,-336120.176817212,-316798.196553491,-441621.020646368
Female,oil,FL,mrh-eq,-71988.918631117,-65940.6791301905,-83201.1311962781
Female,sat_fat,CED,MJ,-36110443.8841639,-37611177.5197004,-36585186.7177675
Female,sat_fat,Food_price,USD,-1703587.77809695,-1776479.99836493,-1728114.33837341
Female,sat_fat,FL,mrh-eq,-960522.47887241,-1000282.54876241,-973298.228928527
Male,added_sugar,CED,MJ,-12801870.2642231,-13539376.7469317,-13395042.036603
Male,added_sugar,Food_price,USD,-32793566.8358887,-34506346.4856798,-34234106.1118712
Male,added_sugar,FL,mrh-eq,-553436.723442969,-588918.502197566,-580078.53791823
Male,oil,CED,MJ,626944.296139891,1062550.00819485,933295.761867809
Male,oil,Food_price,USD,63229.9568555354,226376.684190459,181833.695197814
Male,oil,FL,mrh-eq,31470.3965605759,53883.4105530879,47807.2922448987
Male,sat_fat,CED,MJ,-37122504.3323406,-36787301.0784365,-36714683.8965261
Male,sat_fat,Food_price,USD,-1762712.33938183,-1751446.07935859,-1741715.49114124
Male,sat_fat,FL,mrh-eq,-1021290.20509352,-1012489.57115936,-1010510.70089431
