sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,NHW,CED,MJ,-32991921.186203,-35016241.4366693,-34287111.4539382
Female,NHW,Food_price,USD,-24768027.4681509,-26242222.9035887,-24919105.2168096
Female,NHW,FL,mrh-eq,-1072162.14755624,-1133298.93686697,-1110772.50502434
Female,NHB,CED,MJ,-7634675.58955848,-7532369.66193472,-7332728.758456
Female,NHB,Food_price,USD,-7221135.19574248,-6883134.81745987,-7157944.61239736
Female,NHB,FL,mrh-eq,-254024.246594616,-251604.202208414,-244555.551253983
Female,HIS,CED,MJ,-7124862.80527559,-7156654.04526069,-7387761.42569308
Female,HIS,Food_price,USD,-5326365.04218709,-5530256.88530516,-6153046.27952198
Female,HIS,FL,mrh-eq,-234723.263394704,-237450.102237323,-249775.950427615
Female,OTH,CED,MJ,-3965227.11118478,-4066612.4530024,-3684814.49663212
Female,OTH,Food_price,USD,-3188342.64490352,-3218920.95316695,-2957663.71951743
Female,OTH,FL,mrh-eq,-131166.455294309,-133783.546705857,-121577.17275806
Male,NHW,CED,MJ,-32262803.776597,-31890825.5806742,-32272851.9980619
Male,NHW,Food_price,USD,-22239759.1626598,-23111067.9116631,-22945157.6437082
Male,NHW,FL,mrh-eq,-1016059.198235,-1003639.69370812,-1013254.4603286
Male,NHB,CED,MJ,-5975337.55180104,-6306237.57505249,-5953424.02932098
Male,NHB,Food_price,USD,-5143238.65114491,-5708894.63634095,-5467367.40871367
Male,NHB,FL,mrh-eq,-186623.290564685,-200258.155103051,-187655.761322258
Male,HIS,CED,MJ,-7186435.6497497,-7234647.20604815,-7339133.10730714
Male,HIS,Food_price,USD,-5276818.42064572,-5181029.55167557,-5416580.62388125
Male,HIS,FL,mrh-eq,-220278.829845123,-221924.830533065,-228638.002952726
Male,OTH,CED,MJ,-3872853.32227606,-3832417.4553985,-3611021.03657139
Male,OTH,Food_price,USD,-1833232.98396456,-2030423.78116827,-1964882.23151149
Male,OTH,FL,mrh-eq,-120295.213331108,-121701.983459608,-113233.72196406
