age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,CED,MJ,-8903892.07904115,-9105291.34359486,-8667240.93225924
20-34,Female,NHW,Food_price,USD,-9027839.82408982,-7822228.74872714,-8622914.69383959
20-34,Female,NHW,FL,mrh-eq,-296025.660449298,-290130.725655615,-285450.667262496
20-34,Female,NHB,CED,MJ,-2992861.59116245,-2633304.8172421,-2839795.20678829
20-34,Female,NHB,Food_price,USD,-2643328.72286326,-2189359.80950671,-2771674.42079427
20-34,Female,NHB,FL,mrh-eq,-94045.204063422,-83258.9755252952,-91351.0366577894
20-34,Female,HIS,CED,MJ,-3050775.91182809,-3105596.71276632,-3206346.31446878
20-34,Female,HIS,Food_price,USD,-2147877.14497469,-2434861.36001786,-2556941.85732653
20-34,Female,HIS,FL,mrh-eq,-98440.2052436471,-101273.158747036,-105402.440874059
20-34,Female,OTH,CED,MJ,-1484296.19712216,-1568397.76960052,-1552514.41972957
20-34,Female,OTH,Food_price,USD,-1249100.19579773,-1403729.79212311,-1444875.49050965
20-34,Female,OTH,FL,mrh-eq,-48981.7946886925,-51793.4995709161,-50806.9377032859
20-34,Male,NHW,CED,MJ,-9758444.17822494,-9073575.25252707,-9365604.10968723
20-34,Male,NHW,Food_price,USD,-6700547.58665245,-6390283.00058523,-7020048.68913744
20-34,Male,NHW,FL,mrh-eq,-293807.945729301,-269808.706975614,-280786.430113324
20-34,Male,NHB,CED,MJ,-2213593.30637419,-2410188.9700125,-2201359.17081222
20-34,Male,NHB,Food_price,USD,-2101022.95198282,-2457140.2986577,-2172544.32115496
20-34,Male,NHB,FL,mrh-eq,-68298.8717095623,-76439.8312987416,-67626.5274295002
20-34,Male,HIS,CED,MJ,-3239532.43317767,-3091755.61614779,-3274545.29120867
20-34,Male,HIS,Food_price,USD,-2584398.45452353,-2279863.96910625,-2591429.10616649
20-34,Male,HIS,FL,mrh-eq,-95088.7053539053,-89436.1393447738,-96451.9083137641
20-34,Male,OTH,CED,MJ,-1692977.32621274,-1683406.01979856,-1554591.44417366
20-34,Male,OTH,Food_price,USD,-1015550.63102762,-1113999.67432819,-1097238.1875105
20-34,Male,OTH,FL,mrh-eq,-52235.6059708883,-52994.490613414,-48722.6112713007
35-44,Female,NHW,CED,MJ,-4798237.99894788,-4624988.77349091,-5668405.97607815
35-44,Female,NHW,Food_price,USD,-3524709.26179754,-3447470.14518072,-3835079.17377627
35-44,Female,NHW,FL,mrh-eq,-155122.848362652,-151028.322527354,-183920.12095699
35-44,Female,NHB,CED,MJ,-1488251.39464044,-1585927.28418902,-1512451.01651717
35-44,Female,NHB,Food_price,USD,-1359936.20878936,-1433586.03405,-1474944.05999525
