age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-5014749.32195829,-4637170.9678381,-5187811.91368945
20-34,Female,added_sugar,Food_price,USD,-14434250.1687048,-13211633.3718654,-14792729.4984065
20-34,Female,added_sugar,FL,mrh-eq,-221928.53621548,-205309.234506584,-229050.513079065
20-34,Female,oil,CED,MJ,-550153.028348002,-413717.504805302,-446868.869877679
20-34,Female,oil,Food_price,USD,-123330.109670378,-105555.40769656,-103704.072082029
20-34,Female,oil,FL,mrh-eq,-28846.9518237155,-21602.2624602304,-23419.2760200785
20-34,Female,sat_fat,CED,MJ,-10866923.4288475,-11361702.1705604,-10631216.0896788
20-34,Female,sat_fat,Food_price,USD,-510565.60935034,-532990.930812884,-499972.891981523
20-34,Female,sat_fat,FL,mrh-eq,-286717.376405864,-299544.862532048,-280541.293398486
20-34,Male,added_sugar,CED,MJ,-4538394.43499377,-4517508.91202219,-4754308.72946596
20-34,Male,added_sugar,Food_price,USD,-11848010.083784,-11770016.0388101,-12413949.4737848
20-34,Male,added_sugar,FL,mrh-eq,-180917.528031899,-180397.169139438,-189777.044686906
20-34,Male,oil,CED,MJ,348269.752522484,478108.04980492,557868.546587593
20-34,Male,oil,Food_price,USD,57795.04218542,117116.67781238,119012.314795749
20-34,Male,oil,FL,mrh-eq,17951.5639571612,24708.2614368654,28649.5443744239
20-34,Male,sat_fat,CED,MJ,-12714422.5615183,-12219524.9962687,-12199659.8330034
20-34,Male,sat_fat,Food_price,USD,-611304.582587877,-588387.581679618,-586323.144980338
20-34,Male,sat_fat,FL,mrh-eq,-346465.164688919,-332990.26052997,-332459.976815406
35-44,Female,added_sugar,CED,MJ,-2414393.48488868,-2435071.08556053,-2640089.38332373
35-44,Female,added_sugar,Food_price,USD,-6467743.78775441,-6494558.32318071,-7075912.72045836
35-44,Female,added_sugar,FL,mrh-eq,-112682.421240972,-113587.255837247,-123339.543895781
35-44,Female,oil,CED,MJ,-272192.784099368,-372682.541135051,-489733.100080683
35-44,Female,oil,Food_price,USD,-67119.8440568122,-95957.629088531,-157040.005949561
35-44,Female,oil,FL,mrh-eq,-13151.0002536942,-18131.0918790874,-23669.0321408576
35-44,Female,sat_fat,CED,MJ,-6031617.64317241,-5789910.10109207,-6470252.06155617
35-44,Female,sat_fat,Food_price,USD,-308610.697447228,-296885.035541109,-330330.654825009
35-44,Female,sat_fat,FL,mrh-eq,-160424.070443767,-153975.138069492,-171983.204477883
35-44,Male,added_sugar,CED,MJ,-2639329.74442507,-2658583.46429352,-2728939.46387354
35-44,Male,added_sugar,Food_price,USD,-7424992.74772731,-7489806.57157407,-7682067.76049137
35-44,Male,added_sugar,FL,mrh-eq,-111905.417263483,-112517.683970734,-115390.132801568
35-44,Male,oil,CED,MJ,326134.663996377,293563.758948549,182294.176265444
35-44,Male,oil,Food_price,USD,42116.8883313556,51227.3170016106,18099.2293624175
