age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,NHW,added_sugar,CED,MJ,-2800990.6736721,-2408799.8316391,-2674580.49042266
20-34,Female,NHW,added_sugar,Food_price,USD,-8724815.31643662,-7503178.7370296,-8331059.80938155
20-34,Female,NHW,added_sugar,FL,mrh-eq,-128880.568289234,-110834.889282105,-123064.120413177
20-34,Female,NHW,oil,CED,MJ,-296451.209492462,-174573.375264629,-227261.27443299
20-34,Female,NHW,oil,Food_price,USD,-39886.4714278451,-23488.2359106453,-30577.2081174713
20-34,Female,NHW,oil,FL,mrh-eq,-15804.0879552366,-9306.66797429567,-12115.5085725817
20-34,Female,NHW,sat_fat,CED,MJ,-5806450.19587658,-6521918.13669114,-5765399.16740359
20-34,Female,NHW,sat_fat,Food_price,USD,-263138.036225357,-295561.775786895,-261277.676340572
20-34,Female,NHW,sat_fat,FL,mrh-eq,-151341.004204827,-169989.168399214,-150271.038276737
20-34,Female,NHB,added_sugar,CED,MJ,-927238.051071381,-758872.961393876,-975232.42304042
20-34,Female,NHB,added_sugar,Food_price,USD,-2505358.41580545,-2050442.98835509,-2635037.20064932
20-34,Female,NHB,added_sugar,FL,mrh-eq,-36447.7820699211,-29829.7036922511,-38334.340120563
20-34,Female,NHB,oil,CED,MJ,-137310.552170769,-170543.65581765,-164460.322908168
20-34,Female,NHB,oil,Food_price,USD,-47442.6479755781,-58925.1335713972,-56823.2599922724
20-34,Female,NHB,oil,FL,mrh-eq,-7073.59969378689,-8785.61430638417,-8472.22934706803
20-34,Female,NHB,sat_fat,CED,MJ,-1928312.9879203,-1703888.20003057,-1700102.46083971
20-34,Female,NHB,sat_fat,Food_price,USD,-90527.6590822335,-79991.6875802236,-79813.9601526785
20-34,Female,NHB,sat_fat,FL,mrh-eq,-50523.8222997141,-44643.65752666,-44544.4671901583
20-34,Female,HIS,added_sugar,CED,MJ,-892427.573941697,-1022001.8241781,-1072480.89350883
20-34,Female,HIS,added_sugar,Food_price,USD,-2039804.39843614,-2335969.74929916,-2451348.77910098
20-34,Female,HIS,added_sugar,FL,mrh-eq,-38683.6545439185,-44300.2509829922,-46488.3443775784
20-34,Female,HIS,oil,CED,MJ,-27689.729687142,2722.11960602029,-20585.229783794
20-34,Female,HIS,oil,Food_price,USD,-6433.44001409134,632.458077214298,-4782.77839786288
20-34,Female,HIS,oil,FL,mrh-eq,-1429.27245801825,140.508796014826,-1062.55648951373
20-34,Female,HIS,sat_fat,CED,MJ,-2130658.60819925,-2086317.00819424,-2113280.19117616
20-34,Female,HIS,sat_fat,Food_price,USD,-101639.306524455,-99524.0687959187,-100810.299827689
20-34,Female,HIS,sat_fat,FL,mrh-eq,-58327.2782417104,-57113.4165600586,-57851.5400069668
20-34,Female,OTH,added_sugar,CED,MJ,-394093.023273108,-447496.350627031,-465518.106717537
20-34,Female,OTH,added_sugar,Food_price,USD,-1164272.03802657,-1322041.89718153,-1375283.70927464
20-34,Female,OTH,added_sugar,FL,mrh-eq,-17916.5313124066,-20344.390549235,-21163.7081677465
20-34,Female,OTH,oil,CED,MJ,-88701.5369976285,-71322.5933290437,-34562.0427527274
20-34,Female,OTH,oil,Food_price,USD,-29567.5502528634,-23774.4962917319,-11520.8255744227
20-34,Female,OTH,oil,FL,mrh-eq,-4539.99171667374,-3650.48897556538,-1768.98161091505
20-34,Female,OTH,sat_fat,CED,MJ,-1001501.63685142,-1049578.82564445,-1052434.2702593
20-34,Female,OTH,sat_fat,Food_price,USD,-55260.6075182941,-57913.3986498461,-58070.9556605843
20-34,Female,OTH,sat_fat,FL,mrh-eq,-26525.2716596121,-27798.6200461157,-27874.2479246244
20-34,Male,NHW,added_sugar,CED,MJ,-2340209.18413858,-2255666.0322945,-2484827.77911007
20-34,Male,NHW,added_sugar,Food_price,USD,-6419327.78337408,-6187421.07725348,-6816024.86967951
20-34,Male,NHW,added_sugar,FL,mrh-eq,-96000.7011370914,-92532.5488418259,-101933.284689375
20-34,Male,NHW,oil,CED,MJ,169763.027524515,344010.161550819,349578.270184633
20-34,Male,NHW,oil,Food_price,USD,57795.04218542,117116.67781238,119012.314795749
20-34,Male,NHW,oil,FL,mrh-eq,8705.13781775556,17640.2124224357,17925.7348577291
20-34,Male,NHW,sat_fat,CED,MJ,-7587998.02161088,-7161919.3817834,-7230354.60076179
20-34,Male,NHW,sat_fat,Food_price,USD,-339014.845463798,-319978.60114413,-323036.134253676
20-34,Male,NHW,sat_fat,FL,mrh-eq,-206512.382409966,-194916.370556223,-196778.880281678
20-34,Male,NHB,added_sugar,CED,MJ,-793672.779260578,-933326.436842159,-821955.424883909
20-34,Male,NHB,added_sugar,Food_price,USD,-2022272.23346902,-2378108.69581152,-2094336.20041821
20-34,Male,NHB,added_sugar,FL,mrh-eq,-30948.3907163497,-36394.0303713076,-32051.2411480583
20-34,Male,NHB,oil,CED,MJ,38244.07461965,-13497.0190087082,68714.0030726236
20-34,Male,NHB,oil,Food_price,USD,0,0,0
20-34,Male,NHB,oil,FL,mrh-eq,1888.77918959158,-666.584010169034,3393.61274466343
20-34,Male,NHB,sat_fat,CED,MJ,-1458164.60173326,-1463365.51416163,-1448117.74900093
20-34,Male,NHB,sat_fat,Food_price,USD,-78750.7185138052,-79031.6028461876,-78208.1207367555
20-34,Male,NHB,sat_fat,FL,mrh-eq,-39239.2601828043,-39379.216917265,-38968.8990261053
20-34,Male,HIS,added_sugar,CED,MJ,-984666.995977959,-863107.067373682,-987124.53690355
20-34,Male,HIS,added_sugar,Food_price,USD,-2464049.39275671,-2159855.51859987,-2470199.18984559
20-34,Male,HIS,added_sugar,FL,mrh-eq,-36015.4157570377,-31569.2107090756,-36105.3033622247
20-34,Male,HIS,oil,CED,MJ,124572.349254754,144054.965790914,109432.528203813
20-34,Male,HIS,oil,Food_price,USD,0,0,0
20-34,Male,HIS,oil,FL,mrh-eq,6526.38902927038,7547.09013656866,5733.20849921621
20-34,Male,HIS,sat_fat,CED,MJ,-2379437.78645447,-2372703.51456502,-2396853.28250894
20-34,Male,HIS,sat_fat,Food_price,USD,-120349.061766816,-120008.450506378,-121229.9163209
20-34,Male,HIS,sat_fat,FL,mrh-eq,-65599.678626138,-65414.0187722668,-66079.8134507556
20-34,Male,OTH,added_sugar,CED,MJ,-419845.475616652,-465409.375511855,-460400.98856843
20-34,Male,OTH,added_sugar,Food_price,USD,-942360.674184162,-1044630.74714526,-1033389.2138415
20-34,Male,OTH,added_sugar,FL,mrh-eq,-17953.0204214207,-19901.3792172293,-19687.2154872483
20-34,Male,OTH,oil,CED,MJ,15690.3011235657,3539.94147189569,30143.7451265241
20-34,Male,OTH,oil,Food_price,USD,0,0,0
20-34,Male,OTH,oil,FL,mrh-eq,831.257920543672,187.542888030029,1596.98827281515
20-34,Male,OTH,sat_fat,CED,MJ,-1288822.15171966,-1221536.5857586,-1124334.20073175
20-34,Male,OTH,sat_fat,Food_price,USD,-73189.9568434586,-69368.9271829223,-63848.9736690071
20-34,Male,OTH,sat_fat,FL,mrh-eq,-35113.8434700113,-33280.6542842148,-30632.3840568676
35-44,Female,NHW,added_sugar,CED,MJ,-1145976.68623563,-1116096.47142251,-1220079.85053218
35-44,Female,NHW,added_sugar,Food_price,USD,-3279344.6678984,-3193838.98152626,-3491399.43273707
35-44,Female,NHW,added_sugar,FL,mrh-eq,-53730.1989367312,-52329.2368530655,-57204.5957611324
35-44,Female,NHW,oil,CED,MJ,-213275.212357808,-265343.418471415,-411161.207927619
35-44,Female,NHW,oil,Food_price,USD,-73797.7199779569,-91814.4170523454,-142270.446494904
35-44,Female,NHW,oil,FL,mrh-eq,-10195.7315582004,-12684.8790141211,-19655.7736683549
35-44,Female,NHW,sat_fat,CED,MJ,-3438986.10035445,-3243548.88359698,-4037164.91761835
35-44,Female,NHW,sat_fat,Food_price,USD,-171566.873921182,-161816.746602121,-201409.294544301
35-44,Female,NHW,sat_fat,FL,mrh-eq,-91196.91786772,-86014.2066601671,-107059.751527502
35-44,Female,NHB,added_sugar,CED,MJ,-560958.229315661,-591207.114095109,-609735.357157721
35-44,Female,NHB,added_sugar,Food_price,USD,-1309622.54899045,-1380242.10588207,-1423498.45482194
35-44,Female,NHB,added_sugar,FL,mrh-eq,-23431.380100522,-24694.8843684758,-25468.814196236
35-44,Female,NHB,oil,CED,MJ,-78462.7486887801,-94766.7786539348,-34788.4473879225
35-44,Female,NHB,oil,Food_price,USD,0,0,0
35-44,Female,NHB,oil,FL,mrh-eq,-3921.7732658935,-4736.69129912847,-1738.81753071195
35-44,Female,NHB,sat_fat,CED,MJ,-848830.416635995,-899953.391439974,-867927.211971522
35-44,Female,NHB,sat_fat,Food_price,USD,-50313.6597989107,-53343.9281679326,-51445.6051733108
35-44,Female,NHB,sat_fat,FL,mrh-eq,-22475.5492943662,-23829.1965220835,-22981.1991350364
35-44,Female,HIS,added_sugar,CED,MJ,-437292.44288574,-414694.854753251,-527262.504143718
35-44,Female,HIS,added_sugar,Food_price,USD,-1219421.57487624,-1156406.56751165,-1470309.59175327
35-44,Female,HIS,added_sugar,FL,mrh-eq,-21848.6836840549,-20719.6279156288,-26343.9075129612
35-44,Female,HIS,oil,CED,MJ,24108.4789827737,-1245.40594966392,-36245.8206449111
35-44,Female,HIS,oil,Food_price,USD,8176.88357236607,-422.404891574054,-12293.5111588779
35-44,Female,HIS,oil,FL,mrh-eq,1226.81848897292,-63.3755056225782,-1844.45658919199
35-44,Female,HIS,sat_fat,CED,MJ,-1074114.13981547,-1084124.30953885,-1123897.81034981
35-44,Female,HIS,sat_fat,Food_price,USD,-52468.8345043599,-52957.8160000018,-54900.6907414773
35-44,Female,HIS,sat_fat,FL,mrh-eq,-28745.6931308144,-29013.5876276742,-30078.0153329518
35-44,Female,OTH,added_sugar,CED,MJ,-270166.126451655,-313072.645289661,-283011.671490113
35-44,Female,OTH,added_sugar,Food_price,USD,-659354.995989319,-764070.668260733,-690705.241146084
35-44,Female,OTH,added_sugar,FL,mrh-eq,-13672.1585196637,-15843.5067000771,-14322.2264254517
35-44,Female,OTH,oil,CED,MJ,-4563.30203555319,-11326.9380600375,-7537.62412023057
35-44,Female,OTH,oil,Food_price,USD,-1499.00765122136,-3720.80714461153,-2476.04829577901
35-44,Female,OTH,oil,FL,mrh-eq,-260.313918573283,-646.146060215314,-429.984352598711
35-44,Female,OTH,sat_fat,CED,MJ,-669686.986366507,-562283.516516261,-441262.121616483
35-44,Female,OTH,sat_fat,Food_price,USD,-34261.3292227757,-28766.5447710529,-22575.0643659199
35-44,Female,OTH,sat_fat,FL,mrh-eq,-18005.9101508661,-15118.1472595675,-11864.2384823924
35-44,Male,NHW,added_sugar,CED,MJ,-1535104.10346737,-1568729.41804921,-1580287.2259181
35-44,Male,NHW,added_sugar,Food_price,USD,-4614305.55802815,-4715378.49217962,-4750119.62600084
35-44,Male,NHW,added_sugar,FL,mrh-eq,-65893.327084681,-67336.6714461881,-67832.7826952994
35-44,Male,NHW,oil,CED,MJ,134119.121603473,100499.541601769,44647.1710039822
35-44,Male,NHW,oil,Food_price,USD,0,0,0
35-44,Male,NHW,oil,FL,mrh-eq,6392.47172011235,4790.07370382988,2128.00214178099
35-44,Male,NHW,sat_fat,CED,MJ,-3701482.99098584,-3660488.51007383,-3973915.32301548
35-44,Male,NHW,sat_fat,Food_price,USD,-170895.540508388,-169002.846690699,-183473.599288489
35-44,Male,NHW,sat_fat,FL,mrh-eq,-102866.522785846,-101727.260572539,-110437.58734526
35-44,Male,NHB,added_sugar,CED,MJ,-434516.702783732,-460186.817983891,-511720.654395537
35-44,Male,NHB,added_sugar,Food_price,USD,-1134385.10005095,-1201401.61751299,-1335940.09623962
35-44,Male,NHB,added_sugar,FL,mrh-eq,-16616.2902107041,-17597.9373629894,-19568.6353269594
35-44,Male,NHB,oil,CED,MJ,56176.3158465464,41345.4037526623,47221.9300118199
35-44,Male,NHB,oil,Food_price,USD,0,0,0
35-44,Male,NHB,oil,FL,mrh-eq,2860.72094294141,2105.47204150414,2404.72808006742
35-44,Male,NHB,sat_fat,CED,MJ,-923021.592802897,-822455.401137024,-885120.87449313
35-44,Male,NHB,sat_fat,Food_price,USD,-46064.9702500884,-41046.0425636996,-44173.4701215868
35-44,Male,NHB,sat_fat,FL,mrh-eq,-25265.6800280547,-22512.9023681581,-24228.2314687635
35-44,Male,HIS,added_sugar,CED,MJ,-552643.808942664,-525344.413476935,-522303.246316837
35-44,Male,HIS,added_sugar,Food_price,USD,-1331981.16219292,-1266184.20597771,-1258854.39009489
35-44,Male,HIS,added_sugar,FL,mrh-eq,-23329.6104786205,-22177.1787455377,-22048.7972381411
35-44,Male,HIS,oil,CED,MJ,107803.011002466,139442.019977788,26581.4529594093
35-44,Male,HIS,oil,Food_price,USD,38317.8881387363,49563.7707487232,9448.20679489581
35-44,Male,HIS,oil,FL,mrh-eq,5504.5571012993,7120.08462612138,1357.28236428594
35-44,Male,HIS,sat_fat,CED,MJ,-1333218.95782586,-1296063.61231938,-1245786.92710215
35-44,Male,HIS,sat_fat,Food_price,USD,-47066.7800074174,-45755.0806329164,-43980.1571151168
35-44,Male,HIS,sat_fat,FL,mrh-eq,-37227.3394563975,-36189.8544644011,-34785.9836175775
35-44,Male,OTH,added_sugar,CED,MJ,-117065.129231301,-104322.814783489,-114628.337243066
35-44,Male,OTH,added_sugar,Food_price,USD,-344320.927455282,-306842.25590375,-337153.64815602
35-44,Male,OTH,added_sugar,FL,mrh-eq,-6066.18948947741,-5405.89641601906,-5939.91754116843
35-44,Male,OTH,oil,CED,MJ,28036.2155438914,12276.7936163298,63843.6222902323
35-44,Male,OTH,oil,Food_price,USD,3799.0001926193,1663.54625288741,8651.02256752166
35-44,Male,OTH,oil,FL,mrh-eq,1544.55967782185,676.348074262655,3517.24663127961
35-44,Male,OTH,sat_fat,CED,MJ,-430556.10991456,-476845.440533319,-473993.447657345
35-44,Male,OTH,sat_fat,Food_price,USD,-20431.8532413297,-22628.4933262412,-22493.1532426949
35-44,Male,OTH,sat_fat,FL,mrh-eq,-11725.9453745654,-12986.6083863352,-12908.9360181996
45-54,Female,NHW,added_sugar,CED,MJ,-1142498.42973765,-1870881.11350902,-1224246.218948
45-54,Female,NHW,added_sugar,Food_price,USD,-2676917.48659992,-4383545.95310195,-2868455.68107981
45-54,Female,NHW,added_sugar,FL,mrh-eq,-50545.648608709,-82770.2663659779,-54162.279424485
45-54,Female,NHW,oil,CED,MJ,-72608.8971191147,-7203.1119759148,-103071.176187162
45-54,Female,NHW,oil,Food_price,USD,-24177.1451147164,-2398.47581259291,-34320.4053868696
45-54,Female,NHW,oil,FL,mrh-eq,-4055.14032752749,-402.287199174917,-5756.43068199449
45-54,Female,NHW,sat_fat,CED,MJ,-3653402.71857172,-4489856.77760921,-4062195.88734974
45-54,Female,NHW,sat_fat,Food_price,USD,-181574.139804412,-223145.912191722,-201891.163055494
45-54,Female,NHW,sat_fat,FL,mrh-eq,-98266.2472117786,-120764.506417872,-109261.632521322
45-54,Female,NHB,added_sugar,CED,MJ,-420585.4541371,-405793.095205269,-374061.134385409
45-54,Female,NHB,added_sugar,Food_price,USD,-994041.30216872,-959079.998609345,-884082.446165561
45-54,Female,NHB,added_sugar,FL,mrh-eq,-17826.5922054099,-17199.6153381884,-15854.6503141976
45-54,Female,NHB,oil,CED,MJ,-37216.3833169999,-50926.9438743861,-48581.2313132603
45-54,Female,NHB,oil,Food_price,USD,0,0,0
45-54,Female,NHB,oil,FL,mrh-eq,-1796.76586041091,-2458.69657320413,-2345.44816289333
45-54,Female,NHB,sat_fat,CED,MJ,-516575.772810165,-546371.286375738,-529455.33288055
45-54,Female,NHB,sat_fat,Food_price,USD,-34328.896307924,-36308.9487019216,-35184.8038154377
