Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-26988502.1728461,-28391454.3598734,-27853966.7812827
added_sugar,Food_price,USD,-71257729.2319585,-74287603.8502821,-73252130.5810978
added_sugar,FL,mrh-eq,-1213001.43877931,-1278832.06232353,-1250260.35725742
oil,CED,MJ,-792666.603295031,-246072.45603021,-715008.910404364
oil,Food_price,USD,-272890.219961677,-90421.512363032,-259787.325448554
oil,FL,mrh-eq,-40518.5220705412,-12057.2685771025,-35393.8389513794
sat_fat,CED,MJ,-73232948.2165045,-74398478.5981369,-73299870.6142937
sat_fat,Food_price,USD,-3466300.11747877,-3527926.07772352,-3469829.82951465
sat_fat,FL,mrh-eq,-1981812.68396593,-2012772.11992177,-1983808.92982284
