age_gp,sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,Female,added_sugar,CED,MJ,-0.1544641119787744,-0.15334369413507432,-0.14610900001084076,-0.15119833403664154,0.004773813441690831,0,0,0,0,0,-0.1544641119787744,-0.15334369413507432,-0.14610900001084076,-0.15119833403664154,0.004773813441690831,-6.113649033612045,-6.062091321294888,-5.777757884557593,-5.9804156285158925,0.1904102413499826,-0.10230828675205791,-0.10156336151253459,-0.09677069657345315,-0.10014310196882999,0.0031634295302393326,-0.05215582522671651,-0.051780332622539754,-0.04933830343738762,-0.05105523206781156,0.0016103847128592465,0.2694592524583706,0.27669394658260416,0.27781436442630425,0.2745485864841713,0.004773813441690846,0.1233502524475298,0.1233502524475298,0.1233502524475298,0.1233502524475298,0,0.178477193996737,0.18326985893581846,0.18401478417534173,0.18184959939211384,0.003163429530239316,0.08170649742328383,0.08170649742328383,0.08170649742328383,0.08170649742328383,0,0.0909820584616336,0.09342408764678573,0.09379958025096248,0.09269898709205752,0.0016103847128592424,0.041643755024245985,0.041643755024245985,0.041643755024245985,0.041643755024245985,0,-0.10230828675205791,-0.10156336151253459,-0.09677069657345315,-0.10014310196882999,0.0031634295302393326,-0.05215582522671651,-0.051780332622539754,-0.04933830343738762,-0.05105523206781156,0.0016103847128592465,0,0,0,0,0,0,0,0,0,0,0.0909820584616336,0.09342408764678573,0.09379958025096248,0.09269898709205752,0.0016103847128592424,0.041643755024245985,0.041643755024245985,0.041643755024245985,0.041643755024245985,0
20-34,Female,added_sugar,FL,mrh-eq,-0.006820101005065329,-0.006755816596562053,-0.006427461357758057,-0.0066631601648775894,2.2168478560105292e-4,0,0,0,0,0,-0.006820101005065329,-0.006755816596562053,-0.006427461357758057,-0.0066631601648775894,2.2168478560105292e-4,-6.113649033612045,-6.062091321294888,-5.777757884557593,-5.9804156285158925,0.1904102413499826,-0.004517460793682316,-0.004474762667898916,-0.004257235124582955,-0.004413419012624334,1.4690325137322946e-4,-0.0023026402113830126,-0.0022810539286631367,-0.002170226233175101,-0.002249741152253256,7.478156224893144e-5,0.01190297393307986,0.012231329171883862,0.012295613580387136,0.012138672740199396,2.2168478560105525e-4,0.005475512575321808,0.005475512575321808,0.005475512575321808,0.0054755125753218085,0,0.007884327648271726,0.008101855191587687,0.008144553317371088,0.008040511536313103,1.469032513732296e-4,0.003627092523688771,0.003627092523688771,0.003627092523688771,0.003627092523688771,0,0.00401864628480814,0.004129473980296174,0.004151060263016051,0.004098161203886294,7.478156224893127e-5,0.0018484200516330372,0.0018484200516330372,0.0018484200516330372,0.0018484200516330372,0,-0.004517460793682316,-0.004474762667898916,-0.004257235124582955,-0.004413419012624334,1.4690325137322946e-4,-0.0023026402113830126,-0.0022810539286631367,-0.002170226233175101,-0.002249741152253256,7.478156224893144e-5,0,0,0,0,0,0,0,0,0,0,0.00401864628480814,0.004129473980296174,0.004151060263016051,0.004098161203886294,7.478156224893127e-5,0.0018484200516330372,0.0018484200516330372,0.0018484200516330372,0.0018484200516330372,0
20-34,Female,added_sugar,Food_price,USD,-0.442072298124955,-0.43704473322615567,-0.4144857109628099,-0.43089334467719204,0.015465719907329445,0,0,0,0,0,-0.442072298124955,-0.43704473322615567,-0.4144857109628099,-0.43089334467719204,0.015465719907329445,-6.113649033612045,-6.062091321294888,-5.777757884557593,-5.9804156285158925,0.1904102413499826,-0.29281311700479995,-0.28947482454065854,-0.2745300797447041,-0.2854023851259873,0.010248609076595512,-0.14925918112015504,-0.1475699086854971,-0.13995563121810572,-0.14549095955120467,0.005217112680932594,0.7689953453576553,0.7915543676210011,0.7965819325198004,0.7854029790720375,0.01546571990732934,0.35450963439484545,0.35450963439484545,0.35450963439484545,0.35450963439484545,0,0.5093620494201128,0.5243067942160672,0.5276450866802086,0.5202343548013959,0.010248609076595491,0.23483196967540867,0.23483196967540867,0.23483196967540867,0.23483196967540867,0,0.2596332959375425,0.2672475734049338,0.2689368458395918,0.2651686242706414,0.005217112680932588,0.11967766471943672,0.11967766471943672,0.11967766471943672,0.11967766471943671,0,-0.29281311700479995,-0.28947482454065854,-0.2745300797447041,-0.2854023851259873,0.010248609076595512,-0.14925918112015504,-0.1475699086854971,-0.13995563121810572,-0.14549095955120467,0.005217112680932594,0,0,0,0,0,0,0,0,0,0,0.2596332959375425,0.2672475734049338,0.2689368458395918,0.2651686242706414,0.005217112680932588,0.11967766471943672,0.11967766471943672,0.11967766471943672,0.11967766471943671,0
20-34,Female,oil,CED,MJ,-0.014911802533403254,-0.0126074598351986,-0.011359517864544413,-0.012978126757146132,0.0018969811659941336,0,0,0,0,0,-0.014911802533403254,-0.0126074598351986,-0.011359517864544413,-0.012978126757146132,0.0018969811659941336,-1.5975699788447717,-1.3508019843162773,-1.217072367161717,-1.3904645728685348,0.20318629295402918,-0.012443976321121451,-0.010520567987555733,-0.009480920462429192,-0.010830659499288778,0.0015824561373864493,-0.0024678262122818043,-0.0020868918476428643,-0.0018785974021152192,-0.0021474672578573537,3.1452617397389636e-4,0.1513783977167723,0.15262633968742648,0.15493068238563118,0.15299700660937401,0.0018969811659941425,0.14001887985222788,0.14001887985222788,0.14001887985222788,0.14001887985222788,0,0.12630057394358338,0.1273402214687099,0.12926362980227563,0.12765031298044294,0.0015824561373864422,0.11681965348115417,0.11681965348115417,0.11681965348115417,0.11681965348115415,0,0.025077823773188943,0.02528611821871659,0.025667052583355526,0.025346693628931077,3.1452617397389543e-4,0.023199226371073727,0.023199226371073727,0.023199226371073727,0.023199226371073727,0,-0.012443976321121451,-0.010520567987555733,-0.009480920462429192,-0.010830659499288778,0.0015824561373864493,-0.0024678262122818043,-0.0020868918476428643,-0.0018785974021152192,-0.0021474672578573537,3.1452617397389636e-4,0,0,0,0,0,0,0,0,0,0,0.025077823773188943,0.02528611821871659,0.025667052583355526,0.025346693628931077,3.1452617397389543e-4,0.023199226371073727,0.023199226371073727,0.023199226371073727,0.023199226371073727,0
20-34,Female,oil,FL,mrh-eq,-7.793902665430768e-4,-6.599372179634023e-4,-5.909738575631672e-4,-6.776528980263636e-4,1.0034632464114115e-4,0,0,0,0,0,-7.793902665430768e-4,-6.599372179634023e-4,-5.909738575631672e-4,-6.776528980263636e-4,1.0034632464114115e-4,-1.5975699788447717,-1.3508019843162773,-1.217072367161717,-1.3904645728685348,0.20318629295402918,-6.503991286540215e-4,-5.506937440071001e-4,-4.932365237768503e-4,-5.655176613462832e-4,8.370746698354156e-5,-1.2899113788905522e-4,-1.0924347395630237e-4,-9.773733378631687e-5,-1.1213523668008038e-4,1.663891556649435e-5,0.007928361432893579,0.007997324793293813,0.008116777841873484,0.008015040473356773,1.0034632464113958e-4,0.00733738757533041,0.00733738757533041,0.00733738757533041,0.00733738757533041,0,0.006614876035405088,0.006672333255635338,0.006772038640282258,0.00668715717297452,8.370746698354067e-5,0.006121639511628238,0.006121639511628238,0.006121639511628238,0.006121639511628238,0,0.0013134853974884888,0.0013249915376584746,0.0013447392015912274,0.0013278833003822525,1.6638915566494353e-5,0.001215748063702172,0.001215748063702172,0.001215748063702172,0.001215748063702172,0,-6.503991286540215e-4,-5.506937440071001e-4,-4.932365237768503e-4,-5.655176613462832e-4,8.370746698354156e-5,-1.2899113788905522e-4,-1.0924347395630237e-4,-9.773733378631687e-5,-1.1213523668008038e-4,1.663891556649435e-5,0,0,0,0,0,0,0,0,0,0,0.0013134853974884888,0.0013249915376584746,0.0013447392015912274,0.0013278833003822525,1.6638915566494353e-5,0.001215748063702172,0.001215748063702172,0.001215748063702172,0.001215748063702172,0
20-34,Female,oil,Food_price,USD,-0.0035538701062321574,-0.003006293738287119,-0.0028964843653272202,-0.0031598961926678697,3.7068327752630973e-4,0,0,0,0,0,-0.0035538701062321574,-0.003006293738287119,-0.0028964843653272202,-0.0031598961926678697,3.7068327752630973e-4,-1.5975699788447717,-1.3508019843162773,-1.217072367161717,-1.3904645728685348,0.20318629295402918,-0.0029665385847583913,-0.002509698315585467,-0.0024177368492839094,-0.0026377259657157713,3.0939230571115406e-4,-5.87331521473766e-4,-4.965954227016526e-4,-4.787475160433106e-4,-5.221702269520987e-4,6.129123614678136e-5,0.032932768431327676,0.03304257780428758,0.03359015417223261,0.03319618025866833,3.706832775263081e-4,0.03003628406600045,0.03003628406600045,0.03003628406600045,0.03003628406600045,0,0.027483045139046567,0.02757500660534813,0.028031846874521052,0.02770303425547843,3.09392305711154e-4,0.02506530828976266,0.02506530828976266,0.02506530828976266,0.025065308289762656,0,0.005449723292281105,0.005467571198939447,0.00555830729771156,0.005493146003189893,6.129123614678131e-5,0.004970975776237794,0.004970975776237794,0.004970975776237794,0.004970975776237794,0,-0.0029665385847583913,-0.002509698315585467,-0.0024177368492839094,-0.0026377259657157713,3.0939230571115406e-4,-5.87331521473766e-4,-4.965954227016526e-4,-4.787475160433106e-4,-5.221702269520987e-4,6.129123614678136e-5,0,0,0,0,0,0,0,0,0,0,0.005449723292281105,0.005467571198939447,0.00555830729771156,0.005493146003189893,6.129123614678131e-5,0.004970975776237794,0.004970975776237794,0.004970975776237794,0.004970975776237794,0
20-34,Female,sat_fat,CED,MJ,-0.35676372949051743,-0.33995159309809647,-0.3303436171288964,-0.3424793686851915,0.014076584287683836,0,0,0,0,0,-0.35676372949051743,-0.33995159309809647,-0.3303436171288964,-0.3424793686851915,0.014076584287683836,-7.002490014711336,-6.666267581034531,-6.484002768461824,-6.720287798965795,0.27686912393440183,-0.2774862058230435,-0.26441650366831176,-0.2569638161882796,-0.26638738601031164,0.010935284672128022,-0.07927752366747388,-0.07553508942978479,-0.07337980094061676,-0.07609198267487989,0.0031413077790713403,0.6984585147246339,0.7080664906938342,0.7248786270862551,0.7105942662809291,0.014076584287683937,0.36811489759573773,0.36811489759573773,0.36811489759573773,0.36811489759573773,0,0.5430876604957833,0.5505403479758154,0.5636100501305473,0.5525112303178153,0.010935284672128082,0.2861238443075037,0.2861238443075037,0.2861238443075037,0.2861238443075037,0,0.15537085422885075,0.15752614271801882,0.16126857695570793,0.1580830359631139,0.003141307779071373,0.08199105328823401,0.08199105328823401,0.08199105328823401,0.08199105328823401,0,-0.2774862058230435,-0.26441650366831176,-0.2569638161882796,-0.26638738601031164,0.010935284672128022,-0.07927752366747388,-0.07553508942978479,-0.07337980094061676,-0.07609198267487989,0.0031413077790713403,0,0,0,0,0,0,0,0,0,0,0.15537085422885075,0.15752614271801882,0.16126857695570793,0.1580830359631139,0.003141307779071373,0.08199105328823401,0.08199105328823401,0.08199105328823401,0.08199105328823401,0
20-34,Female,sat_fat,FL,mrh-eq,-0.009404874640778937,-0.00896423414810001,-0.008708988723614941,-0.009029285049220662,3.7056306641310887e-4,0,0,0,0,0,-0.009404874640778937,-0.00896423414810001,-0.008708988723614941,-0.009029285049220662,3.7056306641310887e-4,-7.002490014711336,-6.666267581034531,-6.484002768461824,-6.720287798965795,0.27686912393440183,-0.0073139586755301585,-0.0069714353410499485,-0.0067735197598084215,-0.0070221749035898375,2.8781567713588726e-4,-0.002090915965248779,-0.0019927988070500614,-0.0019354689638065206,-0.002007110145630825,8.274766448203766e-5,0.018430830716988603,0.018686076141473672,0.0191267166341526,0.018751127042594323,3.7056306641310887e-4,0.009721841993373668,0.009721841993373668,0.009721841993373668,0.009721841993373668,0,0.014328848056721659,0.014526763637963187,0.014869286972443396,0.014577503200503076,2.8781567713588753e-4,0.007555328296913237,0.007555328296913237,0.007555328296913237,0.007555328296913237,0,0.004101982660266948,0.00415931250351049,0.0042574296617092075,0.004173623842091253,8.274766448203814e-5,0.002166513696460429,0.002166513696460429,0.002166513696460429,0.002166513696460429,0,-0.0073139586755301585,-0.0069714353410499485,-0.0067735197598084215,-0.0070221749035898375,2.8781567713588726e-4,-0.002090915965248779,-0.0019927988070500614,-0.0019354689638065206,-0.002007110145630825,8.274766448203766e-5,0,0,0,0,0,0,0,0,0,0,0.004101982660266948,0.00415931250351049,0.0042574296617092075,0.004173623842091253,8.274766448203814e-5,0.002166513696460429,0.002166513696460429,0.002166513696460429,0.002166513696460429,0
20-34,Female,sat_fat,Food_price,USD,-0.01671541515039882,-0.015955587464624194,-0.015555260940212163,-0.016081728222997037,6.20302435638124e-4,0,0,0,0,0,-0.01671541515039882,-0.015955587464624194,-0.015555260940212163,-0.016081728222997037,6.20302435638124e-4,-7.002490014711336,-6.666267581034531,-6.484002768461824,-6.720287798965795,0.27686912393440183,-0.012999060210057218,-0.012408480451254332,-0.012098210629719497,-0.012506834815208034,4.817216316392809e-4,-0.003716354940341603,-0.0035471070133698598,-0.0034570503104926695,-0.0035748934077890013,1.3858136376144705e-4,0.03294203429073641,0.03334236081514843,0.034102188500923065,0.03346850157352128,6.203024356381251e-4,0.017386773350524243,0.017386773350524243,0.017386773350524243,0.017386773350524243,0,0.025610540878996543,0.025920810700531375,0.026511390459334264,0.02601916506448508,4.8172163163928125e-4,0.013512330249277048,0.013512330249277048,0.013512330249277048,0.013512330249277048,0,0.007331493411739863,0.007421550114617056,0.007590798041588797,0.007449336509036196,1.3858136376144702e-4,0.003874443101247195,0.003874443101247195,0.003874443101247195,0.003874443101247195,0,-0.012999060210057218,-0.012408480451254332,-0.012098210629719497,-0.012506834815208034,4.817216316392809e-4,-0.003716354940341603,-0.0035471070133698598,-0.0034570503104926695,-0.0035748934077890013,1.3858136376144705e-4,0,0,0,0,0,0,0,0,0,0,0.007331493411739863,0.007421550114617056,0.007590798041588797,0.007449336509036196,1.3858136376144702e-4,0.003874443101247195,0.003874443101247195,0.003874443101247195,0.003874443101247195,0
20-34,Male,added_sugar,CED,MJ,-0.14515487985184886,-0.14361490381963615,-0.13228609223627943,-0.14018022467888389,0.0073974265292033785,0,0,0,0,0,-0.14515487985184886,-0.14361490381963615,-0.13228609223627943,-0.14018022467888389,0.0073974265292033785,-5.527408540341861,-5.4690034059439325,-5.037785954117121,-5.3381920664952025,0.2814977510166196,-0.09607847880627295,-0.09505707536357805,-0.08755527648620483,-0.0927832524040418,0.004899078044271558,-0.04907640104557591,-0.04855782845605808,-0.04473081575007462,-0.047396972274842075,0.002498348682435604,0.2814155070612105,0.2927443186445672,0.29428429467677986,0.2893096395038149,0.00739742652920336,0.149129414824931,0.149129414824931,0.149129414824931,0.149129414824931,0,0.18626946708889253,0.19377126596626576,0.19479266940896062,0.19149744300672947,0.004899078044271551,0.0987141906026877,0.0987141906026877,0.0987141906026877,0.0987141906026877,0,0.09514603997231795,0.0989730526783014,0.09949162526781925,0.09781219649708539,0.002498348682435599,0.05041522422224333,0.05041522422224333,0.05041522422224333,0.050415224222243336,0,-0.09607847880627295,-0.09505707536357805,-0.08755527648620483,-0.0927832524040418,0.004899078044271558,-0.04907640104557591,-0.04855782845605808,-0.04473081575007462,-0.047396972274842075,0.002498348682435604,0,0,0,0,0,0,0,0,0,0,0.09514603997231795,0.0989730526783014,0.09949162526781925,0.09781219649708539,0.002498348682435599,0.05041522422224333,0.05041522422224333,0.05041522422224333,0.050415224222243336,0
