age_gp,race_gp,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,HIS,CED,MJ,-0.4883919967598712,-0.4870354820171366,-0.46583839441187214,-0.4800738775039682,0.013313616312954375,0,0,0,0,0,-0.4883919967598712,-0.4870354820171366,-0.46583839441187214,-0.4800738775039682,0.013313616312954375,-11.725422435149394,-11.626302668849362,-11.471917018687492,-11.606911130652227,0.13447662181211126,-0.3571032438630828,-0.3562708261748296,-0.34040132320219985,-0.3509946558996097,0.009907123616397987,-0.13128875289678849,-0.13076465584230693,-0.12543707120967232,-0.12907922160435847,0.0034082083932805442,1.1710791876472872,1.1922762752525515,1.1936327899952863,1.1853146707393833,0.01331361631295436,0.7052407932354149,0.7052407932354149,0.7052407932354149,0.7052407932354149,0,0.8767938485776399,0.8926633515502697,0.8934957692385229,0.8873871812750499,0.009907123616398054,0.53639252537544,0.53639252537544,0.53639252537544,0.53639252537544,0,0.29428533906964705,0.29961292370228165,0.30013702075676324,0.29792748946433323,0.0034082083932805377,0.16884826785997478,0.16884826785997478,0.16884826785997478,0.16884826785997478,0,-0.3571032438630828,-0.3562708261748296,-0.34040132320219985,-0.3509946558996097,0.009907123616397987,-0.13128875289678849,-0.13076465584230693,-0.12543707120967232,-0.12907922160435847,0.0034082083932805442,0,0,0,0,0,0,0,0,0,0,0.29428533906964705,0.29961292370228165,0.30013702075676324,0.29792748946433323,0.0034082083932805377,0.16884826785997478,0.16884826785997478,0.16884826785997478,0.16884826785997478,0
20-34,HIS,FL,mrh-eq,-0.015071499764286563,-0.015050528106083374,-0.014620155688145738,-0.014906878716702864,2.6815318716894585e-4,0,0,0,0,0,-0.015071499764286563,-0.015050528106083374,-0.014620155688145738,-0.014906878716702864,2.6815318716894585e-4,-11.725422435149394,-11.626302668849362,-11.471917018687492,-11.606911130652227,0.13447662181211126,-0.010862755615365286,-0.010860001686913829,-0.010548665179665575,-0.010751727097862323,1.9005311337396837e-4,-0.0042087441489212785,-0.004190526419169544,-0.004071490508480164,-0.004155151618840545,7.846636572095347e-5,0.03937756264714079,0.039807935065078424,0.03982890672328162,0.039664285675697915,2.6815318716894547e-4,0.024757406958995056,0.024757406958995056,0.024757406958995056,0.024757406958995056,0,0.029504948956913836,0.02981628546416209,0.029819039392613544,0.029708010875110585,1.900531133739674e-4,0.018956283777248263,0.018956283777248263,0.018956283777248263,0.018956283777248263,0,0.009872613690226958,0.00999164960091634,0.010009867330668073,0.009956274800587339,7.846636572095466e-5,0.005801123181746795,0.005801123181746795,0.005801123181746795,0.005801123181746794,0,-0.010862755615365286,-0.010860001686913829,-0.010548665179665575,-0.010751727097862323,1.9005311337396837e-4,-0.0042087441489212785,-0.004190526419169544,-0.004071490508480164,-0.004155151618840545,7.846636572095347e-5,0,0,0,0,0,0,0,0,0,0,0.009872613690226958,0.00999164960091634,0.010009867330668073,0.009956274800587339,7.846636572095466e-5,0.005801123181746795,0.005801123181746795,0.005801123181746795,0.005801123181746794,0
20-34,HIS,Food_price,USD,-0.376919169179334,-0.3767418073681404,-0.37646902103668345,-0.3767083250803287,2.386879127090166e-4,0,0,0,0,0,-0.376919169179334,-0.3767418073681404,-0.37646902103668345,-0.3767083250803287,2.386879127090166e-4,-11.725422435149394,-11.626302668849362,-11.471917018687492,-11.606911130652227,0.13447662181211126,-0.25129467129385724,-0.25101049275723486,-0.25088572297309947,-0.2510664256528443,2.2061931998579358e-4,-0.12572569267798822,-0.1256188759525594,-0.12557767613066667,-0.12564189942748435,8.041459563075161e-5,0.7305863014673267,0.7308590877987836,0.7310364496099772,0.7308256055109719,2.386879127090166e-4,0.3541172804306432,0.3541172804306432,0.3541172804306432,0.3541172804306432,0,0.49012692550425113,0.4902516952883864,0.49053587382500885,0.490307628183996,2.2061931998580063e-4,0.23924120253115155,0.23924120253115155,0.23924120253115155,0.23924120253115155,0,0.2404537540301583,0.240494953852051,0.2406017705774798,0.24051797732697597,8.041459563072868e-5,0.11487607789949161,0.11487607789949161,0.11487607789949161,0.11487607789949161,0,-0.25129467129385724,-0.25101049275723486,-0.25088572297309947,-0.2510664256528443,2.2061931998579358e-4,-0.12572569267798822,-0.1256188759525594,-0.12557767613066667,-0.12564189942748435,8.041459563075161e-5,0,0,0,0,0,0,0,0,0,0,0.2404537540301583,0.240494953852051,0.2406017705774798,0.24051797732697597,8.041459563072868e-5,0.11487607789949161,0.11487607789949161,0.11487607789949161,0.11487607789949161,0
20-34,NHB,CED,MJ,-0.6165249011901047,-0.6090096800827584,-0.5708779761348624,-0.5982670545246708,0.025763134280444362,0,0,0,0,0,-0.6165249011901047,-0.6090096800827584,-0.5708779761348624,-0.5982670545246708,0.025763134280444362,-17.851035267629992,-17.79933535869485,-16.126743965090277,-17.23060150442487,1.0325644546524215,-0.4532047474757963,-0.4464765023277993,-0.4174339626429999,-0.43864692529734234,0.020010557885801132,-0.1633201537143084,-0.16253317775495899,-0.15344401349186237,-0.15962012922732838,0.005777825344940088,1.3254137111459234,1.3635454150938195,1.371060636201166,1.3528027895357317,0.02576313428044432,0.754535735011061,0.754535735011061,0.754535735011061,0.754535735011061,0,0.9941389171820972,1.0231814568668964,1.0299097020148935,1.0153518798364394,0.02001055788580109,0.5767049545390971,0.5767049545390971,0.5767049545390971,0.5767049545390971,0,0.3312747939638265,0.34036395822692306,0.34115093418627246,0.3374509096992924,0.005777825344940088,0.17783078047196405,0.17783078047196405,0.17783078047196405,0.17783078047196402,0,-0.4532047474757963,-0.4464765023277993,-0.4174339626429999,-0.43864692529734234,0.020010557885801132,-0.1633201537143084,-0.16253317775495899,-0.15344401349186237,-0.15962012922732838,0.005777825344940088,0,0,0,0,0,0,0,0,0,0,0.3312747939638265,0.34036395822692306,0.34115093418627246,0.3374509096992924,0.005777825344940088,0.17783078047196405,0.17783078047196405,0.17783078047196405,0.17783078047196402,0
20-34,NHB,FL,mrh-eq,-0.01935670701340777,-0.01925788882478802,-0.017944222975473934,-0.018831626487702285,8.300223222836896e-4,0,0,0,0,0,-0.01935670701340777,-0.01925788882478802,-0.017944222975473934,-0.018831626487702285,8.300223222836896e-4,-17.851035267629992,-17.79933535869485,-16.126743965090277,-17.23060150442487,1.0325644546524215,-0.01407616464554972,-0.01396617963399894,-0.012959292034792876,-0.013651476971663754,6.479349637432153e-4,-0.0052911214632663925,-0.005279954640335362,-0.00498434321315837,-0.005180149516038533,1.8314161479943486e-4,0.04420005830587668,0.045513724155190755,0.04561254234381052,0.04508746181810503,8.30022322283688e-4,0.026255835330402738,0.026255835330402738,0.026255835330402738,0.026255835330402738,0,0.033147592537028384,0.03415448013623445,0.034264465147785236,0.03383977747389926,6.479349637432175e-4,0.020188300502235506,0.020188300502235506,0.020188300502235506,0.020188300502235506,0,0.011051878041325604,0.011347489468502597,0.011358656291433627,0.011247684344205769,1.8314161479943586e-4,0.006067534828167234,0.006067534828167234,0.006067534828167234,0.006067534828167233,0,-0.01407616464554972,-0.01396617963399894,-0.012959292034792876,-0.013651476971663754,6.479349637432153e-4,-0.0052911214632663925,-0.005279954640335362,-0.00498434321315837,-0.005180149516038533,1.8314161479943486e-4,0,0,0,0,0,0,0,0,0,0,0.011051878041325604,0.011347489468502597,0.011358656291433627,0.011247684344205769,1.8314161479943586e-4,0.006067534828167234,0.006067534828167234,0.006067534828167234,0.006067534828167233,0
20-34,NHB,Food_price,USD,-0.5852821941531525,-0.5674225414847173,-0.5649491376906179,-0.5728212253002738,0.011678346124909613,0,0,0,0,0,-0.5852821941531525,-0.5674225414847173,-0.5649491376906179,-0.5728212253002738,0.011678346124909613,-17.851035267629992,-17.79933535869485,-16.126743965090277,-17.23060150442487,1.0325644546524215,-0.3902760483473279,-0.3783909971321901,-0.37652866503101284,-0.3819077406809482,0.007850322684961905,-0.1950061458058247,-0.18903154435252711,-0.18842047265960518,-0.19091348461932559,0.0038301993354045148,1.0009136163477663,1.0033870201418655,1.021246672810301,1.0087857039574222,0.011678346124909639,0.43596447865714844,0.43596447865714844,0.43596447865714844,0.43596447865714844,0,0.6729298572603809,0.6747921893615582,0.686677240576696,0.6783089329103161,0.007850322684961988,0.296401192229368,0.296401192229368,0.296401192229368,0.296401192229368,0,0.3279837590873856,0.32859483078030766,0.33456943223360514,0.3304767710471061,0.003830199335404497,0.13956328642778046,0.13956328642778046,0.13956328642778046,0.13956328642778046,0,-0.3902760483473279,-0.3783909971321901,-0.37652866503101284,-0.3819077406809482,0.007850322684961905,-0.1950061458058247,-0.18903154435252711,-0.18842047265960518,-0.19091348461932559,0.0038301993354045148,0,0,0,0,0,0,0,0,0,0,0.3279837590873856,0.32859483078030766,0.33456943223360514,0.3304767710471061,0.003830199335404497,0.13956328642778046,0.13956328642778046,0.13956328642778046,0.13956328642778046,0
20-34,NHW,CED,MJ,-0.5166685773518246,-0.49442373504387693,-0.4847520879133646,-0.498835382474556,0.01722715579235255,0,0,0,0,0,-0.5166685773518246,-0.49442373504387693,-0.4847520879133646,-0.498835382474556,0.01722715579235255,-12.620608451063685,-12.368686799922704,-11.986420157632475,-12.322951715308932,0.3361250854442994,-0.3840461406344448,-0.36751853997189915,-0.3610399046507892,-0.3710444927232801,0.01248763889954178,-0.13262243671737972,-0.12690519507197773,-0.12371218326257541,-0.12779088975127587,0.004751921282737345,1.143150217443667,1.1528218645741792,1.175066706882127,1.1572335120048585,0.017227155792352525,0.6583981295303024,0.6583981295303024,0.6583981295303024,0.6583981295303024,0,0.863873519671112,0.870352154992222,0.8868797556547678,0.873878107743603,0.012487638899541827,0.5028336150203229,0.5028336150203229,0.5028336150203229,0.5028336150203229,0,0.27927669777255487,0.2824697095819572,0.2881869512273592,0.28335540426125533,0.004751921282737345,0.1555645145099795,0.1555645145099795,0.1555645145099795,0.1555645145099795,0,-0.3840461406344448,-0.36751853997189915,-0.3610399046507892,-0.3710444927232801,0.01248763889954178,-0.13262243671737972,-0.12690519507197773,-0.12371218326257541,-0.12779088975127587,0.004751921282737345,0,0,0,0,0,0,0,0,0,0,0.27927669777255487,0.2824697095819572,0.2881869512273592,0.28335540426125533,0.004751921282737345,0.1555645145099795,0.1555645145099795,0.1555645145099795,0.1555645145099795,0
20-34,NHW,FL,mrh-eq,-0.016108855339313107,-0.01550532414668749,-0.015099374853941758,-0.015574651129101487,5.346870364805206e-4,0,0,0,0,0,-0.016108855339313107,-0.01550532414668749,-0.015099374853941758,-0.015574651129101487,5.346870364805206e-4,-12.620608451063685,-12.368686799922704,-11.986420157632475,-12.322951715308932,0.3361250854442994,-0.011776687340841769,-0.01134503183425429,-0.011070841987899685,-0.011400282943107931,3.7456634463593e-4,-0.004332167998471339,-0.004160292312433201,-0.004028532866042073,-0.004174368185993556,1.6027221580701049e-4,0.0385321123926976,0.03893806168544333,0.03954159287806895,0.03900738866785733,5.346870364805197e-4,0.02343273753875584,0.02343273753875584,0.02343273753875584,0.02343273753875584,0,0.028997007152061376,0.029271196998415988,0.029702852505003468,0.029326448107269625,3.745663446359333e-4,0.017926165164161696,0.017926165164161696,0.017926165164161696,0.017926165164161696,0,0.009535105240636216,0.009666864687027344,0.00983874037306548,0.009680940560587699,1.6027221580700918e-4,0.005506572374594141,0.005506572374594141,0.005506572374594141,0.005506572374594141,0,-0.011776687340841769,-0.01134503183425429,-0.011070841987899685,-0.011400282943107931,3.7456634463593e-4,-0.004332167998471339,-0.004160292312433201,-0.004028532866042073,-0.004174368185993556,1.6027221580701049e-4,0,0,0,0,0,0,0,0,0,0,0.009535105240636216,0.009666864687027344,0.00983874037306548,0.009680940560587699,1.6027221580700918e-4,0.005506572374594141,0.005506572374594141,0.005506572374594141,0.005506572374594141,0
20-34,NHW,Food_price,USD,-0.4264268990493783,-0.40932184146522815,-0.3866368499195915,-0.40736396989979434,0.021010659239698103,0,0,0,0,0,-0.4264268990493783,-0.40932184146522815,-0.3866368499195915,-0.40736396989979434,0.021010659239698103,-12.620608451063685,-12.368686799922704,-11.986420157632475,-12.322951715308932,0.3361250854442994,-0.2841398991875794,-0.27280395326366497,-0.2577710823196856,-0.271506786589958,0.013923716336017035,-0.1422869998617988,-0.13651788820156327,-0.12886576759990587,-0.13585718330983632,0.007086942911423685,0.8326292129336675,0.8553142044793042,0.8724192620634541,0.8533563329138701,0.021010659239697995,0.445992363014076,0.445992363014076,0.445992363014076,0.445992363014076,0,0.5612299697307547,0.576262840674734,0.5875987865986485,0.574965674001027,0.013923716336017033,0.303458887411069,0.303458887411069,0.303458887411069,0.303458887411069,0,0.2713992432029127,0.2790513638045702,0.28482047546480577,0.27839065891284326,0.007086942911423755,0.14253347560300691,0.14253347560300691,0.14253347560300691,0.14253347560300691,0,-0.2841398991875794,-0.27280395326366497,-0.2577710823196856,-0.271506786589958,0.013923716336017035,-0.1422869998617988,-0.13651788820156327,-0.12886576759990587,-0.13585718330983632,0.007086942911423685,0,0,0,0,0,0,0,0,0,0,0.2713992432029127,0.2790513638045702,0.28482047546480577,0.27839065891284326,0.007086942911423755,0.14253347560300691,0.14253347560300691,0.14253347560300691,0.14253347560300691,0
20-34,OTH,CED,MJ,-0.4717512645834317,-0.41813851151323667,-0.38536589961954393,-0.42545084175060593,0.045904881105762005,0,0,0,0,0,-0.4717512645834317,-0.41813851151323667,-0.38536589961954393,-0.42545084175060593,0.045904881105762005,-12.480818441766154,-11.16399330091636,-9.544250146588341,-11.0577062786433,1.548300810495252,-0.347763797524545,-0.30849695428164003,-0.2853829105233117,-0.31416460322359674,0.03319691121417269,-0.12398746705888673,-0.10964155723159665,-0.09998298909623207,-0.1112862385270091,0.01271397127016191,1.0566025204845577,1.0893751323782506,1.1429878854484457,1.0966874626156198,0.04590488110576206,0.6712366208650139,0.6712366208650139,0.6712366208650139,0.6712366208650139,0,0.7961999484869312,0.8193139922452594,0.8585808354881644,0.8249816411872161,0.033196911214172724,0.5108170379636194,0.5108170379636194,0.5108170379636194,0.5108170379636194,0,0.2604025719976266,0.2700611401329912,0.28440704996028127,0.27170582142840366,0.012713971270161894,0.16041958290139452,0.16041958290139452,0.16041958290139452,0.16041958290139452,0,-0.347763797524545,-0.30849695428164003,-0.2853829105233117,-0.31416460322359674,0.03319691121417269,-0.12398746705888673,-0.10964155723159665,-0.09998298909623207,-0.1112862385270091,0.01271397127016191,0,0,0,0,0,0,0,0,0,0,0.2604025719976266,0.2700611401329912,0.28440704996028127,0.27170582142840366,0.012713971270161894,0.16041958290139452,0.16041958290139452,0.16041958290139452,0.16041958290139452,0
