sex_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
Female,added_sugar,CED,MJ,-0.11891449063798773,-0.1175553421102892,-0.11694854509442021,-0.11781932509689604,0.0010596632872661045,0,0,0,0,0,-0.11891449063798773,-0.1175553421102892,-0.11694854509442021,-0.11781932509689604,0.0010596632872661045,-4.739923143743838,-4.687049266488613,-4.660552100487634,-4.696304252893611,0.042536192203977544,-0.07881177371818851,-0.07790986092350584,-0.0775059581487998,-0.07808460128139239,7.037347200554553e-4,-0.04010271691979923,-0.039645481186783335,-0.03944258694562042,-0.03973472381550368,3.559291149855044e-4,0.20867001392231668,0.20927681093818568,0.2106359594658842,0.20954079392479252,0.0010596632872661104,0.09172146882789646,0.09172146882789646,0.09172146882789646,0.09172146882789646,0,0.13829932096665265,0.13870322374135877,0.13960513653604142,0.13887796409924527,7.037347200554907e-4,0.06079336281785291,0.06079336281785291,0.06079336281785291,0.06079336281785291,0,0.070370692955664,0.0705735871968269,0.07103082292984277,0.07066282982554724,3.5592911498547736e-4,0.030928106010043557,0.030928106010043557,0.030928106010043557,0.030928106010043557,0,-0.07881177371818851,-0.07790986092350584,-0.0775059581487998,-0.07808460128139239,7.037347200554553e-4,-0.04010271691979923,-0.039645481186783335,-0.03944258694562042,-0.03973472381550368,3.559291149855044e-4,0,0,0,0,0,0,0,0,0,0,0.070370692955664,0.0705735871968269,0.07103082292984277,0.07066282982554724,3.5592911498547736e-4,0.030928106010043557,0.030928106010043557,0.030928106010043557,0.030928106010043557,0
Female,added_sugar,FL,mrh-eq,-0.005524362832497563,-0.005463389623235587,-0.005418956026802149,-0.0054691929961578805,5.570445595320425e-5,0,0,0,0,0,-0.005524362832497563,-0.005463389623235587,-0.005418956026802149,-0.0054691929961578805,5.570445595320425e-5,-4.739923143743838,-4.687049266488613,-4.660552100487634,-4.696304252893611,0.042536192203977544,-0.003661544043290957,-0.003621072712216679,-0.003591543873869997,-0.003624912183349169,3.6991937560830694e-5,-0.001862818789206606,-0.001842316911018906,-0.0018274121529321522,-0.0018442808128087118,1.8712524704489865e-5,0.009697397213552995,0.009741830809986434,0.009802804019248412,0.009747634182908728,5.570445595320647e-5,0.004278441186750848,0.004278441186750848,0.004278441186750848,0.004278441186750848,0,0.006427470073790014,0.006456998912136697,0.006497470243210974,0.006460838383269187,3.699193756083088e-5,0.002835926199920019,0.002835926199920019,0.002835926199920019,0.002835926199920019,0,0.003269927139762982,0.0032848318978497366,0.003305333776037436,0.003286795799639542,1.8712524704489933e-5,0.0014425149868308304,0.0014425149868308304,0.0014425149868308304,0.0014425149868308304,0,-0.003661544043290957,-0.003621072712216679,-0.003591543873869997,-0.003624912183349169,3.6991937560830694e-5,-0.001862818789206606,-0.001842316911018906,-0.0018274121529321522,-0.0018442808128087118,1.8712524704489865e-5,0,0,0,0,0,0,0,0,0,0,0.003269927139762982,0.0032848318978497366,0.003305333776037436,0.003286795799639542,1.8712524704489933e-5,0.0014425149868308304,0.0014425149868308304,0.0014425149868308304,0.0014425149868308304,0
Female,added_sugar,Food_price,USD,-0.3201051694444154,-0.3182882853503203,-0.3127051763402282,-0.3169668029236547,0.004059394493188902,0,0,0,0,0,-0.3201051694444154,-0.3182882853503203,-0.3127051763402282,-0.3169668029236547,0.004059394493188902,-4.739923143743838,-4.687049266488613,-4.660552100487634,-4.696304252893611,0.042536192203977544,-0.212147784563383,-0.2109408181855915,-0.20723592298064125,-0.21006435193044806,0.0026943187903794063,-0.1079573848810324,-0.10734746716472875,-0.10546925335958696,-0.1069024509932066,0.0013650758833869806,0.5621475402000583,0.5677306492101502,0.5695475333042456,0.5664091667834849,0.004059394493188847,0.2494423638598301,0.2494423638598301,0.2494423638598301,0.2494423638598301,0,0.37256326574993165,0.3762681609548819,0.37747512733267335,0.3753916946997385,0.0026943187903793885,0.1653273427692903,0.1653273427692903,0.1653273427692903,0.1653273427692903,0,0.18958427445012668,0.1914624882552685,0.1920724059715721,0.1910174720837463,0.0013650758833869585,0.08411502109053973,0.08411502109053973,0.08411502109053973,0.08411502109053974,0,-0.212147784563383,-0.2109408181855915,-0.20723592298064125,-0.21006435193044806,0.0026943187903794063,-0.1079573848810324,-0.10734746716472875,-0.10546925335958696,-0.1069024509932066,0.0013650758833869806,0,0,0,0,0,0,0,0,0,0,0.18958427445012668,0.1914624882552685,0.1920724059715721,0.1910174720837463,0.0013650758833869585,0.08411502109053973,0.08411502109053973,0.08411502109053973,0.08411502109053974,0
Female,oil,CED,MJ,-0.010249323345668238,-0.009362530897118276,-0.00902799393659791,-0.009556304752567258,6.643488818311563e-4,0,0,0,0,0,-0.010249323345668238,-0.009362530897118276,-0.00902799393659791,-0.009556304752567258,6.643488818311563e-4,-1.1042851388453103,-1.0091577772493356,-0.9723396558769934,-1.0296171597839436,0.07166970441028127,-0.008549289129209287,-0.007809609116115997,-0.007528939986570697,-0.007970665566483714,5.548433692005691e-4,-0.0017000342164589471,-0.0015529217810022753,-0.0014990539500272142,-0.0015856391860835423,1.095081586869524e-4,0.1263205044389044,0.1266550413994248,0.12754183384797477,0.12684881525487376,6.643488818311723e-4,0.11729251050230653,0.11729251050230653,0.11729251050230653,0.11729251050230653,0,0.10537733943926116,0.10565800856880649,0.10639768858189975,0.10581906501917417,5.548433692005691e-4,0.09784839945269046,0.09784839945269046,0.09784839945269046,0.09784839945269046,0,0.02094316499964329,0.020997032830618344,0.021144145266075023,0.021029750235699612,1.0950815868695414e-4,0.019444111049616075,0.019444111049616075,0.019444111049616075,0.019444111049616075,0,-0.008549289129209287,-0.007809609116115997,-0.007528939986570697,-0.007970665566483714,5.548433692005691e-4,-0.0017000342164589471,-0.0015529217810022753,-0.0014990539500272142,-0.0015856391860835423,1.095081586869524e-4,0,0,0,0,0,0,0,0,0,0,0.02094316499964329,0.020997032830618344,0.021144145266075023,0.021029750235699612,1.0950815868695414e-4,0.019444111049616075,0.019444111049616075,0.019444111049616075,0.019444111049616075,0
Female,oil,FL,mrh-eq,-5.219471528811066e-4,-4.73727564734342e-4,-4.5934954179834887e-4,-4.856017981416302e-4,3.4513682802918155e-5,0,0,0,0,0,-5.219471528811066e-4,-4.73727564734342e-4,-4.5934954179834887e-4,-4.856017981416302e-4,3.4513682802918155e-5,-1.1042851388453103,-1.0091577772493356,-0.9723396558769934,-1.0296171597839436,0.07166970441028127,-4.353730374717652e-4,-3.951508844850346e-4,-3.8308091330170076e-4,-4.050288430125422e-4,2.8821006642896137e-5,-8.657411540934125e-5,-7.857668024930732e-5,-7.626862849664825e-5,-8.057295512908796e-5,5.6927994327283065e-6,0.0064878844487542475,0.006502262471690239,0.006550482059837002,0.006514136705097528,3.451368280291717e-5,0.006028534906955899,0.006028534906955899,0.006028534906955899,0.006028534906955899,0,0.005412191474194621,0.005424261445377955,0.005464483598364684,0.005434139403905462,2.8821006642894897e-5,0.00502911056089292,0.00502911056089292,0.00502911056089292,0.00502911056089292,0,0.0010756929745596268,0.001078001026312286,0.0010859984614723201,0.0010799973011920668,5.692799432728454e-6,9.99424346062979e-4,9.99424346062979e-4,9.99424346062979e-4,9.99424346062979e-4,0,-4.353730374717652e-4,-3.951508844850346e-4,-3.8308091330170076e-4,-4.050288430125422e-4,2.8821006642896137e-5,-8.657411540934125e-5,-7.857668024930732e-5,-7.626862849664825e-5,-8.057295512908796e-5,5.6927994327283065e-6,0,0,0,0,0,0,0,0,0,0,0.0010756929745596268,0.001078001026312286,0.0010859984614723201,0.0010799973011920668,5.692799432728454e-6,9.99424346062979e-4,9.99424346062979e-4,9.99424346062979e-4,9.99424346062979e-4,0
Female,oil,Food_price,USD,-0.0024950285149350432,-0.002316145289768245,-0.002118323848623787,-0.002309500301705908,1.9834911276407914e-4,0,0,0,0,0,-0.0024950285149350432,-0.002316145289768245,-0.002118323848623787,-0.002309500301705908,1.9834911276407914e-4,-1.1042851388453103,-1.0091577772493356,-0.9723396558769934,-1.0296171597839436,0.07166970441028127,-0.0020809513678002474,-0.0019319878860040315,-0.0017663854108429064,-0.0019261496427180984,1.6563821558060156e-4,-4.140771471347944e-4,-3.841574037642138e-4,-3.519384377808799e-4,-3.833506589878091e-4,3.271204570172953e-5,0.03312032059770468,0.033318142038849134,0.033497025264015934,0.03331149705078681,1.983491127640771e-4,0.031001996749080888,0.031001996749080888,0.031001996749080888,0.031001996749080888,0,0.02762910490835018,0.027794707383511304,0.02794367086530752,0.02778886914022537,1.6563821558060167e-4,0.025862719497507274,0.025862719497507274,0.025862719497507274,0.025862719497507274,0,0.005491215689354502,0.005523434655337838,0.005553354398708419,0.005522627910561433,3.271204570173024e-5,0.0051392772515736224,0.0051392772515736224,0.0051392772515736224,0.0051392772515736224,0,-0.0020809513678002474,-0.0019319878860040315,-0.0017663854108429064,-0.0019261496427180984,1.6563821558060156e-4,-4.140771471347944e-4,-3.841574037642138e-4,-3.519384377808799e-4,-3.833506589878091e-4,3.271204570172953e-5,0,0,0,0,0,0,0,0,0,0,0.005491215689354502,0.005523434655337838,0.005553354398708419,0.005522627910561433,3.271204570173024e-5,0.0051392772515736224,0.0051392772515736224,0.0051392772515736224,0.0051392772515736224,0
Female,sat_fat,CED,MJ,-0.29849945379943155,-0.2979800088385914,-0.297007425345883,-0.29782101286249724,7.972587642541116e-4,0,0,0,0,0,-0.29849945379943155,-0.2979800088385914,-0.297007425345883,-0.29782101286249724,7.972587642541116e-4,-5.764032850995253,-5.757106096924018,-5.733921590615706,-5.7514016224548685,0.01660017719742361,-0.23202250545650388,-0.23161892768169368,-0.23088520686377584,-0.23150308801744537,6.069266762919686e-4,-0.06647694834292775,-0.06636108115689773,-0.06612221848210709,-0.0663179248450519,1.9040407844030498e-4,0.6051660675664798,0.6061386510591883,0.6066580960200285,0.6059796550830941,7.972587642541417e-4,0.3081586422205968,0.3081586422205968,0.3081586422205968,0.3081586422205968,0,0.47030900566517725,0.47104272648309514,0.4714463042579053,0.4709268868188468,6.069266762919863e-4,0.23942379880140138,0.23942379880140138,0.23942379880140138,0.23942379880140138,0,0.13485706190130267,0.13509592457609332,0.13521179176212333,0.13505276826424747,1.9040407844031257e-4,0.06873484341919556,0.06873484341919556,0.06873484341919556,0.06873484341919556,0,-0.23202250545650388,-0.23161892768169368,-0.23088520686377584,-0.23150308801744537,6.069266762919686e-4,-0.06647694834292775,-0.06636108115689773,-0.06612221848210709,-0.0663179248450519,1.9040407844030498e-4,0,0,0,0,0,0,0,0,0,0,0.13485706190130267,0.13509592457609332,0.13521179176212333,0.13505276826424747,1.9040407844031257e-4,0.06873484341919556,0.06873484341919556,0.06873484341919556,0.06873484341919556,0
Female,sat_fat,FL,mrh-eq,-0.007938054522617234,-0.007921743340770396,-0.007898342096403364,-0.00791925559953524,2.101202086129711e-5,0,0,0,0,0,-0.007938054522617234,-0.007921743340770396,-0.007898342096403364,-0.00791925559953524,2.101202086129711e-5,-5.764032850995253,-5.757106096924018,-5.733921590615706,-5.7514016224548685,0.01660017719742361,-0.006169704458070669,-0.006157032345286862,-0.00613944422352405,-0.0061553074298556325,1.5996342289467346e-5,-0.001768350064546565,-0.0017647109954835325,-0.00175889787287931,-0.001763948169679606,5.018509513967821e-6,0.016093975833980104,0.016117377078347137,0.016133688260193974,0.01611488933711198,2.101202086129792e-5,0.008195633737576742,0.008195633737576742,0.008195633737576742,0.008195633737576742,0,0.012506478491454767,0.012524066613217578,0.012536738726001386,0.012522341697786349,1.599634228946771e-5,0.006367034267930713,0.006367034267930713,0.006367034267930713,0.006367034267930713,0,0.003587497342525337,0.0035933104651295596,0.0035969495341925924,0.0035925476393256334,5.018509513967805e-6,0.001828599469646027,0.001828599469646027,0.001828599469646027,0.001828599469646027,0,-0.006169704458070669,-0.006157032345286862,-0.00613944422352405,-0.0061553074298556325,1.5996342289467346e-5,-0.001768350064546565,-0.0017647109954835325,-0.00175889787287931,-0.001763948169679606,5.018509513967821e-6,0,0,0,0,0,0,0,0,0,0,0.003587497342525337,0.0035933104651295596,0.0035969495341925924,0.0035925476393256334,5.018509513967805e-6,0.001828599469646027,0.001828599469646027,0.001828599469646027,0.001828599469646027,0
Female,sat_fat,Food_price,USD,-0.014103345150370759,-0.014046862712902793,-0.014022184068532966,-0.014058021938551263,4.3795930772526046e-5,0,0,0,0,0,-0.014103345150370759,-0.014046862712902793,-0.014022184068532966,-0.014058021938551263,4.3795930772526046e-5,-5.764032850995253,-5.757106096924018,-5.733921590615706,-5.7514016224548685,0.01660017719742361,-0.010960073890399913,-0.010916224073778909,-0.010898138185440435,-0.010925264048614885,3.352466966548707e-5,-0.003143271259970844,-0.0031306386391238812,-0.0031240458830925307,-0.0031327578899363767,1.0283719014141281e-5,0.028681973571514852,0.02870665221588469,0.028763134653352646,0.028717811441533153,4.379593077252619e-5,0.014659789502981892,0.014659789502981892,0.014659789502981892,0.014659789502981892,0,0.022285436147382064,0.022303522035720537,0.02234737185234155,0.02231256201055652,3.3524669665492106e-5,0.011387297961941633,0.011387297961941633,0.011387297961941633,0.011387297961941633,0,0.006396537424132787,0.0064031301801641405,0.0064157628010111005,0.006405249430976634,1.0283719014141394e-5,0.003272491541040258,0.003272491541040258,0.003272491541040258,0.003272491541040258,0,-0.010960073890399913,-0.010916224073778909,-0.010898138185440435,-0.010925264048614885,3.352466966548707e-5,-0.003143271259970844,-0.0031306386391238812,-0.0031240458830925307,-0.0031327578899363767,1.0283719014141281e-5,0,0,0,0,0,0,0,0,0,0,0.006396537424132787,0.0064031301801641405,0.0064157628010111005,0.006405249430976634,1.0283719014141394e-5,0.003272491541040258,0.003272491541040258,0.003272491541040258,0.003272491541040258,0
Male,added_sugar,CED,MJ,-0.12360894466612578,-0.11869468973494778,-0.11638936810651822,-0.11961010492889461,0.00388159696788317,0,0,0,0,0,-0.12360894466612578,-0.11869468973494778,-0.11638936810651822,-0.11961010492889461,0.00388159696788317,-4.787737697993963,-4.5977916315946965,-4.503960826886572,-4.631516284819659,0.15218509446866282,-0.08189674986402169,-0.07864247137216382,-0.07711236983113579,-0.07924744574087604,0.0025720219052292725,-0.04171219480210404,-0.040052218362783935,-0.03927699827538242,-0.04036265918801852,0.001309576213533156,0.22813268334069856,0.23043800496912803,0.23535225990030606,0.2313534201630749,0.0038815969678831492,0.1117433152341803,0.1117433152341803,0.1117433152341803,0.1117433152341803,0,0.15115270565760533,0.15268280719863336,0.15593708569049125,0.1532877815673456,0.0025720219052292864,0.07404033582646956,0.07404033582646956,0.07404033582646956,0.07404033582646956,0,0.0769799776830932,0.07775519777049468,0.0794151742098148,0.07806563859572928,0.0013095762135331517,0.03770297940771075,0.03770297940771075,0.03770297940771075,0.03770297940771075,0,-0.08189674986402169,-0.07864247137216382,-0.07711236983113579,-0.07924744574087604,0.0025720219052292725,-0.04171219480210404,-0.040052218362783935,-0.03927699827538242,-0.04036265918801852,0.001309576213533156,0,0,0,0,0,0,0,0,0,0,0.0769799776830932,0.07775519777049468,0.0794151742098148,0.07806563859572928,0.0013095762135331517,0.03770297940771075,0.03770297940771075,0.03770297940771075,0.03770297940771075,0
