age_gp,Foodgroup,outcome,outcome_unit,impact_lower_bound (2.5th percentile),impact_median,impact_upper_bound  (97.5th percentile),impact_mean,impact_SD,substitution_impact_lower_bound (2.5th percentile),substitution_impact_median,substitution_impact_upper_bound  (97.5th percentile),substitution_impact_mean,substitution_impact_SD,combined_impact_lower_bound (2.5th percentile),combined_impact_median,combined_impact_upper_bound  (97.5th percentile),combined_impact_mean,combined_impact_SD,delta_lower_bound (2.5th percentile),delta_median,delta_upper_bound  (97.5th percentile),delta_mean,delta_SD,combined_consumed_impact_lower_bound (2.5th percentile),combined_consumed_impact_median,combined_consumed_impact_upper_bound  (97.5th percentile),combined_consumed_impact_mean,combined_consumed_impact_SD,combined_unconsumed_impact_lower_bound (2.5th percentile),combined_unconsumed_impact_median,combined_unconsumed_impact_upper_bound  (97.5th percentile),combined_unconsumed_impact_mean,combined_unconsumed_impact_SD,current_intake_impact_lower_bound (2.5th percentile),current_intake_impact_median,current_intake_impact_upper_bound  (97.5th percentile),current_intake_impact_mean,current_intake_impact_SD,CF_intake_impact_lower_bound (2.5th percentile),CF_intake_impact_median,CF_intake_impact_upper_bound  (97.5th percentile),CF_intake_impact_mean,CF_intake_impact_SD,current_intake_consumed_impact_lower_bound (2.5th percentile),current_intake_consumed_impact_median,current_intake_consumed_impact_upper_bound  (97.5th percentile),current_intake_consumed_impact_mean,current_intake_consumed_impact_SD,CF_intake_consumed_impact_lower_bound (2.5th percentile),CF_intake_consumed_impact_median,CF_intake_consumed_impact_upper_bound  (97.5th percentile),CF_intake_consumed_impact_mean,CF_intake_consumed_impact_SD,current_intake_unconsumed_impact_lower_bound (2.5th percentile),current_intake_unconsumed_impact_median,current_intake_unconsumed_impact_upper_bound  (97.5th percentile),current_intake_unconsumed_impact_mean,current_intake_unconsumed_impact_SD,CF_intake_unconsumed_impact_lower_bound (2.5th percentile),CF_intake_unconsumed_impact_median,CF_intake_unconsumed_impact_upper_bound  (97.5th percentile),CF_intake_unconsumed_impact_mean,CF_intake_unconsumed_impact_SD,combined_inedible_impact_lower_bound (2.5th percentile),combined_inedible_impact_median,combined_inedible_impact_upper_bound  (97.5th percentile),combined_inedible_impact_mean,combined_inedible_impact_SD,combined_wasted_impact_lower_bound (2.5th percentile),combined_wasted_impact_median,combined_wasted_impact_upper_bound  (97.5th percentile),combined_wasted_impact_mean,combined_wasted_impact_SD,current_intake_inedible_impact_lower_bound (2.5th percentile),current_intake_inedible_impact_median,current_intake_inedible_impact_upper_bound  (97.5th percentile),current_intake_inedible_impact_mean,current_intake_inedible_impact_SD,CF_intake_inedible_impact_lower_bound (2.5th percentile),CF_intake_inedible_impact_median,CF_intake_inedible_impact_upper_bound  (97.5th percentile),CF_intake_inedible_impact_mean,CF_intake_inedible_impact_SD,current_intake_wasted_impact_lower_bound (2.5th percentile),current_intake_wasted_impact_median,current_intake_wasted_impact_upper_bound  (97.5th percentile),current_intake_wasted_impact_mean,current_intake_wasted_impact_SD,CF_intake_wasted_impact_lower_bound (2.5th percentile),CF_intake_wasted_impact_median,CF_intake_wasted_impact_upper_bound  (97.5th percentile),CF_intake_wasted_impact_mean,CF_intake_wasted_impact_SD
20-34,added_sugar,CED,MJ,-0.149221482441786,-0.1489932242108363,-0.13913060707202252,-0.14561274740105945,0.006064429148754394,0,0,0,0,0,-0.149221482441786,-0.1489932242108363,-0.13913060707202252,-0.14561274740105945,0.006064429148754394,-5.792373949462882,-5.78818643480152,-5.403969996398778,-5.654842952787001,0.2347853924985574,-0.09880215304613518,-0.09865164499841336,-0.09211830704665634,-0.096412055558401,0.004017067806217628,-0.05041932939565086,-0.05034157921242294,-0.047012300025366174,-0.04920069184265843,0.0020473613911548344,0.2755495031657811,0.28541212030459484,0.2856403785355445,0.28203164349481796,0.006064429148754393,0.13641889609375854,0.13641889609375854,0.13641889609375854,0.13641889609375854,0,0.1824467867574978,0.18898012470925474,0.1891306327569766,0.18674053526924242,0.004017067806217604,0.0903284797108414,0.0903284797108414,0.0903284797108414,0.0903284797108414,0,0.09310271640828333,0.09643199559534005,0.09650974577856798,0.09529110822557556,0.0020473613911548205,0.04609041638291714,0.04609041638291714,0.04609041638291714,0.04609041638291714,0,-0.09880215304613518,-0.09865164499841336,-0.09211830704665634,-0.096412055558401,0.004017067806217628,-0.05041932939565086,-0.05034157921242294,-0.047012300025366174,-0.04920069184265843,0.0020473613911548344,0,0,0,0,0,0,0,0,0,0,0.09310271640828333,0.09643199559534005,0.09650974577856798,0.09529110822557556,0.0020473613911548205,0.04609041638291714,0.04609041638291714,0.04609041638291714,0.04609041638291714,0
20-34,added_sugar,FL,mrh-eq,-0.006273512481417655,-0.006271901812394364,-0.005844907245760741,-0.006122644304460914,2.5999126422637217e-4,0,0,0,0,0,-0.006273512481417655,-0.006271901812394364,-0.005844907245760741,-0.006122644304460914,2.5999126422637217e-4,-5.792373949462882,-5.78818643480152,-5.403969996398778,-5.654842952787001,0.2347853924985574,-0.0041540828929321535,-0.004153045548877274,-0.003870174720880445,-0.004054156607143256,1.7222718551303107e-4,-0.0021194295884855033,-0.002118856263517091,-0.001974732524880296,-0.002068487697317658,8.776408080330754e-5,0.01157673188593138,0.012003726452565006,0.012005337121588296,0.011854468944631555,2.599912642263737e-4,0.005731824640170641,0.005731824640170641,0.005731824640170641,0.005731824640170641,0,0.007665695136081202,0.007948565964078034,0.007949603308132913,0.007849677022344015,1.7222718551303208e-4,0.003795520415200759,0.003795520415200759,0.003795520415200759,0.003795520415200759,0,0.003911036749850179,0.0040551604884869735,0.004055733813455385,0.004004791922287541,8.776408080330728e-5,0.0019363042249698824,0.0019363042249698824,0.0019363042249698824,0.0019363042249698822,0,-0.0041540828929321535,-0.004153045548877274,-0.003870174720880445,-0.004054156607143256,1.7222718551303107e-4,-0.0021194295884855033,-0.002118856263517091,-0.001974732524880296,-0.002068487697317658,8.776408080330754e-5,0,0,0,0,0,0,0,0,0,0,0.003911036749850179,0.0040551604884869735,0.004055733813455385,0.004004791922287541,8.776408080330728e-5,0.0019363042249698824,0.0019363042249698824,0.0019363042249698824,0.0019363042249698822,0
20-34,added_sugar,Food_price,USD,-0.4078727330098779,-0.40724590262631327,-0.3795302229971478,-0.3977410432418919,0.017037515974825376,0,0,0,0,0,-0.4078727330098779,-0.40724590262631327,-0.3795302229971478,-0.3977410432418919,0.017037515974825376,-5.792373949462882,-5.78818643480152,-5.403969996398778,-5.654842952787001,0.2347853924985574,-0.27006921386635185,-0.26965155295450266,-0.2512940083357424,-0.26335685691699,0.011285616466025446,-0.13780351914352612,-0.13759434967181056,-0.1282362146614053,-0.1343841863249019,0.005751899727037547,0.7519640208143208,0.7796797004434861,0.7803065308270508,0.7701748410590649,0.0170375159748253,0.372433797817173,0.372433797817173,0.372433797817173,0.372433797817173,0,0.4979033498387502,0.5162608944575103,0.5166785553693595,0.5099661984199977,0.011285616466025395,0.2466093415030077,0.2466093415030077,0.2466093415030077,0.2466093415030077,0,0.2540606709755705,0.26341880598597583,0.26362797545769134,0.2602086426390671,0.0057518997270375695,0.12582445631416522,0.12582445631416522,0.12582445631416522,0.12582445631416522,0,-0.27006921386635185,-0.26965155295450266,-0.2512940083357424,-0.26335685691699,0.011285616466025446,-0.13780351914352612,-0.13759434967181056,-0.1282362146614053,-0.1343841863249019,0.005751899727037547,0,0,0,0,0,0,0,0,0,0,0.2540606709755705,0.26341880598597583,0.26362797545769134,0.2602086426390671,0.0057518997270375695,0.12582445631416522,0.12582445631416522,0.12582445631416522,0.12582445631416522,0
20-34,oil,CED,MJ,-0.0028169627285332534,-3.6346894582768574e-5,6.978175070785473e-4,-7.544000287193191e-4,0.0019516076139253354,0,0,0,0,0,-0.0028169627285332534,-3.6346894582768574e-5,6.978175070785473e-4,-7.544000287193191e-4,0.0019516076139253354,-0.299856819357424,-7.404298220107435e-4,0.07869729491080914,-0.07782066308607861,0.21012425819843206,-0.002343529518093854,-2.1075372949102703e-5,5.928123215055819e-4,-6.205723731912315e-4,0.0016303195341163502,-4.7343321043939897e-4,-1.5271521633666397e-5,1.0500518557296619e-4,-1.3382765552808748e-4,3.2128826480012164e-4,0.14897998238071072,0.14971414678237205,0.15249476261632255,0.1504321999165086,0.0019516076139253606,0.1496777998877893,0.1496777998877893,0.1496777998877893,0.1496777998877893,0,0.12441365639980659,0.1250275440942613,0.12734999823940601,0.12562704109450343,0.0016303195341163365,0.12500646872131219,0.12500646872131219,0.12500646872131219,0.12500646872131219,0,0.024566325980904136,0.024686602688110765,0.025144764376916495,0.024805158822005183,3.212882648001191e-4,0.0246713311664771,0.0246713311664771,0.0246713311664771,0.0246713311664771,0,-0.002343529518093854,-2.1075372949102703e-5,5.928123215055819e-4,-6.205723731912315e-4,0.0016303195341163502,-4.7343321043939897e-4,-1.5271521633666397e-5,1.0500518557296619e-4,-1.3382765552808748e-4,3.2128826480012164e-4,0,0,0,0,0,0,0,0,0,0,0.024566325980904136,0.024686602688110765,0.025144764376916495,0.024805158822005183,3.212882648001191e-4,0.0246713311664771,0.0246713311664771,0.0246713311664771,0.0246713311664771,0
20-34,oil,FL,mrh-eq,-1.49714060179302e-4,-2.2911512969734705e-6,3.157254252021622e-5,-4.213648991632044e-5,1.0146216006174943e-4,0,0,0,0,0,-1.49714060179302e-4,-2.2911512969734705e-6,3.157254252021622e-5,-4.213648991632044e-5,1.0146216006174943e-4,-0.299856819357424,-7.404298220107435e-4,0.07869729491080914,-0.07782066308607861,0.21012425819843206,-1.2455764694593123e-4,-1.4283756622640648e-6,2.6897220042656856e-5,-3.469282323375398e-5,8.475888735073028e-5,-2.515641323337071e-5,-8.627756347094353e-7,4.6753224775593095e-6,-7.443666682566465e-6,1.670328653227601e-5,0.00773196571179047,0.007765829405607659,0.007913252314489987,0.007805674744227008,1.0146216006174917e-4,0.007763538254310686,0.007763538254310686,0.007763538254310686,0.007763538254310687,0,0.006456965096617361,0.006485290692322281,0.0066084199636059476,0.006518555139893772,8.475888735072929e-5,0.006483862316660017,0.006483862316660017,0.006483862316660017,0.006483862316660017,0,0.001275000615173109,0.0012805387132853775,0.0013048323508840392,0.0012871196043332345,1.670328653227609e-5,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0,-1.2455764694593123e-4,-1.4283756622640648e-6,2.6897220042656856e-5,-3.469282323375398e-5,8.475888735073028e-5,-2.515641323337071e-5,-8.627756347094353e-7,4.6753224775593095e-6,-7.443666682566465e-6,1.670328653227601e-5,0,0,0,0,0,0,0,0,0,0,0.001275000615173109,0.0012805387132853775,0.0013048323508840392,0.0012871196043332345,1.670328653227609e-5,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0.0012796759376506683,0
20-34,oil,Food_price,USD,-9.357838037833558e-4,-6.17115532612751e-4,-5.116522173265899e-4,-6.91924289063433e-4,2.3243842920373667e-4,0,0,0,0,0,-9.357838037833558e-4,-6.17115532612751e-4,-5.116522173265899e-4,-6.91924289063433e-4,2.3243842920373667e-4,-0.299856819357424,-7.404298220107435e-4,0.07869729491080914,-0.07782066308607861,0.21012425819843206,-7.801512392155167e-4,-5.141251843723884e-4,-4.260483971812578e-4,-5.765635238994052e-4,1.9405580535666116e-4,-1.55632564567839e-4,-1.0299034824036253e-4,-8.560382014533236e-5,-1.153607651640279e-4,3.838262761189638e-5,0.03042113806161085,0.030526601376897007,0.030845269648067615,0.03060141013334769,2.3243842920373797e-4,0.029909485844284257,0.029909485844284257,0.029909485844284257,0.029909485844284257,0,0.025407114724322617,0.02549519151151375,0.025761217566356874,0.025557629851040764,1.9405580535665983e-4,0.02498106632714136,0.02498106632714136,0.02498106632714136,0.024981066327141355,0,0.00501402333728823,0.0050314098653832596,0.005084052081710736,0.0050437802823069255,3.838262761189602e-5,0.004928419517142897,0.004928419517142897,0.004928419517142897,0.004928419517142897,0,-7.801512392155167e-4,-5.141251843723884e-4,-4.260483971812578e-4,-5.765635238994052e-4,1.9405580535666116e-4,-1.55632564567839e-4,-1.0299034824036253e-4,-8.560382014533236e-5,-1.153607651640279e-4,3.838262761189638e-5,0,0,0,0,0,0,0,0,0,0,0.00501402333728823,0.0050314098653832596,0.005084052081710736,0.0050437802823069255,3.838262761189602e-5,0.004928419517142897,0.004928419517142897,0.004928419517142897,0.004928419517142897,0
20-34,sat_fat,CED,MJ,-0.36347882211665794,-0.34898364855552366,-0.3469075270633742,-0.353341210684992,0.009503152577559893,0,0,0,0,0,-0.36347882211665794,-0.34898364855552366,-0.3469075270633742,-0.353341210684992,0.009503152577559893,-7.142521617577934,-6.861864124529872,-6.813449290632186,-6.943352776863338,0.18702176729383277,-0.28019422164925273,-0.26894942319278975,-0.26741312922676413,-0.272355915996452,0.007345352548428461,-0.08328460046740517,-0.08003422536273391,-0.07949439783661012,-0.08098529468854003,0.0021581937345919624,0.7425447313624589,0.7446208528546082,0.7591160264157425,0.7489784149840766,0.009503152577559905,0.3956372042990846,0.3956372042990846,0.3956372042990846,0.3956372042990846,0,0.5721432219098556,0.5736795158758812,0.5849243143323442,0.5770860086795434,0.007345352548428461,0.30473009268309137,0.30473009268309137,0.30473009268309137,0.30473009268309137,0,0.17040150945260335,0.1709413369787271,0.17419171208339837,0.17189240630453326,0.0021581937345919477,0.09090711161599319,0.09090711161599319,0.09090711161599319,0.09090711161599319,0,-0.28019422164925273,-0.26894942319278975,-0.26741312922676413,-0.272355915996452,0.007345352548428461,-0.08328460046740517,-0.08003422536273391,-0.07949439783661012,-0.08098529468854003,0.0021581937345919624,0,0,0,0,0,0,0,0,0,0,0.17040150945260335,0.1709413369787271,0.17419171208339837,0.17189240630453326,0.0021581937345919477,0.09090711161599319,0.09090711161599319,0.09090711161599319,0.09090711161599319,0
20-34,sat_fat,FL,mrh-eq,-0.009748808297146694,-0.009364407872122438,-0.0093068607629691,-0.009479093246112234,2.5292124457034463e-4,0,0,0,0,0,-0.009748808297146694,-0.009364407872122438,-0.0093068607629691,-0.009479093246112234,2.5292124457034463e-4,-7.142521617577934,-6.861864124529872,-6.813449290632186,-6.943352776863338,0.18702176729383277,-0.007513438345148329,-0.0072153154312406785,-0.007172633092842103,-0.007304943703349126,1.9544549759815022e-4,-0.002235369951998364,-0.0021490924408817604,-0.0021342276701269967,-0.0021741495427631077,5.748584717423664e-5,0.019936691767380405,0.019994238876533746,0.020378639301558,0.020108924250523543,2.529212445703436e-4,0.010629831004411307,0.010629831004411307,0.010629831004411307,0.010629831004411306,0,0.015358336717899847,0.015401019056298421,0.015699141970206075,0.01549064732840687,1.954454975981519e-4,0.008185703625057744,0.008185703625057744,0.008185703625057744,0.008185703625057744,0,0.00457835504948056,0.004593219820235325,0.004679497331351928,0.004618276922116672,5.74858471742363e-5,0.0024441273793535646,0.0024441273793535646,0.0024441273793535646,0.0024441273793535646,0,-0.007513438345148329,-0.0072153154312406785,-0.007172633092842103,-0.007304943703349126,1.9544549759815022e-4,-0.002235369951998364,-0.0021490924408817604,-0.0021342276701269967,-0.0021741495427631077,5.748584717423664e-5,0,0,0,0,0,0,0,0,0,0,0.00457835504948056,0.004593219820235325,0.004679497331351928,0.004618276922116672,5.74858471742363e-5,0.0024441273793535646,0.0024441273793535646,0.0024441273793535646,0.0024441273793535646,0
20-34,sat_fat,Food_price,USD,-0.017265907798211726,-0.016643526812159457,-0.01650452777827011,-0.016813134514672763,4.267981585501556e-4,0,0,0,0,0,-0.017265907798211726,-0.016643526812159457,-0.01650452777827011,-0.016813134514672763,4.267981585501556e-4,-7.142521617577934,-6.861864124529872,-6.813449290632186,-6.943352776863338,0.18702176729383277,-0.013305894157730454,-0.012823045783510968,-0.012718858386523322,-0.01295590928429407,3.29696287912092e-4,-0.00396001364048127,-0.0038204810286484887,-0.0037856693917467845,-0.0038572252303786907,9.712118149890085e-5,0.035446843600650195,0.035585842634539545,0.036208223620591826,0.03575545033705285,4.2679815855015954e-4,0.01894231582238009,0.01894231582238009,0.01894231582238009,0.01894231582238009,0,0.027304663481556093,0.02740885087854374,0.027891699252763223,0.027541714379326843,3.29696287912091e-4,0.01458580509503277,0.01458580509503277,0.01458580509503277,0.014585805095032772,0,0.008142180119094103,0.008176991755995807,0.008316524367828588,0.008213735957726011,9.712118149890052e-5,0.00435651072734732,0.00435651072734732,0.00435651072734732,0.00435651072734732,0,-0.013305894157730454,-0.012823045783510968,-0.012718858386523322,-0.01295590928429407,3.29696287912092e-4,-0.00396001364048127,-0.0038204810286484887,-0.0037856693917467845,-0.0038572252303786907,9.712118149890085e-5,0,0,0,0,0,0,0,0,0,0,0.008142180119094103,0.008176991755995807,0.008316524367828588,0.008213735957726011,9.712118149890052e-5,0.00435651072734732,0.00435651072734732,0.00435651072734732,0.00435651072734732,0
35-44,added_sugar,CED,MJ,-0.13495626045134365,-0.1341921563728043,-0.13292485751789085,-0.13401559680214672,0.0010800379006162314,0,0,0,0,0,-0.13495626045134365,-0.1341921563728043,-0.13292485751789085,-0.13401559680214672,0.0010800379006162314,-5.313895652812165,-5.291571064462193,-5.239931516005114,-5.281285113547418,0.03993467367218104,-0.08938736537327402,-0.08889559834320909,-0.08805432805290475,-0.08877296562031807,7.095911989074656e-4,-0.045568895078069625,-0.045296558029595216,-0.044870529464986104,-0.04524263118182865,3.7051593271241986e-4,0.2421736607409523,0.24344095959586573,0.24420506367440512,0.2432644000252082,0.0010800379006162143,0.10924880322306144,0.10924880322306144,0.10924880322306144,0.10924880322306145,0,0.16043786986482572,0.16127914015513,0.16177090718519502,0.16115650743223905,7.095911989074658e-4,0.07238354181192098,0.07238354181192098,0.07238354181192098,0.07238354181192098,0,0.08173579087612656,0.08216181944073568,0.08243415648921008,0.08210789259296912,3.7051593271242354e-4,0.03686526141114047,0.03686526141114047,0.03686526141114047,0.03686526141114047,0,-0.08938736537327402,-0.08889559834320909,-0.08805432805290475,-0.08877296562031807,7.095911989074656e-4,-0.045568895078069625,-0.045296558029595216,-0.044870529464986104,-0.04524263118182865,3.7051593271241986e-4,0,0,0,0,0,0,0,0,0,0,0.08173579087612656,0.08216181944073568,0.08243415648921008,0.08210789259296912,3.7051593271242354e-4,0.03686526141114047,0.03686526141114047,0.03686526141114047,0.03686526141114047,0
