outcome,outcome_unit,X1,X2,X3
CED,MJ,1.46749276202527,1.46749276202527,1.46749276202527
Food_price,USD,0.784525631922484,0.784525631922484,0.784525631922484
FL,mrh-eq,0.05198851930345,0.05198851930345,0.05198851930345
