age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-1.18020512746795,-1.17148869801254,-1.22005953872266
20-34,Female,Food_price,USD,-0.765490478903775,-0.755897155243146,-0.777541442995632
20-34,Female,FL,mrh-eq,-0.037636362826998,-0.0375040543235499,-0.0387138767619012
20-34,Male,CED,MJ,-1.02878825191825,-0.988200363517693,-1.0131547690754
20-34,Male,Food_price,USD,-0.595773675462434,-0.537579184579008,-0.583385423817532
20-34,Male,FL,mrh-eq,-0.03110889516015,-0.0293993342367861,-0.0305316268403052
35-44,Female,CED,MJ,-1.23339213129312,-1.22564892394477,-1.20883819690467
35-44,Female,Food_price,USD,-0.725068107655955,-0.671879611838901,-0.692634980754845
35-44,Female,FL,mrh-eq,-0.0410670813625666,-0.040044564750935,-0.0397242398236399
35-44,Male,CED,MJ,-1.14346975454136,-1.18900028889629,-1.05168998678128
35-44,Male,Food_price,USD,-0.668724245650945,-0.702481225055502,-0.626258494518262
35-44,Male,FL,mrh-eq,-0.0360324759771306,-0.0375326356730101,-0.033217243634437
45-54,Female,CED,MJ,-1.28018554223413,-1.24130540369824,-1.13201978553437
45-54,Female,Food_price,USD,-0.76772828437074,-0.783684860958175,-0.653656065404432
45-54,Female,FL,mrh-eq,-0.0420084343435068,-0.0410492173936455,-0.0365120235229067
45-54,Male,CED,MJ,-1.05144095320144,-1.1415097045728,-1.08422258769789
45-54,Male,Food_price,USD,-0.591567356772605,-0.611185783652757,-0.573511831274896
45-54,Male,FL,mrh-eq,-0.0343487502154104,-0.0370311398552831,-0.0348756761002682
55-64,Female,CED,MJ,-1.27582780699944,-1.30864691619904,-1.27265802239876
55-64,Female,Food_price,USD,-0.697974203640511,-0.74591615487537,-0.729380379613527
55-64,Female,FL,mrh-eq,-0.0416518187131047,-0.0435502389542466,-0.0422372143764451
55-64,Male,CED,MJ,-1.07272853150186,-1.19415051666402,-1.09994293607755
55-64,Male,Food_price,USD,-0.565596190552051,-0.610590043162767,-0.509195590586498
55-64,Male,FL,mrh-eq,-0.0356356121913711,-0.039871310872678,-0.0358229159551912
65-74,Female,CED,MJ,-1.30641315397793,-1.27893269548291,-1.2940133721566
65-74,Female,Food_price,USD,-0.633243338381534,-0.648076870516482,-0.628546904149117
65-74,Female,FL,mrh-eq,-0.0425769407704781,-0.0423758216515068,-0.0420702416790401
65-74,Male,CED,MJ,-1.17112869116457,-1.17891338929952,-1.18093401622555
65-74,Male,Food_price,USD,-0.526277227268474,-0.567953519460777,-0.556845212341396
65-74,Male,FL,mrh-eq,-0.0378433446435012,-0.0389775697932639,-0.038946336328276
75+,Female,CED,MJ,-1.36206346306082,-1.30071118528835,-1.36101564903481
75+,Female,Food_price,USD,-0.73022751507665,-0.71305286627331,-0.729687651492331
75+,Female,FL,mrh-eq,-0.0464790941720386,-0.0444980060319259,-0.0465220699624298
75+,Male,CED,MJ,-1.35057299664299,-1.27187641592795,-1.27397526551764
75+,Male,Food_price,USD,-0.603064085494606,-0.548689701162498,-0.589181811180581
75+,Male,FL,mrh-eq,-0.043599813692693,-0.040870519071628,-0.0414755664821261
