age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,0.0918698000415862,0.0918698000415862,0.0918698000415862
20-34,Female,added_sugar,Food_price,USD,0.179512666266106,0.179512666266106,0.179512666266106
20-34,Female,added_sugar,FL,mrh-eq,0.00408468698027062,0.00408468698027062,0.00408468698027062
20-34,Female,oil,CED,MJ,0.0501807698120757,0.0501807698120757,0.0501807698120757
20-34,Female,oil,Food_price,USD,0.0357119582163186,0.0357119582163186,0.0357119582163186
20-34,Female,oil,FL,mrh-eq,0.00263351797214103,0.00263351797214103,0.00263351797214103
20-34,Female,sat_fat,CED,MJ,0.1946798240671,0.1946798240671,0.1946798240671
20-34,Female,sat_fat,Food_price,USD,0.0243136079918245,0.0243136079918245,0.0243136079918245
20-34,Female,sat_fat,FL,mrh-eq,0.00514230132308193,0.00514230132308193,0.00514230132308193
20-34,Male,added_sugar,CED,MJ,0.0957736446968237,0.0957736446968237,0.0957736446968237
20-34,Male,added_sugar,Food_price,USD,0.181288774631167,0.181288774631167,0.181288774631167
20-34,Male,added_sugar,FL,mrh-eq,0.00383783022032549,0.00383783022032549,0.00383783022032549
20-34,Male,oil,CED,MJ,0.0493363972464039,0.0493363972464039,0.0493363972464039
20-34,Male,oil,Food_price,USD,0.0311963755100641,0.0311963755100641,0.0311963755100641
20-34,Male,oil,FL,mrh-eq,0.00253824514069447,0.00253824514069447,0.00253824514069447
20-34,Male,sat_fat,CED,MJ,0.208893001187233,0.208893001187233,0.208893001187233
20-34,Male,sat_fat,Food_price,USD,0.0238341017774909,0.0238341017774909,0.0238341017774909
20-34,Male,sat_fat,FL,mrh-eq,0.00569361292917035,0.00569361292917035,0.00569361292917035
35-44,Female,added_sugar,CED,MJ,0.0910281617016286,0.0910281617016286,0.0910281617016286
35-44,Female,added_sugar,Food_price,USD,0.153061273890851,0.153061273890851,0.153061273890851
35-44,Female,added_sugar,FL,mrh-eq,0.00430758480365639,0.00430758480365639,0.00430758480365639
35-44,Female,oil,CED,MJ,0.0499799489606513,0.0499799489606513,0.0499799489606513
35-44,Female,oil,Food_price,USD,0.0260621280213532,0.0260621280213532,0.0260621280213532
35-44,Female,oil,FL,mrh-eq,0.00249874526136271,0.00249874526136271,0.00249874526136271
35-44,Female,sat_fat,CED,MJ,0.197208716334242,0.197208716334242,0.197208716334242
35-44,Female,sat_fat,Food_price,USD,0.0229406314206672,0.0229406314206672,0.0229406314206672
35-44,Female,sat_fat,FL,mrh-eq,0.00524907622180517,0.00524907622180517,0.00524907622180517
35-44,Male,added_sugar,CED,MJ,0.0930275818349613,0.0930275818349613,0.0930275818349613
35-44,Male,added_sugar,Food_price,USD,0.169140219560497,0.169140219560497,0.169140219560497
35-44,Male,added_sugar,FL,mrh-eq,0.00401627693753377,0.00401627693753377,0.00401627693753377
35-44,Male,oil,CED,MJ,0.0492699965659826,0.0492699965659826,0.0492699965659826
35-44,Male,oil,Food_price,USD,0.0305830593695297,0.0305830593695297,0.0305830593695297
35-44,Male,oil,FL,mrh-eq,0.00244719558883921,0.00244719558883921,0.00244719558883921
35-44,Male,sat_fat,CED,MJ,0.219133048798255,0.219133048798255,0.219133048798255
35-44,Male,sat_fat,Food_price,USD,0.0229409633996173,0.0229409633996173,0.0229409633996173
35-44,Male,sat_fat,FL,mrh-eq,0.0060733885044415,0.0060733885044415,0.0060733885044415
45-54,Female,added_sugar,CED,MJ,0.0913657237078287,0.0913657237078287,0.0913657237078287
45-54,Female,added_sugar,Food_price,USD,0.14721485994053,0.14721485994053,0.14721485994053
45-54,Female,added_sugar,FL,mrh-eq,0.00411581360848558,0.00411581360848558,0.00411581360848558
45-54,Female,oil,CED,MJ,0.0499166892555345,0.0499166892555345,0.0499166892555345
45-54,Female,oil,Food_price,USD,0.0376380877561785,0.0376380877561785,0.0376380877561785
45-54,Female,oil,FL,mrh-eq,0.00269277990764955,0.00269277990764955,0.00269277990764955
45-54,Female,sat_fat,CED,MJ,0.196912832680355,0.196912832680355,0.196912832680355
45-54,Female,sat_fat,Food_price,USD,0.0231675114454158,0.0231675114454158,0.0231675114454158
45-54,Female,sat_fat,FL,mrh-eq,0.00524508010843993,0.00524508010843993,0.00524508010843993
45-54,Male,added_sugar,CED,MJ,0.0921201843800269,0.0921201843800269,0.0921201843800269
45-54,Male,added_sugar,Food_price,USD,0.151267034516392,0.151267034516392,0.151267034516392
45-54,Male,added_sugar,FL,mrh-eq,0.00421156497816787,0.00421156497816787,0.00421156497816787
45-54,Male,oil,CED,MJ,0.0496922078986444,0.0496922078986444,0.0496922078986444
