age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-0.285254055460262,-0.277973920046212,-0.287290991186476
20-34,Food_price,USD,-0.218888317398429,-0.207249684242486,-0.218239093870189
20-34,FL,mrh-eq,-0.00924091533293738,-0.00896607465167765,-0.00927287562109976
35-44,CED,MJ,-0.31336437330215,-0.316328947168532,-0.297153891880593
35-44,Food_price,USD,-0.225940078782287,-0.221988238510719,-0.214044323187696
35-44,FL,mrh-eq,-0.0106450887847713,-0.0106301677963044,-0.0100428258581237
45-54,CED,MJ,-0.306696771661842,-0.313770890775047,-0.289802586092126
45-54,Food_price,USD,-0.219351252486132,-0.225138235972847,-0.197949390610623
45-54,FL,mrh-eq,-0.0105100120496134,-0.0107606371194208,-0.0097826257610753
55-64,CED,MJ,-0.309959958100179,-0.331914370167419,-0.31211471470255
55-64,Food_price,USD,-0.203834374811407,-0.218035953264903,-0.199190775661626
55-64,FL,mrh-eq,-0.0106614182350252,-0.0115630921555877,-0.0107168720324824
65-74,CED,MJ,-0.31913128791877,-0.319255578811575,-0.319109658117116
65-74,Food_price,USD,-0.182133582698751,-0.192418991149678,-0.186426772682677
65-74,FL,mrh-eq,-0.0108426415341004,-0.0110764743802408,-0.0109253728798131
75+,CED,MJ,-0.339941296840012,-0.323276447521986,-0.332699046589571
75+,Food_price,USD,-0.214239615065147,-0.203948862142494,-0.212450765408139
75+,FL,mrh-eq,-0.0121222727290488,-0.0115344475404645,-0.0119345556868184
