sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,0.338507670234026,0.338507670234026,0.338507670234026
Female,Food_price,USD,0.218895823668147,0.218895823668147,0.218895823668147
Female,FL,mrh-eq,0.0121088055343081,0.0121088055343081,0.0121088055343081
Male,CED,MJ,0.359035485185586,0.359035485185586,0.359035485185586
Male,Food_price,USD,0.214574838785195,0.214574838785195,0.214574838785195
Male,FL,mrh-eq,0.0125967559781719,0.0125967559781719,0.0125967559781719
