outcome,outcome_unit,X1,X2,X3
CED,MJ,0.348388315047399,0.348388315047399,0.348388315047399
Food_price,USD,0.21681600577359,0.21681600577359,0.21681600577359
FL,mrh-eq,0.0123436705227992,0.0123436705227992,0.0123436705227992
