race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,1.11597031322728,1.11597031322728,1.11597031322728
HIS,Food_price,USD,0.531143308349217,0.531143308349217,0.531143308349217
HIS,FL,mrh-eq,0.039496298881125,0.039496298881125,0.039496298881125
NHB,CED,MJ,1.07499754688353,1.07499754688353,1.07499754688353
NHB,Food_price,USD,0.496572476885786,0.496572476885786,0.496572476885786
NHB,FL,mrh-eq,0.037227044083868,0.037227044083868,0.037227044083868
NHW,CED,MJ,1.1310206923634,1.1310206923634,1.1310206923634
NHW,Food_price,USD,0.591081927019311,0.591081927019311,0.591081927019311
NHW,FL,mrh-eq,0.040054358638526,0.040054358638526,0.040054358638526
OTH,CED,MJ,1.10118034879692,1.10118034879692,1.10118034879692
OTH,Food_price,USD,0.561598728156822,0.561598728156822,0.561598728156822
OTH,FL,mrh-eq,0.040080605104928,0.040080605104928,0.040080605104928
