Foodgroup,outcome,outcome_unit,X1,X2,X3
added_sugar,CED,MJ,-0.217458517382863,-0.220144104487757,-0.209832412747268
added_sugar,Food_price,USD,-0.372375730986917,-0.372280633902325,-0.360652729200313
added_sugar,FL,mrh-eq,-0.00994844992649088,-0.010107625275787,-0.00961349327473455
oil,CED,MJ,-0.00439789065818785,-0.00424666106605046,-0.00436345974769094
oil,Food_price,USD,-0.00325682658968014,-0.00438223806005688,-0.00368295367702341
oil,FL,mrh-eq,-0.000223909514646699,-0.000216756638966935,-0.000215997771786999
sat_fat,CED,MJ,-0.652526388896297,-0.654943346097091,-0.648430721915351
sat_fat,Food_price,USD,-0.0745662555793197,-0.0745011231185284,-0.0737825366936229
sat_fat,FL,mrh-eq,-0.0176288009048538,-0.0177105760683899,-0.0175187505409415
