outcome,outcome_unit,X1,X2,X3
CED,MJ,-0.874382796937348,-0.879334111650898,-0.862626594410309
Food_price,USD,-0.450198813155917,-0.451163995080911,-0.438118219570959
FL,mrh-eq,-0.0278011603459914,-0.0280349579831438,-0.027348241587463
