race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,-0.986817493670782,-1.0187260749181,-0.972659693476545
HIS,Food_price,USD,-0.526365281522421,-0.525201893703797,-0.500058176710637
HIS,FL,mrh-eq,-0.0316098488134054,-0.0325841233066775,-0.0308537311751
NHB,CED,MJ,-1.14641348677865,-1.11106776938416,-1.14860541447863
NHB,Food_price,USD,-0.762093594612616,-0.742430585268509,-0.774183664713384
NHB,FL,mrh-eq,-0.0374278917250739,-0.0361527915978589,-0.0375603526138318
NHW,CED,MJ,-1.28875670262448,-1.29877353761242,-1.2643390600907
NHW,Food_price,USD,-0.716923254623223,-0.722071817669871,-0.689882047113788
NHW,FL,mrh-eq,-0.0417238468776785,-0.0421641907248899,-0.0407584137961227
OTH,CED,MJ,-0.871338352354964,-0.873805256137709,-0.875258373838431
OTH,Food_price,USD,-0.435303660374558,-0.439096175212242,-0.448762014354687
OTH,FL,mrh-eq,-0.0278731474782811,-0.0285298891816726,-0.0283501263583735
