sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,-0.351913833652363,-0.356384711487323,-0.340790645253443
Female,added_sugar,Food_price,USD,-0.608421447604989,-0.610481432117698,-0.594963066793516
Female,added_sugar,FL,mrh-eq,-0.0165412340602238,-0.0167674167081148,-0.0160408477826394
Female,oil,CED,MJ,-0.0218524822191019,-0.0226695190978788,-0.0209350076874782
Female,oil,Food_price,USD,-0.014993698673285,-0.0167020476448729,-0.0147093906553033
Female,oil,FL,mrh-eq,-0.00110378503085752,-0.00115232063359287,-0.00105355019912442
Female,sat_fat,CED,MJ,-0.882499553966312,-0.864898648183077,-0.875144258175048
Female,sat_fat,Food_price,USD,-0.102815896968059,-0.0999840491680098,-0.101840360327871
Female,sat_fat,FL,mrh-eq,-0.0234793320496793,-0.0230156018056871,-0.0232752114468637
Male,added_sugar,CED,MJ,-0.302413040709319,-0.305988972010885,-0.29046748431179
Male,added_sugar,Food_price,USD,-0.51167063121305,-0.509129378669549,-0.489396656473117
Male,added_sugar,FL,mrh-eq,-0.0133560671843589,-0.0136101447485741,-0.0128440566453965
Male,oil,CED,MJ,0.0125573715189276,0.0138139233804904,0.011660382366679
Male,oil,Food_price,USD,0.00802019668443624,0.00706179819356893,0.00665777792542343
Male,oil,FL,mrh-eq,0.000629879006675877,0.000699944346100922,0.000595737283334573
Male,sat_fat,CED,MJ,-0.810450883818453,-0.836937135028686,-0.807523605905182
Male,sat_fat,Food_price,USD,-0.0904324045097277,-0.0934285372719794,-0.0893788271229795
Male,sat_fat,FL,mrh-eq,-0.0222994322874973,-0.023047160133203,-0.0222281037150154
