age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-0.102592717670549,-0.0967499381248586,-0.100983688918417
20-34,added_sugar,Food_price,USD,-0.196811157085086,-0.185080635809838,-0.19554820810909
20-34,added_sugar,FL,mrh-eq,-0.00432859732055351,-0.004100143468939,-0.0042665043319794
20-34,oil,CED,MJ,-0.000511714335825056,-8.8849331534151e-05,-0.000462956720020333
20-34,oil,Food_price,USD,-0.000222550982112017,-0.000355737759028627,-0.000603381047699717
20-34,oil,FL,mrh-eq,-2.78274088199479e-05,-5.78209068314307e-06,-2.48343052686577e-05
20-34,sat_fat,CED,MJ,-0.182149623453888,-0.18113513258982,-0.185844345548038
20-34,sat_fat,Food_price,USD,-0.0218546093312311,-0.0218133106736192,-0.0220875047133987
20-34,sat_fat,FL,mrh-eq,-0.00488449060356393,-0.0048601490920555,-0.00498153698385171
35-44,added_sugar,CED,MJ,-0.119797504526114,-0.115459902631232,-0.111257408022622
35-44,added_sugar,Food_price,USD,-0.204706469410444,-0.200188295636604,-0.194231233854253
35-44,added_sugar,FL,mrh-eq,-0.00538331546318365,-0.0051714590963948,-0.00500080681672166
35-44,oil,CED,MJ,-0.000260059243108627,-0.000193543181281945,-2.5648934369908e-05
35-44,oil,Food_price,USD,0.000236710387359413,0.000233862888975743,0.000449223331451437
35-44,oil,FL,mrh-eq,-9.54226078431071e-06,-5.2082507709672e-06,2.88545056755493e-06
35-44,sat_fat,CED,MJ,-0.193306809532928,-0.200675501356018,-0.185870834923601
35-44,sat_fat,Food_price,USD,-0.0214703197592022,-0.0220338057630906,-0.0202623126648947
35-44,sat_fat,FL,mrh-eq,-0.00525223106080338,-0.00545350044913861,-0.00504490449196964
45-54,added_sugar,CED,MJ,-0.120800831570956,-0.123383813524225,-0.107803487735975
45-54,added_sugar,Food_price,USD,-0.19760982978344,-0.202854509837899,-0.177556922019693
45-54,added_sugar,FL,mrh-eq,-0.00543383433676027,-0.00556146802074751,-0.00485489698416605
45-54,oil,CED,MJ,-0.00119897166015549,-0.0008625370406311,0.000490712458192939
45-54,oil,Food_price,USD,-0.000746563594343984,-0.000842665322404605,0.000431139100123985
45-54,oil,FL,mrh-eq,-6.47560405795189e-05,-4.89797038764553e-05,2.8229982547527e-05
45-54,sat_fat,CED,MJ,-0.184696968430731,-0.189524540210191,-0.182489810814344
45-54,sat_fat,Food_price,USD,-0.0209948591083479,-0.0214410608125436,-0.0208236076910541
45-54,sat_fat,FL,mrh-eq,-0.0050114216722736,-0.00515018939479679,-0.00495595875945678
55-64,added_sugar,CED,MJ,-0.11079415630355,-0.124093838984228,-0.108983995953207
55-64,added_sugar,Food_price,USD,-0.181401856940882,-0.193611825775873,-0.175343889033825
55-64,added_sugar,FL,mrh-eq,-0.00518691431775094,-0.00582444706978607,-0.00509664984268665
55-64,oil,CED,MJ,-0.00128183029734544,-0.00205970829090132,-0.00248760126193201
55-64,oil,Food_price,USD,-0.00103778627103314,-0.0022795128006423,-0.00217762068319299
55-64,oil,FL,mrh-eq,-6.65256901329465e-05,-0.000107039194707448,-0.000129442205301274
55-64,sat_fat,CED,MJ,-0.197883971499284,-0.20576082289229,-0.200643117487411
55-64,sat_fat,Food_price,USD,-0.0213947315994919,-0.0221446146883878,-0.0216692659446088
55-64,sat_fat,FL,mrh-eq,-0.00540797822714127,-0.00563160589109415,-0.0054907799844945
65-74,added_sugar,CED,MJ,-0.0972068512873422,-0.106597257106143,-0.100279379521787
65-74,added_sugar,Food_price,USD,-0.15397124863267,-0.166045901858076,-0.158867785224647
65-74,added_sugar,FL,mrh-eq,-0.00476700513137891,-0.00524258313392629,-0.00491966186655552
65-74,oil,CED,MJ,-0.00214358543582543,-0.002568494194255,-0.00285916228571239
65-74,oil,Food_price,USD,-0.00280023990228889,-0.00218172573560796,-0.00249901737253764
65-74,oil,FL,mrh-eq,-0.000103279348256916,-0.000124739195144651,-0.000138529897598802
65-74,sat_fat,CED,MJ,-0.219780851195603,-0.210089827511177,-0.215971116309616
65-74,sat_fat,Food_price,USD,-0.0253620941637916,-0.0241913635559939,-0.025059970085492
65-74,sat_fat,FL,mrh-eq,-0.00597235705446458,-0.00570915205116985,-0.00586718111565879
75+,added_sugar,CED,MJ,-0.118099078992397,-0.112799536517773,-0.118544721839206
75+,added_sugar,Food_price,USD,-0.188931937643651,-0.18009049455955,-0.187952462515663
75+,added_sugar,FL,mrh-eq,-0.00622296080781814,-0.0059487666778541,-0.00624388651121429
75+,oil,CED,MJ,-0.000124738359986336,0.000486841034266008,-2.76802436098425e-05
75+,oil,Food_price,USD,0.00021544273285283,0.000205674697591878,4.46114167390753e-05
75+,oil,FL,mrh-eq,-6.10645103621916e-06,2.44651102395858e-05,-6.8795055268973e-07
75+,sat_fat,CED,MJ,-0.221717479487628,-0.210963752038479,-0.214126644506755
75+,sat_fat,Food_price,USD,-0.0255231201543486,-0.0240640422805359,-0.024542914309215
75+,sat_fat,FL,mrh-eq,-0.00589320547019439,-0.00561014597284998,-0.00568998122505144
