age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-31.8966785980658,-31.7783169535235,-32.6397418602866
20-34,Female,Food_price,USD,-31.8966785980658,-31.7783169535235,-32.6397418602866
20-34,Female,FL,mrh-eq,-31.8966785980658,-31.7783169535235,-32.6397418602866
20-34,Male,CED,MJ,-23.7263438632511,-21.7926797118554,-23.2240109564999
20-34,Male,Food_price,USD,-23.7263438632511,-21.7926797118554,-23.2240109564999
20-34,Male,FL,mrh-eq,-23.7263438632511,-21.7926797118554,-23.2240109564999
35-44,Female,CED,MJ,-33.9455763952051,-33.1347488593455,-32.4573200120652
35-44,Female,Food_price,USD,-33.9455763952051,-33.1347488593455,-32.4573200120652
35-44,Female,FL,mrh-eq,-33.9455763952051,-33.1347488593455,-32.4573200120652
35-44,Male,CED,MJ,-26.396815521946,-27.3418388143342,-24.3923092646682
35-44,Male,Food_price,USD,-26.396815521946,-27.3418388143342,-24.3923092646682
35-44,Male,FL,mrh-eq,-26.396815521946,-27.3418388143342,-24.3923092646682
45-54,Female,CED,MJ,-34.478925985855,-33.8316892433974,-29.279543809678
45-54,Female,Food_price,USD,-34.478925985855,-33.8316892433974,-29.279543809678
45-54,Female,FL,mrh-eq,-34.478925985855,-33.8316892433974,-29.279543809678
45-54,Male,CED,MJ,-25.9687955885898,-27.5799402032571,-25.6573710359388
45-54,Male,Food_price,USD,-25.9687955885898,-27.5799402032571,-25.6573710359388
45-54,Male,FL,mrh-eq,-25.9687955885898,-27.5799402032571,-25.6573710359388
55-64,Female,CED,MJ,-32.7271439185258,-35.3618186854507,-34.3500846509556
55-64,Female,Food_price,USD,-32.7271439185258,-35.3618186854507,-34.3500846509556
55-64,Female,FL,mrh-eq,-32.7271439185258,-35.3618186854507,-34.3500846509556
55-64,Male,CED,MJ,-27.2393533559043,-29.9297290620066,-27.0191118757888
55-64,Male,Food_price,USD,-27.2393533559043,-29.9297290620066,-27.0191118757888
55-64,Male,FL,mrh-eq,-27.2393533559043,-29.9297290620066,-27.0191118757888
65-74,Female,CED,MJ,-34.1261214509359,-33.1981818737809,-33.2700211404781
65-74,Female,Food_price,USD,-34.1261214509359,-33.1981818737809,-33.2700211404781
65-74,Female,FL,mrh-eq,-34.1261214509359,-33.1981818737809,-33.2700211404781
65-74,Male,CED,MJ,-26.8623705900976,-29.2809257291329,-28.9983880129254
65-74,Male,Food_price,USD,-26.8623705900976,-29.2809257291329,-28.9983880129254
65-74,Male,FL,mrh-eq,-26.8623705900976,-29.2809257291329,-28.9983880129254
75+,Female,CED,MJ,-35.3131043601249,-33.091930661861,-35.1912224656779
75+,Female,Food_price,USD,-35.3131043601249,-33.091930661861,-35.1912224656779
75+,Female,FL,mrh-eq,-35.3131043601249,-33.091930661861,-35.1912224656779
75+,Male,CED,MJ,-30.7731785463839,-29.1388639513736,-29.4167646687571
75+,Male,Food_price,USD,-30.7731785463839,-29.1388639513736,-29.4167646687571
75+,Male,FL,mrh-eq,-30.7731785463839,-29.1388639513736,-29.4167646687571
