sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.0908461742332146,0.0908461742332146,0.0908461742332146
Female,added_sugar,Food_price,USD,0.158407381440215,0.158407381440215,0.158407381440215
Female,added_sugar,FL,mrh-eq,0.00428948712278257,0.00428948712278257,0.00428948712278257
Female,oil,CED,MJ,0.0497834876384575,0.0497834876384575,0.0497834876384575
Female,oil,Food_price,USD,0.0374499933625453,0.0374499933625453,0.0374499933625453
Female,oil,FL,mrh-eq,0.00255359940623073,0.00255359940623073,0.00255359940623073
Female,sat_fat,CED,MJ,0.197878008362354,0.197878008362354,0.197878008362354
Female,sat_fat,Food_price,USD,0.0230384488653869,0.0230384488653869,0.0230384488653869
Female,sat_fat,FL,mrh-eq,0.00526571900529476,0.00526571900529476,0.00526571900529476
Male,added_sugar,CED,MJ,0.0936058568543226,0.0936058568543226,0.0936058568543226
Male,added_sugar,Food_price,USD,0.157311532851781,0.157311532851781,0.157311532851781
Male,added_sugar,FL,mrh-eq,0.00416358209433112,0.00416358209433112,0.00416358209433112
Male,oil,CED,MJ,0.0489845544439909,0.0489845544439909,0.0489845544439909
Male,oil,Food_price,USD,0.0330160157131874,0.0330160157131874,0.0330160157131874
Male,oil,FL,mrh-eq,0.00247186436691582,0.00247186436691582,0.00247186436691582
Male,sat_fat,CED,MJ,0.216445073887273,0.216445073887273,0.216445073887273
Male,sat_fat,Food_price,USD,0.0242472902202266,0.0242472902202266,0.0242472902202266
Male,sat_fat,FL,mrh-eq,0.00596130951692496,0.00596130951692496,0.00596130951692496
