age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,1.45011574062604,1.45011574062604,1.45011574062604
20-34,Female,Food_price,USD,0.856325194077693,0.856325194077693,0.856325194077693
20-34,Female,FL,mrh-eq,0.0510950535782213,0.0510950535782213,0.0510950535782213
20-34,Male,CED,MJ,1.47032446216769,1.47032446216769,1.47032446216769
20-34,Male,Food_price,USD,0.8276223467076,0.8276223467076,0.8276223467076
20-34,Male,FL,mrh-eq,0.0509830817083621,0.0509830817083621,0.0509830817083621
35-44,Female,CED,MJ,1.45444637054512,1.45444637054512,1.45444637054512
35-44,Female,Food_price,USD,0.71363251622358,0.71363251622358,0.71363251622358
35-44,Female,FL,mrh-eq,0.0513382667837158,0.0513382667837158,0.0513382667837158
35-44,Male,CED,MJ,1.48227140433019,1.48227140433019,1.48227140433019
35-44,Male,Food_price,USD,0.782128331637222,0.782128331637222,0.782128331637222
35-44,Male,FL,mrh-eq,0.0519214707341315,0.0519214707341315,0.0519214707341315
45-54,Female,CED,MJ,1.46110206016497,1.46110206016497,1.46110206016497
45-54,Female,Food_price,USD,0.768663730280925,0.768663730280925,0.768663730280925
45-54,Female,FL,mrh-eq,0.052111871237111,0.052111871237111,0.052111871237111
45-54,Male,CED,MJ,1.48454103720063,1.48454103720063,1.48454103720063
45-54,Male,Food_price,USD,0.748615055676128,0.748615055676128,0.748615055676128
45-54,Male,FL,mrh-eq,0.0531429394042846,0.0531429394042846,0.0531429394042846
55-64,Female,CED,MJ,1.46528016734348,1.46528016734348,1.46528016734348
55-64,Female,Food_price,USD,0.812813596102653,0.812813596102653,0.812813596102653
55-64,Female,FL,mrh-eq,0.0524300744606665,0.0524300744606665,0.0524300744606665
55-64,Male,CED,MJ,1.47966743053496,1.47966743053496,1.47966743053496
55-64,Male,Food_price,USD,0.728406540271539,0.728406540271539,0.728406540271539
55-64,Male,FL,mrh-eq,0.0534201094424654,0.0534201094424654,0.0534201094424654
65-74,Female,CED,MJ,1.47663578742613,1.47663578742613,1.47663578742613
65-74,Female,Food_price,USD,0.832948594976945,0.832948594976945,0.832948594976945
65-74,Female,FL,mrh-eq,0.0521551100526658,0.0521551100526658,0.0521551100526658
65-74,Male,CED,MJ,1.47509619568344,1.47509619568344,1.47509619568344
65-74,Male,Food_price,USD,0.715098645564383,0.715098645564383,0.715098645564383
65-74,Male,FL,mrh-eq,0.0526239361850693,0.0526239361850693,0.0526239361850693
75+,Female,CED,MJ,1.44439081602654,1.44439081602654,1.44439081602654
75+,Female,Food_price,USD,0.769786204656574,0.769786204656574,0.769786204656574
75+,Female,FL,mrh-eq,0.0518901175171373,0.0518901175171373,0.0518901175171373
75+,Male,CED,MJ,1.47608224863152,1.47608224863152,1.47608224863152
75+,Male,Food_price,USD,0.738969804578554,0.738969804578554,0.738969804578554
75+,Male,FL,mrh-eq,0.0521087348833941,0.0521087348833941,0.0521087348833941
