age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,0.0938488385340958,0.0938488385340958,0.0938488385340958
20-34,added_sugar,Food_price,USD,0.1804130573246,0.1804130573246,0.1804130573246
20-34,added_sugar,FL,mrh-eq,0.00395954392945475,0.00395954392945475,0.00395954392945475
20-34,oil,CED,MJ,0.0497527185044394,0.0497527185044394,0.0497527185044394
20-34,oil,Food_price,USD,0.0334228015564092,0.0334228015564092,0.0334228015564092
20-34,oil,FL,mrh-eq,0.00258521978986829,0.00258521978986829,0.00258521978986829
20-34,sat_fat,CED,MJ,0.201885137573585,0.201885137573585,0.201885137573585
20-34,sat_fat,Food_price,USD,0.0240705242271336,0.0240705242271336,0.0240705242271336
20-34,sat_fat,FL,mrh-eq,0.00542178654500348,0.00542178654500348,0.00542178654500348
35-44,added_sugar,CED,MJ,0.0919979090219571,0.0919979090219571,0.0919979090219571
35-44,added_sugar,Food_price,USD,0.160859792179679,0.160859792179679,0.160859792179679
35-44,added_sugar,FL,mrh-eq,0.00416629632813616,0.00416629632813616,0.00416629632813616
35-44,oil,CED,MJ,0.0496356119097168,0.0496356119097168,0.0496356119097168
35-44,oil,Food_price,USD,0.0282548442930332,0.0282548442930332,0.0282548442930332
35-44,oil,FL,mrh-eq,0.00247374293395784,0.00247374293395784,0.00247374293395784
35-44,sat_fat,CED,MJ,0.207842330701988,0.207842330701988,0.207842330701988
35-44,sat_fat,Food_price,USD,0.0229407924351993,0.0229407924351993,0.0229407924351993
35-44,sat_fat,FL,mrh-eq,0.00564887945168863,0.00564887945168863,0.00564887945168863
45-54,added_sugar,CED,MJ,0.0917315189537838,0.0917315189537838,0.0917315189537838
45-54,added_sugar,Food_price,USD,0.149179529869993,0.149179529869993,0.149179529869993
45-54,added_sugar,FL,mrh-eq,0.00416223802411671,0.00416223802411671,0.00416223802411671
45-54,oil,CED,MJ,0.0498078509606017,0.0498078509606017,0.0498078509606017
45-54,oil,Food_price,USD,0.035305694334823,0.035305694334823,0.035305694334823
45-54,oil,FL,mrh-eq,0.00262935193107913,0.00262935193107913,0.00262935193107913
45-54,sat_fat,CED,MJ,0.207595764225045,0.207595764225045,0.207595764225045
45-54,sat_fat,Food_price,USD,0.0238612167164396,0.0238612167164396,0.0238612167164396
45-54,sat_fat,FL,mrh-eq,0.0056380073699304,0.0056380073699304,0.0056380073699304
55-64,added_sugar,CED,MJ,0.0914559876518955,0.0914559876518955,0.0914559876518955
55-64,added_sugar,Food_price,USD,0.145604218689434,0.145604218689434,0.145604218689434
55-64,added_sugar,FL,mrh-eq,0.00431666148200694,0.00431666148200694,0.00431666148200694
55-64,oil,CED,MJ,0.0492381473167477,0.0492381473167477,0.0492381473167477
55-64,oil,Food_price,USD,0.0400159787330964,0.0400159787330964,0.0400159787330964
55-64,oil,FL,mrh-eq,0.00254281577839484,0.00254281577839484,0.00254281577839484
55-64,sat_fat,CED,MJ,0.213083897934723,0.213083897934723,0.213083897934723
55-64,sat_fat,Food_price,USD,0.023267527633817,0.023267527633817,0.023267527633817
55-64,sat_fat,FL,mrh-eq,0.00583496310079681,0.00583496310079681,0.00583496310079681
65-74,added_sugar,CED,MJ,0.0921210975558439,0.0921210975558439,0.0921210975558439
65-74,added_sugar,Food_price,USD,0.146097750710315,0.146097750710315,0.146097750710315
65-74,added_sugar,FL,mrh-eq,0.00453766275814563,0.00453766275814563,0.00453766275814563
65-74,oil,CED,MJ,0.0487036802491699,0.0487036802491699,0.0487036802491699
65-74,oil,Food_price,USD,0.0393400437052293,0.0393400437052293,0.0393400437052293
65-74,oil,FL,mrh-eq,0.00234826786935076,0.00234826786935076,0.00234826786935076
65-74,sat_fat,CED,MJ,0.211543464580908,0.211543464580908,0.211543464580908
65-74,sat_fat,Food_price,USD,0.0243968547774094,0.0243968547774094,0.0243968547774094
65-74,sat_fat,FL,mrh-eq,0.00574502944514776,0.00574502944514776,0.00574502944514776
75+,added_sugar,CED,MJ,0.0896224183971647,0.0896224183971647,0.0896224183971647
75+,added_sugar,Food_price,USD,0.139918123726018,0.139918123726018,0.139918123726018
75+,added_sugar,FL,mrh-eq,0.00472090186164946,0.00472090186164946,0.00472090186164946
75+,oil,CED,MJ,0.0483508813784637,0.0483508813784637,0.0483508813784637
75+,oil,Food_price,USD,0.0389299445365891,0.0389299445365891,0.0389299445365891
75+,oil,FL,mrh-eq,0.00231228759207446,0.00231228759207446,0.00231228759207446
75+,sat_fat,CED,MJ,0.198122985285491,0.198122985285491,0.198122985285491
75+,sat_fat,Food_price,USD,0.0227522444754294,0.0227522444754294,0.0227522444754294
75+,sat_fat,FL,mrh-eq,0.00526752923996614,0.00526752923996614,0.00526752923996614
