outcome,outcome_unit,X1,X2,X3
CED,MJ,0.655203553472542,0.657730857141684,0.650172658332543
Food_price,USD,0.429241394532603,0.429442192884646,0.423115611419714
FL,mrh-eq,0.0227313617643998,0.0228480032685008,0.0225284733765995
