race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,-0.288226300714513,-0.295098259028603,-0.275562590746492
HIS,added_sugar,Food_price,USD,-0.454630181922034,-0.450576421680206,-0.431087902817686
HIS,added_sugar,FL,mrh-eq,-0.0129266408434241,-0.0132383089483145,-0.0122763586473951
HIS,oil,CED,MJ,0.0170284045941992,0.0185673801137397,0.0198460593457934
HIS,oil,Food_price,USD,0.0121632868706221,0.0116050643806723,0.014315954698738
HIS,oil,FL,mrh-eq,0.000872858371711257,0.000945820667670389,0.00101119404430806
HIS,sat_fat,CED,MJ,-0.715619597550469,-0.74219519600324,-0.716943162075846
HIS,sat_fat,Food_price,USD,-0.0838983864710094,-0.0862305364042639,-0.0832862285916892
HIS,sat_fat,FL,mrh-eq,-0.0195560663416926,-0.0202916350260334,-0.019588566572013
NHB,added_sugar,CED,MJ,-0.405571234756891,-0.392462845110491,-0.41240984433974
NHB,added_sugar,Food_price,USD,-0.666531461148697,-0.653822561969121,-0.678657701210334
NHB,added_sugar,FL,mrh-eq,-0.017082782920534,-0.0165758067232736,-0.0173935166841259
NHB,oil,CED,MJ,-0.0236577089068576,-0.0156868455110348,-0.0223112534977791
NHB,oil,Food_price,USD,-0.0156708819572946,-0.0104094180257742,-0.0163898656105784
NHB,oil,FL,mrh-eq,-0.00117956410400745,-0.000784858032927922,-0.00110478093512591
NHB,sat_fat,CED,MJ,-0.717184543114903,-0.702918078762633,-0.713884316641114
NHB,sat_fat,Food_price,USD,-0.0798912515066236,-0.0781986052736144,-0.0791360978924722
NHB,sat_fat,FL,mrh-eq,-0.0191655447005324,-0.0187921268416574,-0.0190620549945799
NHW,added_sugar,CED,MJ,-0.345531322004188,-0.350033445970954,-0.327312314572299
NHW,added_sugar,Food_price,USD,-0.607422496017265,-0.609893782608344,-0.580945231256297
NHW,added_sugar,FL,mrh-eq,-0.0160566804644218,-0.0162919996325194,-0.0152682592118623
NHW,oil,CED,MJ,-0.0068370346744054,-0.00827000169927456,-0.00692142185564211
NHW,oil,Food_price,USD,-0.0050331500793093,-0.00775504259785285,-0.00577298327142788
NHW,oil,FL,mrh-eq,-0.000350530850956223,-0.000423979607100067,-0.000341743719355066
NHW,sat_fat,CED,MJ,-0.936388345945883,-0.940470089942193,-0.930105323662762
NHW,sat_fat,Food_price,USD,-0.104467608526648,-0.104422992463674,-0.103163832586063
NHW,sat_fat,FL,mrh-eq,-0.0253166355623004,-0.0254482114852705,-0.0251484108649054
OTH,added_sugar,CED,MJ,-0.199182706237208,-0.215014792180704,-0.209200131425715
OTH,added_sugar,Food_price,USD,-0.337040109634491,-0.340889362726943,-0.34775321878666
OTH,added_sugar,FL,mrh-eq,-0.0096195846878098,-0.0105954525668599,-0.0101194373983742
OTH,oil,CED,MJ,-0.00959389393890029,-0.0103870566960593,-0.0143995724375421
OTH,oil,Food_price,USD,-0.00862778511816381,-0.0102228327812265,-0.0115409397122472
OTH,oil,FL,mrh-eq,-0.000510084135730295,-0.00053357638332176,-0.000761302731179093
OTH,sat_fat,CED,MJ,-0.662561752178855,-0.648403407260946,-0.651658669975174
OTH,sat_fat,Food_price,USD,-0.0896357656219031,-0.0879839797040727,-0.0894678558557798
OTH,sat_fat,FL,mrh-eq,-0.0177434786547411,-0.017400860231491,-0.0174693862288201
