race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,-0.0972085089142376,-0.0995261483395276,-0.092956448088706
HIS,added_sugar,Food_price,USD,-0.153356501341528,-0.152007603955341,-0.145455362099076
HIS,added_sugar,FL,mrh-eq,-0.00435807578625298,-0.0044633015008753,-0.00413964606282112
HIS,oil,CED,MJ,0.00278748312809294,0.00303724984807705,0.003247380492222
HIS,oil,Food_price,USD,0.00199260321462804,0.0018991695157092,0.00234254149385712
HIS,oil,FL,mrh-eq,0.000142870168895011,0.000154693803370655,0.00016544650105212
HIS,sat_fat,CED,MJ,-0.168489258589707,-0.174953574447306,-0.168746783299033
HIS,sat_fat,Food_price,USD,-0.0197494135945813,-0.0203080162339996,-0.0195918457870365
HIS,sat_fat,FL,mrh-eq,-0.00460704243192933,-0.00478594747161431,-0.00461320364563212
NHB,added_sugar,CED,MJ,-0.137035977961988,-0.132602576377443,-0.13933106845475
NHB,added_sugar,Food_price,USD,-0.225216635204195,-0.220927741985324,-0.229291407022341
NHB,added_sugar,FL,mrh-eq,-0.00577080389346573,-0.00559928777271592,-0.0058750572615806
NHB,oil,CED,MJ,-0.00390538772148955,-0.00258526223228866,-0.00368558058448951
NHB,oil,Food_price,USD,-0.00258478402574182,-0.00171294265651256,-0.00270140404381246
NHB,oil,FL,mrh-eq,-0.000194704813142956,-0.000129341709064974,-0.000182482472800785
NHB,sat_fat,CED,MJ,-0.167923969423879,-0.164650483119675,-0.166900953644554
NHB,sat_fat,Food_price,USD,-0.0186765648692576,-0.0182900989181713,-0.018468634426783
NHB,sat_fat,FL,mrh-eq,-0.00449094941030346,-0.00440531989275475,-0.00446010575938599
NHW,added_sugar,CED,MJ,-0.116480851687385,-0.117995821450704,-0.110325671876962
NHW,added_sugar,Food_price,USD,-0.204797541927921,-0.205623993535237,-0.195854299945094
NHW,added_sugar,FL,mrh-eq,-0.00541227820270156,-0.00549150616047868,-0.00514589276365423
NHW,oil,CED,MJ,-0.0011483104272426,-0.00138465856781559,-0.00115603194170918
NHW,oil,Food_price,USD,-0.000843952937396115,-0.00129352049786254,-0.000962599863374061
NHW,oil,FL,mrh-eq,-5.88417161449134e-05,-7.0973144402275e-05,-5.70775838322838e-05
NHW,sat_fat,CED,MJ,-0.214549467907236,-0.215876525417555,-0.213243467205776
NHW,sat_fat,Food_price,USD,-0.0239186489202623,-0.0239563236562321,-0.0236359031909775
NHW,sat_fat,FL,mrh-eq,-0.00580620862561239,-0.00584716066934149,-0.0057714311987532
OTH,added_sugar,CED,MJ,-0.0670051536076066,-0.0723017653254567,-0.070354278238317
OTH,added_sugar,Food_price,USD,-0.113402186814269,-0.114646314409526,-0.116972022708682
OTH,added_sugar,FL,mrh-eq,-0.00323530450834291,-0.0035620457843836,-0.00340241252736185
OTH,oil,CED,MJ,-0.00161130086784065,-0.00174241004723902,-0.00240801335557694
OTH,oil,Food_price,USD,-0.00145070525599567,-0.00170985360481847,-0.00192993034661669
OTH,oil,FL,mrh-eq,-8.56723744705604e-05,-8.95357589185316e-05,-0.00012732051654204
OTH,sat_fat,CED,MJ,-0.150961324556234,-0.148391758762465,-0.148685360455531
OTH,sat_fat,Food_price,USD,-0.0203695667337697,-0.0200939716402623,-0.0203264955139795
OTH,sat_fat,FL,mrh-eq,-0.00404866812106698,-0.00398827785640808,-0.00399203006680288
