age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,1.99489607664356,1.98747443444381,2.02556889138523
20-34,Female,Food_price,USD,1.1385307646239,1.1320493242227,1.14726365597275
20-34,Female,FL,mrh-eq,0.0669040887365072,0.0667727833259301,0.0677257856207097
20-34,Male,CED,MJ,1.87292764685908,1.84544122330348,1.86220610127309
20-34,Male,Food_price,USD,0.992365608470675,0.954102838932726,0.984485159326165
20-34,Male,FL,mrh-eq,0.0614873870312098,0.0603190003039473,0.0610958807554022
35-44,Female,CED,MJ,2.0339023764183,2.03195898332396,2.0172941670655
35-44,Female,Food_price,USD,1.00527818639218,0.970332643132741,0.983443184029505
35-44,Female,FL,mrh-eq,0.0692748909696713,0.0686774382525414,0.0683513787723103
35-44,Male,CED,MJ,1.95344660598496,1.9867065833777,1.88665279628689
35-44,Male,Food_price,USD,1.00800140672464,1.03053599546446,0.978809229296304
35-44,Male,FL,mrh-eq,0.0652285284899133,0.0663081215055261,0.0632097970317307
45-54,Female,CED,MJ,2.07236671523902,2.04184952404816,1.96414649947453
45-54,Female,Food_price,USD,1.08282546171349,1.09310005602259,1.00463530112034
45-54,Female,FL,mrh-eq,0.0706617659281408,0.0699057070594659,0.0666903533711487
45-54,Male,CED,MJ,1.89405741274452,1.96064982523279,1.91924066502117
45-54,Male,Food_price,USD,0.939970946451716,0.953690823771339,0.92793175826058
45-54,Male,FL,mrh-eq,0.0651034549821,0.0670530650579416,0.0655102870373285
55-64,Female,CED,MJ,2.07592290871135,2.09911204427774,2.07294063900818
55-64,Female,Food_price,USD,1.06789475495547,1.10291756273045,1.09113001128365
55-64,Female,FL,mrh-eq,0.0706471683478152,0.0720153409094473,0.071081776777681
55-64,Male,CED,MJ,1.89026670471454,1.97603302230574,1.91272241576604
55-64,Male,Food_price,USD,0.914822104455775,0.944188677181775,0.877311188530773
55-64,Male,FL,mrh-eq,0.0657875397597581,0.0687086446250696,0.0660253732783868
65-74,Female,CED,MJ,2.11049540307086,2.0847441175427,2.10071792906269
65-74,Female,Food_price,USD,1.05244783406004,1.05830483497429,1.04661413464531
65-74,Female,FL,mrh-eq,0.0711603150213205,0.070779025256392,0.0707574578578326
65-74,Male,CED,MJ,1.97593500080482,1.98146825923868,1.98277725806785
65-74,Male,Food_price,USD,0.874398962008416,0.90428769795988,0.897051824225204
65-74,Male,FL,mrh-eq,0.0671063040431976,0.0679451103144976,0.06791244144986
75+,Female,CED,MJ,2.14093075121978,2.09285388424144,2.13934414909968
75+,Female,Food_price,USD,1.06343436010674,1.05014276986645,1.06271848277427
75+,Female,FL,mrh-eq,0.073776222550305,0.072228658456671,0.0737715896386078
75+,Male,CED,MJ,2.13631460540143,2.07889378198957,2.07754425583444
75+,Male,Food_price,USD,0.954407370221598,0.91904060707243,0.944986896940065
75+,Male,FL,mrh-eq,0.0715168178241775,0.069585255833073,0.0699004189536777
