age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,0.630740750072383,0.623460614658332,0.632777685798596
20-34,Food_price,USD,0.456794700506571,0.445156067350628,0.456145476978331
20-34,FL,mrh-eq,0.0212074655972639,0.0209326249160042,0.0212394258854263
35-44,CED,MJ,0.662840224935812,0.665804798802195,0.646629743514255
35-44,Food_price,USD,0.437995507690198,0.43404366741863,0.426099752095608
35-44,FL,mrh-eq,0.022934007498554,0.022919086510087,0.0223317445719064
45-54,CED,MJ,0.655831905801272,0.662906024914477,0.638937720231555
45-54,Food_price,USD,0.427697693407387,0.433484676894103,0.406295831531879
45-54,FL,mrh-eq,0.0229396093747396,0.023190234444547,0.0222122230862015
55-64,CED,MJ,0.663737991003546,0.685692403070786,0.665892747605917
55-64,Food_price,USD,0.412722099867754,0.42692367832125,0.408078500717974
55-64,FL,mrh-eq,0.0233558585962238,0.0242575325167863,0.023411312393681
65-74,CED,MJ,0.671499530304693,0.671623821197496,0.671477900503038
65-74,Food_price,USD,0.391968231891704,0.402253640342631,0.396261421875631
65-74,FL,mrh-eq,0.0234736016067446,0.0237074344528849,0.0235563329524573
75+,CED,MJ,0.676037581901132,0.659372732583106,0.668795331650691
75+,Food_price,USD,0.415839927803183,0.40554917488053,0.414051078146175
75+,FL,mrh-eq,0.0244229914227388,0.0238351662341546,0.0242352743805085
