age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,-0.330018590527146,-0.333921564702208,-0.332162034334164
20-34,Female,added_sugar,Food_price,USD,-0.645524285780675,-0.637550119691458,-0.65218835952572
20-34,Female,added_sugar,FL,mrh-eq,-0.0145727457758132,-0.0147698745498149,-0.0146828417791658
20-34,Female,oil,CED,MJ,-0.0250698971783901,-0.0247469233032458,-0.0240869554861734
20-34,Female,oil,Food_price,USD,-0.0156314079868921,-0.0171216977324084,-0.0178489311782967
20-34,Female,oil,FL,mrh-eq,-0.0013129043159173,-0.00129423071379625,-0.00126095303830045
20-34,Female,sat_fat,CED,MJ,-0.825116639762414,-0.812820210007089,-0.863810548902319
20-34,Female,sat_fat,Food_price,USD,-0.104334785136208,-0.10122533781928,-0.107504152291614
20-34,Female,sat_fat,FL,mrh-eq,-0.0217507127352675,-0.0214399490599387,-0.0227700819444349
20-34,Male,added_sugar,CED,MJ,-0.277997297029091,-0.2401285560128,-0.266539568390613
20-34,Male,added_sugar,Food_price,USD,-0.521289766824003,-0.460582694195068,-0.507472905664752
20-34,Male,added_sugar,FL,mrh-eq,-0.0111017596576178,-0.0095777162327565,-0.0106330906361816
20-34,Male,oil,CED,MJ,0.0184668848711563,0.0232393003976972,0.0181128905493365
20-34,Male,oil,Food_price,USD,0.0126692867130152,0.0125420230096528,0.0102866670930156
20-34,Male,oil,FL,mrh-eq,0.000954827105437159,0.00120188422703031,0.000941085723828254
20-34,Male,sat_fat,CED,MJ,-0.769257839760312,-0.77131110790259,-0.764728091234123
20-34,Male,sat_fat,Food_price,USD,-0.0871531953514459,-0.0895385133935932,-0.0861991852457949
20-34,Male,sat_fat,FL,mrh-eq,-0.0209619626079694,-0.0210235022310599,-0.0208396219279519
35-44,Female,added_sugar,CED,MJ,-0.371770375423825,-0.335812607628148,-0.347132583100545
35-44,Female,added_sugar,Food_price,USD,-0.616210913841318,-0.559724892886729,-0.585357404050242
35-44,Female,added_sugar,FL,mrh-eq,-0.0175214966425788,-0.0157726970398128,-0.0163167671418881
35-44,Female,oil,CED,MJ,-0.0275806804849448,-0.0283450614852054,-0.0219111470310097
35-44,Female,oil,Food_price,USD,-0.0114542837906015,-0.0113430093363947,-0.00935509844506117
35-44,Female,oil,FL,mrh-eq,-0.00135782503989502,-0.00135531917787374,-0.00106766586657941
35-44,Female,sat_fat,CED,MJ,-0.83404107538435,-0.861491254831419,-0.839794466773119
35-44,Female,sat_fat,Food_price,USD,-0.0974029100240353,-0.100811709615777,-0.097922478259542
35-44,Female,sat_fat,FL,mrh-eq,-0.0221877596800928,-0.0229165485332485,-0.0223398068151724
35-44,Male,added_sugar,CED,MJ,-0.337034213457879,-0.348703423559814,-0.31108541948049
35-44,Male,added_sugar,Food_price,USD,-0.596123855284921,-0.628333294592028,-0.564944843695486
35-44,Male,added_sugar,FL,mrh-eq,-0.0142861553974929,-0.0148485185297894,-0.0132315084777311
35-44,Male,oil,CED,MJ,0.0265051595786565,0.0282211918250609,0.0234161941742824
35-44,Male,oil,Food_price,USD,0.0154051579773529,0.0152618815843624,0.0158590337400954
35-44,Male,oil,FL,mrh-eq,0.00134564207013474,0.00140027432479945,0.00119290623494219
35-44,Male,sat_fat,CED,MJ,-0.832940700662138,-0.868518057161539,-0.764020761475077
35-44,Male,sat_fat,Food_price,USD,-0.0880055483433771,-0.089409812047837,-0.0771726845628715
35-44,Male,sat_fat,FL,mrh-eq,-0.0230919626497725,-0.0240843914680202,-0.021178641391648
45-54,Female,added_sugar,CED,MJ,-0.414999274625897,-0.416253570305261,-0.348771596830797
45-54,Female,added_sugar,Food_price,USD,-0.658169477457288,-0.677973751822591,-0.561464619527395
45-54,Female,added_sugar,FL,mrh-eq,-0.018532409592158,-0.0186080449241501,-0.0155842234016869
45-54,Female,oil,CED,MJ,-0.01590826063281,-0.0165241609729309,-0.00425175011478328
45-54,Female,oil,Food_price,USD,-0.0092553691188793,-0.0118642099015714,0.00120693773166908
45-54,Female,oil,FL,mrh-eq,-0.000836410969021441,-0.000884380581670295,-0.00018331144245625
45-54,Female,sat_fat,CED,MJ,-0.849278006975421,-0.808527672420044,-0.778996438588789
45-54,Female,sat_fat,Food_price,USD,-0.100303437794573,-0.0938468992340129,-0.0933983836087056
45-54,Female,sat_fat,FL,mrh-eq,-0.0226396137823274,-0.0215567918878251,-0.0207444886787636
45-54,Male,added_sugar,CED,MJ,-0.298131693865057,-0.312633878809023,-0.288933033788428
45-54,Male,added_sugar,Food_price,USD,-0.509697449491852,-0.520788578352501,-0.489688902635802
45-54,Male,added_sugar,FL,mrh-eq,-0.0135549048179424,-0.0142566974664057,-0.0131431925816473
45-54,Male,oil,CED,MJ,0.00207889044533043,0.00688582549260428,0.0106413434537248
45-54,Male,oil,Food_price,USD,0.000585855303242808,0.00213198618821015,0.00408166395809235
45-54,Male,oil,FL,mrh-eq,8.76636517517308e-05,0.000333322366331338,0.00054656900864718
45-54,Male,sat_fat,CED,MJ,-0.755388149781718,-0.835761651256382,-0.805930897363188
45-54,Male,sat_fat,Food_price,USD,-0.0824557625839958,-0.0925291914884659,-0.0879045925971865
45-54,Male,sat_fat,FL,mrh-eq,-0.0208815090492198,-0.0231077647552087,-0.0222790525272681
55-64,Female,added_sugar,CED,MJ,-0.341816476167763,-0.369270224632374,-0.35482907005714
55-64,Female,added_sugar,Food_price,USD,-0.590647166713662,-0.619801215748647,-0.609277468761089
55-64,Female,added_sugar,FL,mrh-eq,-0.0163005686035403,-0.0176352951874922,-0.0169088634494754
55-64,Female,oil,CED,MJ,-0.0138240434376388,-0.0299962454036794,-0.0298505669918577
55-64,Female,oil,Food_price,USD,-0.00882351542988735,-0.0285349131647878,-0.0252818823111897
55-64,Female,oil,FL,mrh-eq,-0.00070818615924423,-0.00155441586488857,-0.0015443374531717
55-64,Female,sat_fat,CED,MJ,-0.920187287394035,-0.909380446162985,-0.887978385349761
55-64,Female,sat_fat,Food_price,USD,-0.0985035214969623,-0.0975800259619349,-0.0948210285412488
55-64,Female,sat_fat,FL,mrh-eq,-0.0246430639503202,-0.0243605279018658,-0.0237840134737981
55-64,Male,added_sugar,CED,MJ,-0.313789974240091,-0.366510959873662,-0.28801691491587
55-64,Male,added_sugar,Food_price,USD,-0.479378840362862,-0.523377165798422,-0.420790992771547
55-64,Male,added_sugar,FL,mrh-eq,-0.0143604627447012,-0.016867608067669,-0.0131201626789367
55-64,Male,oil,CED,MJ,-0.000904142649548443,0.00728737074011307,0.00159463794877494
