age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,2.56380541723846,2.53893187866749,2.57553046168037
20-34,Food_price,USD,1.5212276216359,1.48699612991042,1.52088922269178
20-34,FL,mrh-eq,0.0853655789879427,0.0844336886550205,0.0856042076525331
35-44,CED,MJ,2.65772040362689,2.67581572185871,2.60056097993574
35-44,Food_price,USD,1.44459449483658,1.43357579625484,1.4072954018975
35-44,FL,mrh-eq,0.0902463548755075,0.0904473723018108,0.0881893827681096
45-54,CED,MJ,2.64174654001661,2.66538641430236,2.58131192412596
45-54,Food_price,USD,1.44126109220416,1.45899309258483,1.37374192934456
45-54,FL,mrh-eq,0.090906465157759,0.0917128569761883,0.0883304291331359
55-64,CED,MJ,2.65174361068784,2.72652051330846,2.66296222509653
55-64,Food_price,USD,1.40812947133482,1.45467535374332,1.39795484616823
55-64,FL,mrh-eq,0.091701755228133,0.0947069910764936,0.0920986349149749
65-74,CED,MJ,2.71934054739356,2.70828034848457,2.71727996874007
65-74,Food_price,USD,1.36151245861022,1.38884459078748,1.37323594064871
65-74,FL,mrh-eq,0.0927462768445842,0.0931669244104857,0.0929890864162155
75+,CED,MJ,2.81501265002007,2.74631225945059,2.78195724742225
75+,Food_price,USD,1.43308375363206,1.40014901037064,1.42689122476908
75+,FL,mrh-eq,0.0972419912563595,0.0949439168622764,0.0963667981748137
