age_gp,outcome,outcome_unit,X1,X2,X3
20-34,CED,MJ,-1.10344494575161,-1.07857140718064,-1.11516999019351
20-34,Food_price,USD,-0.679453221661613,-0.645221729936133,-0.679114822717493
20-34,FL,mrh-eq,-0.0343272891029775,-0.0333953987700553,-0.0345659177675678
35-44,CED,MJ,-1.18977849429966,-1.20787381253148,-1.13261907060851
35-44,Food_price,USD,-0.697740529882072,-0.686721831300332,-0.660441436942992
35-44,FL,mrh-eq,-0.0386252258465376,-0.038826243272841,-0.0365682537391399
45-54,CED,MJ,-1.16928024751238,-1.19292012179813,-1.10884563162172
45-54,Food_price,USD,-0.682317828646531,-0.700049829027194,-0.614798665786925
45-54,FL,mrh-eq,-0.0382946873679196,-0.0391010791863489,-0.0357186513432965
55-64,CED,MJ,-1.17965037085294,-1.25442727347355,-1.19086898526163
55-64,Food_price,USD,-0.635286742694015,-0.68183262510252,-0.625112117527429
55-64,FL,mrh-eq,-0.0388028508023595,-0.0418080866507203,-0.0391997304892015
65-74,CED,MJ,-1.24342162892499,-1.232361430016,-1.2413610502715
65-74,Food_price,USD,-0.583437482425334,-0.610769614602593,-0.595160964463822
65-74,FL,mrh-eq,-0.0403728706738674,-0.0407935182397689,-0.0406156802454987
75+,CED,MJ,-1.35719539522275,-1.28849500465327,-1.32413999262492
75+,Food_price,USD,-0.676353270183815,-0.643418526922402,-0.670160741320842
75+,FL,mrh-eq,-0.0452592539855222,-0.0429611795914392,-0.0443840609039763
