sex_gp,outcome,outcome_unit,X1,X2,X3
Female,CED,MJ,1.11980025703002,1.11980025703002,1.11980025703002
Female,Food_price,USD,0.580332797245363,0.580332797245363,0.580332797245363
Female,FL,mrh-eq,0.0396567093253368,0.0396567093253368,0.0396567093253368
Male,CED,MJ,1.11835465704523,1.11835465704523,1.11835465704523
Male,Food_price,USD,0.554107168729753,0.554107168729753,0.554107168729753
Male,FL,mrh-eq,0.0396320681130335,0.0396320681130335,0.0396320681130335
