sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.178623716193767,0.178623716193767,0.178623716193767
Female,added_sugar,Food_price,USD,0.311425597336084,0.311425597336084,0.311425597336084
Female,added_sugar,FL,mrh-eq,0.00843531358452824,0.00843531358452824,0.00843531358452824
Female,oil,CED,MJ,0.250553589381362,0.250553589381362,0.250553589381362
Female,oil,Food_price,USD,0.188487732700639,0.188487732700639,0.188487732700639
Female,oil,FL,mrh-eq,0.0128508762499254,0.0128508762499254,0.0128508762499254
Female,sat_fat,CED,MJ,0.690622951454886,0.690622951454886,0.690622951454886
Female,sat_fat,Food_price,USD,0.0804194672086403,0.0804194672086403,0.0804194672086403
Female,sat_fat,FL,mrh-eq,0.0183705194908831,0.0183705194908831,0.0183705194908831
Male,added_sugar,CED,MJ,0.18405825965389,0.18405825965389,0.18405825965389
Male,added_sugar,Food_price,USD,0.309206397377579,0.309206397377579,0.309206397377579
Male,added_sugar,FL,mrh-eq,0.0081915520656042,0.0081915520656042,0.0081915520656042
Male,oil,CED,MJ,0.249465137336828,0.249465137336828,0.249465137336828
Male,oil,Food_price,USD,0.168147184521913,0.168147184521913,0.168147184521913
Male,oil,FL,mrh-eq,0.0125868524201746,0.0125868524201746,0.0125868524201746
Male,sat_fat,CED,MJ,0.684831260054513,0.684831260054513,0.684831260054513
Male,sat_fat,Food_price,USD,0.076753586830262,0.076753586830262,0.076753586830262
Male,sat_fat,FL,mrh-eq,0.0188536636272547,0.0188536636272547,0.0188536636272547
