age_gp,sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,added_sugar,CED,MJ,0.39885507875265,0.401447267101915,0.400278755071231
20-34,Female,added_sugar,Food_price,USD,0.779847856375719,0.77457234291372,0.784271721067326
20-34,Female,added_sugar,FL,mrh-eq,0.0176685578710922,0.0177994183398521,0.0177416474335113
20-34,Female,oil,CED,MJ,0.273507389061901,0.273236784246677,0.272685946056725
20-34,Female,oil,Food_price,USD,0.192825726843722,0.194068271325295,0.194673274629611
20-34,Female,oil,FL,mrh-eq,0.0143509984185809,0.0143353601925029,0.014307584818425
20-34,Female,sat_fat,CED,MJ,1.32253360882901,1.31279038309521,1.35260419025728
20-34,Female,sat_fat,Food_price,USD,0.165857181404463,0.163408709983684,0.168318660275809
20-34,Female,sat_fat,FL,mrh-eq,0.0348845324468341,0.0346380047935751,0.0356765533687733
20-34,Male,added_sugar,CED,MJ,0.371516377294393,0.346447949375886,0.363932656776841
20-34,Male,added_sugar,Food_price,USD,0.699992842490924,0.659800656120776,0.690846089991314
20-34,Male,added_sugar,FL,mrh-eq,0.0148637439495657,0.0138548001520106,0.0145535516875907
20-34,Male,oil,CED,MJ,0.235947378291355,0.231958170874956,0.23624047864336
20-34,Male,oil,Food_price,USD,0.148487723800864,0.148593219925399,0.150478956149502
20-34,Male,oil,FL,mrh-eq,0.0121363283199107,0.0119298055220161,0.0121476701711876
20-34,Male,sat_fat,CED,MJ,1.26546389127333,1.26703510305264,1.26203296585289
20-34,Male,sat_fat,Food_price,USD,0.143885042178887,0.14570896288655,0.143160113185349
20-34,Male,sat_fat,FL,mrh-eq,0.0344873147617335,0.0345343946299205,0.034394658896624
35-44,Female,added_sugar,CED,MJ,0.425479116282646,0.401634331307397,0.409131752628111
35-44,Female,added_sugar,Food_price,USD,0.709495727152155,0.672006278092509,0.689018741178213
35-44,Female,added_sugar,FL,mrh-eq,0.0200903753710235,0.0189306999018428,0.0192910112417354
35-44,Female,oil,CED,MJ,0.273702477277157,0.274329401203996,0.268964835625709
35-44,Female,oil,Food_price,USD,0.140162085412025,0.140066160079515,0.138405322048916
35-44,Female,oil,FL,mrh-eq,0.0136686844174095,0.0136660996987812,0.013426226314673
35-44,Female,sat_fat,CED,MJ,1.3347207828585,1.35599525081257,1.33919757881168
35-44,Female,sat_fat,Food_price,USD,0.155620373827998,0.158260204960717,0.156019120802376
35-44,Female,sat_fat,FL,mrh-eq,0.0355158311812384,0.0360806386519174,0.0356341412159019
35-44,Male,added_sugar,CED,MJ,0.405628836259744,0.413379788011362,0.388485234833376
35-44,Male,added_sugar,Food_price,USD,0.726430873651164,0.747785396640867,0.705831909244517
35-44,Male,added_sugar,FL,mrh-eq,0.0173409294343784,0.0177145679217403,0.0166445220058333
35-44,Male,oil,CED,MJ,0.228287794176776,0.226854855638299,0.230870587558151
35-44,Male,oil,Food_price,USD,0.142656662999111,0.142777770814305,0.142277363418855
35-44,Male,oil,FL,mrh-eq,0.0113140989992439,0.0112684863141102,0.0114418094708912
35-44,Male,sat_fat,CED,MJ,1.31952997554844,1.34647193972804,1.26729697389536
35-44,Male,sat_fat,Food_price,USD,0.138913870074369,0.139972828009283,0.130699956632932
35-44,Male,sat_fat,FL,mrh-eq,0.0365735000562909,0.0373250672696756,0.0351234655550062
45-54,Female,added_sugar,CED,MJ,0.454807281189921,0.455648124253482,0.41089622608188
45-54,Female,added_sugar,Food_price,USD,0.725851907340523,0.738996411348311,0.661732907968673
45-54,Female,added_sugar,FL,mrh-eq,0.0203813006303272,0.0204318414507876,0.0184265423189323
45-54,Female,oil,CED,MJ,0.26411867892761,0.26463473870433,0.254396198065615
45-54,Female,oil,Food_price,USD,0.196841030839576,0.199019192897928,0.188115089301946
45-54,Female,oil,FL,mrh-eq,0.0142295555822207,0.0142696610809246,0.0136848326635057
