race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,0.615521958461628,0.624054147024534,0.611067524981294
HIS,Food_price,USD,0.372187222686715,0.371490361638864,0.363778577357488
HIS,FL,mrh-eq,0.0212152784300055,0.0214875855498372,0.0209804335881193
NHB,CED,MJ,0.648287755941605,0.639260742563657,0.649340023518043
NHB,Food_price,USD,0.446445881338026,0.44089868079884,0.450429342731768
NHB,FL,mrh-eq,0.0220938615440709,0.0217713528016944,0.0221550489209261
NHW,CED,MJ,0.682598737504798,0.68567711291901,0.675145278507381
NHW,Food_price,USD,0.454335300926638,0.45564899483039,0.445227960140504
NHW,FL,mrh-eq,0.0237205014327842,0.0238528128625478,0.023417574434565
OTH,CED,MJ,0.559314390420877,0.562172545524356,0.561184263438621
OTH,Food_price,USD,0.346826959739702,0.348054640590275,0.350832949504946
OTH,FL,mrh-eq,0.019820582938027,0.0200907973338568,0.0199727010448533
