outcome,outcome_unit,X1,X2,X3
CED,MJ,-1.18119803536249,-1.18867665374518,-1.16441093769545
Food_price,USD,-0.662624201914929,-0.663790182191967,-0.644417825217083
FL,mrh-eq,-0.038188851587592,-0.0385392907288453,-0.0375330444412633
