sex_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,added_sugar,CED,MJ,0.209501586019734,0.211006423741152,0.205752573689811
Female,added_sugar,Food_price,USD,0.363564586372938,0.36426081945291,0.359029744309981
Female,added_sugar,FL,mrh-eq,0.00986617218967066,0.00994230786631678,0.00969752883984866
Female,oil,CED,MJ,0.0534105427942512,0.0535494174823309,0.0532610370915297
Female,oil,Food_price,USD,0.0399392017358206,0.0402240605670677,0.0398936610806828
Female,oil,FL,mrh-eq,0.00273681323062525,0.00274502726047278,0.00272861182738411
Female,sat_fat,CED,MJ,0.394155701061652,0.390346420059631,0.392493790243338
Female,sat_fat,Food_price,USD,0.0459067799937226,0.045293064771074,0.0456832356110986
Female,sat_fat,FL,mrh-eq,0.0104893692096819,0.0103889960177215,0.0104433111282773
Male,added_sugar,CED,MJ,0.195586017107805,0.19677857142894,0.191538038145663
Male,added_sugar,Food_price,USD,0.329891228295342,0.329017096592293,0.322356896444397
Male,added_sugar,FL,mrh-eq,0.00866612583182591,0.00875119150307485,0.00849253498440986
Male,oil,CED,MJ,0.0469295478147745,0.0467179602752022,0.0470705232084129
Male,oil,Food_price,USD,0.0317040757675747,0.031858265945715,0.0319238914937172
Male,oil,FL,mrh-eq,0.00236878348680768,0.00235702846679842,0.00237406815915055
Male,sat_fat,CED,MJ,0.410679084432541,0.417282359440099,0.410125806988057
Male,sat_fat,Food_price,USD,0.0459122232372096,0.0466534618848564,0.0456765526676165
Male,sat_fat,FL,mrh-eq,0.0113074543053536,0.0114937420949318,0.0112944392294797
