race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,2.45539948098384,2.48730806223116,2.4412416807896
HIS,Food_price,USD,1.25858250083687,1.25741911301825,1.23227539602509
HIS,FL,mrh-eq,0.0834991780752486,0.0844734525685207,0.0827430604369433
NHB,CED,MJ,2.56083345449644,2.52548773710194,2.56302538219642
NHB,Food_price,USD,1.45863396873723,1.43897095939313,1.470724038838
NHB,FL,mrh-eq,0.0862923392361006,0.0850172391088856,0.0864248001248584
NHW,CED,MJ,2.77019750247081,2.78021433745876,2.74577985993704
NHW,Food_price,USD,1.53278033878359,1.53792890183024,1.50573913127416
NHW,FL,mrh-eq,0.0942213784045298,0.0946617222517412,0.093255945322974
OTH,CED,MJ,2.31225531254108,2.31472221632383,2.31617533402455
OTH,Food_price,USD,1.20850688946705,1.21229940430473,1.22196524344718
OTH,FL,mrh-eq,0.0804046905173557,0.0810614322207472,0.080881669397448
