race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,-0.262910284375851,-0.271442472938756,-0.258455850895517
HIS,Food_price,USD,-0.171113311721482,-0.170416450673631,-0.162704666392255
HIS,FL,mrh-eq,-0.00882224804928729,-0.00909455516911895,-0.00858740320740112
NHB,CED,MJ,-0.308865335107356,-0.299838321729407,-0.309917602683794
NHB,Food_price,USD,-0.246477984099194,-0.240930783560008,-0.250461445492936
NHB,FL,mrh-eq,-0.0104564581169121,-0.0101339493745356,-0.0105176454937674
NHW,CED,MJ,-0.332178630021863,-0.335257005436075,-0.324725171024447
NHW,Food_price,USD,-0.22956014378558,-0.230873837689331,-0.220452802999445
NHW,FL,mrh-eq,-0.0112773285444589,-0.0114096399742224,-0.0109744015462397
OTH,CED,MJ,-0.219577779031681,-0.22243593413516,-0.221447652049425
OTH,Food_price,USD,-0.135222458804034,-0.136450139654607,-0.139228448569278
OTH,FL,mrh-eq,-0.00736964500388045,-0.00763985939971022,-0.00752176311070677
