age_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,added_sugar,CED,MJ,-0.303646603075066,-0.286373572679627,-0.298894986706781
20-34,added_sugar,Food_price,USD,-0.582544091426933,-0.547837188489696,-0.578825436831647
20-34,added_sugar,FL,mrh-eq,-0.0128131431938664,-0.0121377305799269,-0.0126298365740795
20-34,oil,CED,MJ,-0.00299909899730477,-0.000420498406462194,-0.00269391169017887
20-34,oil,Food_price,USD,-0.00128448357719811,-0.00208379270182914,-0.0035857017452271
20-34,oil,FL,mrh-eq,-0.00016328690798254,-2.88351906939923e-05,-0.000144638262197794
20-34,sat_fat,CED,MJ,-0.796799243679236,-0.791777336094546,-0.813581091796555
20-34,sat_fat,Food_price,USD,-0.0956246466574818,-0.095300748744608,-0.096703684140619
20-34,sat_fat,FL,mrh-eq,-0.0213508590011286,-0.0212288329994344,-0.0217914429312905
35-44,added_sugar,CED,MJ,-0.354922840769453,-0.342064837461276,-0.329649193920241
35-44,added_sugar,Food_price,USD,-0.60646840355866,-0.593000947577063,-0.575457020746572
35-44,added_sugar,FL,mrh-eq,-0.0159523099316594,-0.0153244572633599,-0.0148203726261945
35-44,oil,CED,MJ,-0.00134827560165119,-0.000909620752087009,7.32608173695144e-05
35-44,oil,Food_price,USD,0.00157292907264843,0.00156074273047655,0.00287411577226667
35-44,oil,FL,mrh-eq,-4.6604880689338e-05,-1.88169737683212e-05,2.87438880857574e-05
35-44,sat_fat,CED,MJ,-0.833507377928557,-0.864899354318121,-0.80304313750564
35-44,sat_fat,Food_price,USD,-0.0928450553960608,-0.0952816264537456,-0.0878585319686867
35-44,sat_fat,FL,mrh-eq,-0.0226263110341888,-0.0234829690357127,-0.0217766250010311
45-54,added_sugar,CED,MJ,-0.358336804302513,-0.366014251102282,-0.319759266974147
45-54,added_sugar,Food_price,USD,-0.586183800816473,-0.601763564454621,-0.526664639910873
45-54,added_sugar,FL,mrh-eq,-0.0161190994618605,-0.0164983230099459,-0.0144007058213751
45-54,oil,CED,MJ,-0.00718730989923522,-0.00517398451904573,0.00296906738528892
45-54,oil,Food_price,USD,-0.00448391682103977,-0.00507824718706599,0.00260072964925743
45-54,oil,FL,mrh-eq,-0.000388379526637916,-0.00029398539504417,0.000170566246557435
45-54,sat_fat,CED,MJ,-0.803756133310628,-0.821731886176805,-0.792055432032865
45-54,sat_fat,Food_price,USD,-0.0916501110090184,-0.0932080173855065,-0.09073475552531
45-54,sat_fat,FL,mrh-eq,-0.0217872083794212,-0.0223087707813588,-0.0214885117684788
55-64,added_sugar,CED,MJ,-0.328544557334204,-0.367963577873087,-0.323190248258456
55-64,added_sugar,Food_price,USD,-0.537956174456233,-0.574139714079797,-0.520019907578013
55-64,added_sugar,FL,mrh-eq,-0.0153818336307108,-0.0172717578052618,-0.0151147284111107
55-64,oil,CED,MJ,-0.00770583878121442,-0.0123406304232948,-0.0149597251467452
55-64,oil,Food_price,USD,-0.00625664632075603,-0.0136891329085789,-0.0131008074921236
55-64,oil,FL,mrh-eq,-0.000399963055683763,-0.000641355250801076,-0.000778454710089157
55-64,sat_fat,CED,MJ,-0.843399974737518,-0.874123065177171,-0.852719011856425
55-64,sat_fat,Food_price,USD,-0.091073921917025,-0.0940037781141438,-0.0919914024572921
55-64,sat_fat,FL,mrh-eq,-0.0230210541159649,-0.0238949735946574,-0.0233065473680016
65-74,added_sugar,CED,MJ,-0.289231145405603,-0.317199376636976,-0.298459358015582
65-74,added_sugar,Food_price,USD,-0.458010913998472,-0.494006485823744,-0.47265452777641
65-74,added_sugar,FL,mrh-eq,-0.0141842552626141,-0.0156007347881288,-0.0146427414545803
65-74,oil,CED,MJ,-0.0127968910201722,-0.0155480236627003,-0.0172512413331051
65-74,oil,Food_price,USD,-0.0167626831621775,-0.0131695327924962,-0.0150709245434823
65-74,oil,FL,mrh-eq,-0.000616284368648369,-0.000754786952356182,-0.000835636437288112
65-74,sat_fat,CED,MJ,-0.941393592499215,-0.899614029716324,-0.925650450922815
65-74,sat_fat,Food_price,USD,-0.108663885264684,-0.103593595986353,-0.10743551214393
65-74,sat_fat,FL,mrh-eq,-0.0255723310426049,-0.0244379964992839,-0.0251373023536303
75+,added_sugar,CED,MJ,-0.351509517770044,-0.33572823486387,-0.352831929219828
75+,added_sugar,Food_price,USD,-0.562219877468976,-0.53587865378228,-0.559313350435889
75+,added_sugar,FL,mrh-eq,-0.0185206248780801,-0.0177042597227933,-0.0185828150807027
75+,oil,CED,MJ,-0.000726448322303104,0.00297563687857844,-0.000143733174953578
75+,oil,Food_price,USD,0.00133656977421835,0.00124277357102037,0.000272790305984663
75+,oil,FL,mrh-eq,-3.55789906039894e-05,0.000149544413848238,-2.99342906707538e-06
75+,sat_fat,CED,MJ,-1.0049594291304,-0.955742406667977,-0.97116433023014
75+,sat_fat,Food_price,USD,-0.115469962489057,-0.108782646711142,-0.111120181190937
75+,sat_fat,FL,mrh-eq,-0.0267030501168381,-0.0254064642824941,-0.0257982523942065
