sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,1.46615682382265,1.46615682382265,1.46615682382265
Female,HIS,Food_price,USD,0.738721206349291,0.738721206349291,0.738721206349291
Female,HIS,FL,mrh-eq,0.0522834068155576,0.0522834068155576,0.0522834068155576
Female,NHB,CED,MJ,1.40249759622636,1.40249759622636,1.40249759622636
Female,NHB,Food_price,USD,0.739599669140465,0.739599669140465,0.739599669140465
Female,NHB,FL,mrh-eq,0.0485515799174139,0.0485515799174139,0.0485515799174139
Female,NHW,CED,MJ,1.47034481169658,1.47034481169658,1.47034481169658
Female,NHW,Food_price,USD,0.821190410657385,0.821190410657385,0.821190410657385
Female,NHW,FL,mrh-eq,0.0521997593407115,0.0521997593407115,0.0521997593407115
Female,OTH,CED,MJ,1.43904563448737,1.43904563448737,1.43904563448737
Female,OTH,Food_price,USD,0.82689908269375,0.82689908269375,0.82689908269375
Female,OTH,FL,mrh-eq,0.0521467206545602,0.0521467206545602,0.0521467206545602
Male,HIS,CED,MJ,1.47105569824178,1.47105569824178,1.47105569824178
Male,HIS,Food_price,USD,0.725583034084449,0.725583034084449,0.725583034084449
Male,HIS,FL,mrh-eq,0.051487362979881,0.051487362979881,0.051487362979881
Male,NHB,CED,MJ,1.42885081265512,1.42885081265512,1.42885081265512
Male,NHB,Food_price,USD,0.644421380019136,0.644421380019136,0.644421380019136
Male,NHB,FL,mrh-eq,0.0492431426164923,0.0492431426164923,0.0492431426164923
Male,NHW,CED,MJ,1.4934248063721,1.4934248063721,1.4934248063721
Male,NHW,Food_price,USD,0.810096928446279,0.810096928446279,0.810096928446279
Male,NHW,FL,mrh-eq,0.0528191345939895,0.0528191345939895,0.0528191345939895
Male,OTH,CED,MJ,1.44282033074994,1.44282033074994,1.44282033074994
Male,OTH,Food_price,USD,0.718587879550833,0.718587879550833,0.718587879550833
Male,OTH,FL,mrh-eq,0.0529229551804622,0.0529229551804622,0.0529229551804622
