age_gp,sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,CED,MJ,-28.5029394724439,-30.7357674122149,-30.1059366723852
20-34,Female,HIS,Food_price,USD,-28.5029394724439,-30.7357674122149,-30.1059366723852
20-34,Female,HIS,FL,mrh-eq,-28.5029394724439,-30.7357674122149,-30.1059366723852
20-34,Female,NHB,CED,MJ,-39.2795001840263,-36.6149885849626,-38.6613017502302
20-34,Female,NHB,Food_price,USD,-39.2795001840263,-36.6149885849626,-38.6613017502302
20-34,Female,NHB,FL,mrh-eq,-39.2795001840263,-36.6149885849626,-38.6613017502302
20-34,Female,NHW,CED,MJ,-32.0547050941735,-32.1436852214183,-33.769160847425
20-34,Female,NHW,Food_price,USD,-32.0547050941735,-32.1436852214183,-33.769160847425
20-34,Female,NHW,FL,mrh-eq,-32.0547050941735,-32.1436852214183,-33.769160847425
20-34,Female,OTH,CED,MJ,-28.1375969906679,-26.0934557471652,-24.4852887683771
20-34,Female,OTH,Food_price,USD,-28.1375969906679,-26.0934557471652,-24.4852887683771
20-34,Female,OTH,FL,mrh-eq,-28.1375969906679,-26.0934557471652,-24.4852887683771
20-34,Male,HIS,CED,MJ,-22.1054662907998,-19.1312150361322,-20.6408148780645
20-34,Male,HIS,Food_price,USD,-22.1054662907998,-19.1312150361322,-20.6408148780645
20-34,Male,HIS,FL,mrh-eq,-22.1054662907998,-19.1312150361322,-20.6408148780645
20-34,Male,NHB,CED,MJ,-29.5558138586979,-25.2424278715996,-28.5602822326269
20-34,Male,NHB,Food_price,USD,-29.5558138586979,-25.2424278715996,-28.5602822326269
20-34,Male,NHB,FL,mrh-eq,-29.5558138586979,-25.2424278715996,-28.5602822326269
20-34,Male,NHW,CED,MJ,-23.7159705797133,-22.7689654320163,-23.5064061965767
20-34,Male,NHW,Food_price,USD,-23.7159705797133,-22.7689654320163,-23.5064061965767
20-34,Male,NHW,FL,mrh-eq,-23.7159705797133,-22.7689654320163,-23.5064061965767
20-34,Male,OTH,CED,MJ,-20.2803368783854,-17.8423171195545,-20.5817682317561
20-34,Male,OTH,Food_price,USD,-20.2803368783854,-17.8423171195545,-20.5817682317561
20-34,Male,OTH,FL,mrh-eq,-20.2803368783854,-17.8423171195545,-20.5817682317561
35-44,Female,HIS,CED,MJ,-25.5858904462665,-24.2521152013494,-22.0321352251452
35-44,Female,HIS,Food_price,USD,-25.5858904462665,-24.2521152013494,-22.0321352251452
35-44,Female,HIS,FL,mrh-eq,-25.5858904462665,-24.2521152013494,-22.0321352251452
35-44,Female,NHB,CED,MJ,-36.2571437917467,-37.7891311854246,-35.2601799086681
35-44,Female,NHB,Food_price,USD,-36.2571437917467,-37.7891311854246,-35.2601799086681
35-44,Female,NHB,FL,mrh-eq,-36.2571437917467,-37.7891311854246,-35.2601799086681
35-44,Female,NHW,CED,MJ,-37.5476107332343,-37.0436534464082,-36.7041838076472
35-44,Female,NHW,Food_price,USD,-37.5476107332343,-37.0436534464082,-36.7041838076472
35-44,Female,NHW,FL,mrh-eq,-37.5476107332343,-37.0436534464082,-36.7041838076472
35-44,Female,OTH,CED,MJ,-31.6937241235999,-28.1077521779459,-30.7107602704454
35-44,Female,OTH,Food_price,USD,-31.6937241235999,-28.1077521779459,-30.7107602704454
35-44,Female,OTH,FL,mrh-eq,-31.6937241235999,-28.1077521779459,-30.7107602704454
35-44,Male,HIS,CED,MJ,-17.7254055656335,-21.587056508627,-18.1895812793785
35-44,Male,HIS,Food_price,USD,-17.7254055656335,-21.587056508627,-18.1895812793785
35-44,Male,HIS,FL,mrh-eq,-17.7254055656335,-21.587056508627,-18.1895812793785
35-44,Male,NHB,CED,MJ,-27.6592754376986,-25.8422179153119,-26.4039058210271
35-44,Male,NHB,Food_price,USD,-27.6592754376986,-25.8422179153119,-26.4039058210271
35-44,Male,NHB,FL,mrh-eq,-27.6592754376986,-25.8422179153119,-26.4039058210271
35-44,Male,NHW,CED,MJ,-32.4782485454042,-32.1992559350887,-28.4267865871219
35-44,Male,NHW,Food_price,USD,-32.4782485454042,-32.1992559350887,-28.4267865871219
35-44,Male,NHW,FL,mrh-eq,-32.4782485454042,-32.1992559350887,-28.4267865871219
35-44,Male,OTH,CED,MJ,-13.5057930236107,-17.3581960346627,-15.4998220034275
35-44,Male,OTH,Food_price,USD,-13.5057930236107,-17.3581960346627,-15.4998220034275
35-44,Male,OTH,FL,mrh-eq,-13.5057930236107,-17.3581960346627,-15.4998220034275
45-54,Female,HIS,CED,MJ,-25.9978313421874,-27.3860790549864,-24.4658521400873
45-54,Female,HIS,Food_price,USD,-25.9978313421874,-27.3860790549864,-24.4658521400873
45-54,Female,HIS,FL,mrh-eq,-25.9978313421874,-27.3860790549864,-24.4658521400873
45-54,Female,NHB,CED,MJ,-38.4468703400677,-33.7138153436464,-39.1761068948416
45-54,Female,NHB,Food_price,USD,-38.4468703400677,-33.7138153436464,-39.1761068948416
45-54,Female,NHB,FL,mrh-eq,-38.4468703400677,-33.7138153436464,-39.1761068948416
45-54,Female,NHW,CED,MJ,-36.9457000582268,-37.0493644171965,-29.1639162111548
45-54,Female,NHW,Food_price,USD,-36.9457000582268,-37.0493644171965,-29.1639162111548
45-54,Female,NHW,FL,mrh-eq,-36.9457000582268,-37.0493644171965,-29.1639162111548
45-54,Female,OTH,CED,MJ,-26.2027059998503,-22.1889956300775,-25.6835308392023
45-54,Female,OTH,Food_price,USD,-26.2027059998503,-22.1889956300775,-25.6835308392023
45-54,Female,OTH,FL,mrh-eq,-26.2027059998503,-22.1889956300775,-25.6835308392023
45-54,Male,HIS,CED,MJ,-18.7173295127053,-22.4342459164818,-19.8677340079196
45-54,Male,HIS,Food_price,USD,-18.7173295127053,-22.4342459164818,-19.8677340079196
45-54,Male,HIS,FL,mrh-eq,-18.7173295127053,-22.4342459164818,-19.8677340079196
45-54,Male,NHB,CED,MJ,-27.9025275048502,-27.9097124343553,-29.9833650730541
45-54,Male,NHB,Food_price,USD,-27.9025275048502,-27.9097124343553,-29.9833650730541
45-54,Male,NHB,FL,mrh-eq,-27.9025275048502,-27.9097124343553,-29.9833650730541
45-54,Male,NHW,CED,MJ,-30.8043134839496,-30.9906975809696,-28.8613922005333
45-54,Male,NHW,Food_price,USD,-30.8043134839496,-30.9906975809696,-28.8613922005333
45-54,Male,NHW,FL,mrh-eq,-30.8043134839496,-30.9906975809696,-28.8613922005333
45-54,Male,OTH,CED,MJ,-14.3550878584341,-20.2793155963525,-16.5672987612154
45-54,Male,OTH,Food_price,USD,-14.3550878584341,-20.2793155963525,-16.5672987612154
45-54,Male,OTH,FL,mrh-eq,-14.3550878584341,-20.2793155963525,-16.5672987612154
55-64,Female,HIS,CED,MJ,-26.5103214295438,-27.3083671689627,-25.5950477720093
55-64,Female,HIS,Food_price,USD,-26.5103214295438,-27.3083671689627,-25.5950477720093
55-64,Female,HIS,FL,mrh-eq,-26.5103214295438,-27.3083671689627,-25.5950477720093
55-64,Female,NHB,CED,MJ,-34.5470674054784,-34.5078242611314,-37.3987096670946
55-64,Female,NHB,Food_price,USD,-34.5470674054784,-34.5078242611314,-37.3987096670946
55-64,Female,NHB,FL,mrh-eq,-34.5470674054784,-34.5078242611314,-37.3987096670946
55-64,Female,NHW,CED,MJ,-34.3825316332039,-38.5043285123163,-35.6588323747878
55-64,Female,NHW,Food_price,USD,-34.3825316332039,-38.5043285123163,-35.6588323747878
55-64,Female,NHW,FL,mrh-eq,-34.3825316332039,-38.5043285123163,-35.6588323747878
55-64,Female,OTH,CED,MJ,-27.0637305996648,-25.385070663847,-32.2846711494295
55-64,Female,OTH,Food_price,USD,-27.0637305996648,-25.385070663847,-32.2846711494295
