age_gp,sex_gp,outcome,outcome_unit,X1,X2,X3
20-34,Female,CED,MJ,-0.298694397529676,-0.297399610274021,-0.307875994042705
20-34,Female,Food_price,USD,-0.243746675883314,-0.240634792623892,-0.247064748626328
20-34,Female,FL,mrh-eq,-0.00996682139321857,-0.00996581830034749,-0.0102226384439193
20-34,Male,CED,MJ,-0.272182024096399,-0.259080559251439,-0.26727008683954
20-34,Male,Food_price,USD,-0.194711161780638,-0.174779440435161,-0.190203359280245
20-34,Male,FL,mrh-eq,-0.00853490154711208,-0.00799372735101069,-0.00834913950307485
35-44,Female,CED,MJ,-0.315719298423421,-0.30991948416941,-0.307773573387778
35-44,Female,Food_price,USD,-0.231358404154485,-0.213115451596869,-0.220760279616049
35-44,Female,FL,mrh-eq,-0.0110750508897868,-0.0106499869952851,-0.0106557215482211
35-44,Male,CED,MJ,-0.310863925687392,-0.323134482649586,-0.285877967625387
35-44,Male,Food_price,USD,-0.22018692823388,-0.231409318898624,-0.206913354529537
35-44,Male,FL,mrh-eq,-0.0101885571905344,-0.0106091238708011,-0.00939205630602334
45-54,Female,CED,MJ,-0.330725641516365,-0.322362694171335,-0.29078010058109
45-54,Female,Food_price,USD,-0.245546093796047,-0.251228076074384,-0.20966403542289
45-54,Female,FL,mrh-eq,-0.011404866027902,-0.0112017079467156,-0.00987986776429403
45-54,Male,CED,MJ,-0.281165573409763,-0.304641912292848,-0.288763955629556
45-54,Male,Food_price,USD,-0.191518662326287,-0.197417211886815,-0.185502325019713
45-54,Male,FL,mrh-eq,-0.00955921018233182,-0.0102919897463629,-0.00967930401196111
55-64,Female,CED,MJ,-0.323492888814214,-0.333122862447424,-0.323305373916708
55-64,Female,Food_price,USD,-0.222513462607787,-0.235432606067672,-0.230684382252627
55-64,Female,FL,mrh-eq,-0.0111272468346576,-0.0116574945141673,-0.0112780340681322
55-64,Male,CED,MJ,-0.294915204343684,-0.330570871914639,-0.299673897867859
55-64,Male,Food_price,USD,-0.183068564195007,-0.198695844079722,-0.164178880154456
55-64,Male,FL,mrh-eq,-0.0101435498795081,-0.0114581436955035,-0.0100930201246995
65-74,Female,CED,MJ,-0.326671079097318,-0.324941906130454,-0.324048771284154
65-74,Female,Food_price,USD,-0.194375923968055,-0.203352455188748,-0.195513189150365
65-74,Female,FL,mrh-eq,-0.0111633289137464,-0.0113434995597034,-0.0110594869857961
65-74,Male,CED,MJ,-0.310478161106247,-0.312729600807333,-0.313441228904198
65-74,Male,Food_price,USD,-0.168083520969338,-0.179871077210176,-0.175998643825473
65-74,Male,FL,mrh-eq,-0.0104746010277337,-0.0107700199061964,-0.0107714553058462
75+,Female,CED,MJ,-0.337490950461226,-0.324215539667097,-0.338029738555312
75+,Female,Food_price,USD,-0.230975773294046,-0.227092714731003,-0.231151787042195
75+,Female,FL,mrh-eq,-0.0124161600478521,-0.0119826360013733,-0.0124637687499406
75+,Male,CED,MJ,-0.343274687194987,-0.321998929891806,-0.325447305636626
75+,Male,Food_price,USD,-0.191472161082905,-0.172464539899963,-0.187010360050412
75+,Male,FL,mrh-eq,-0.0117224757197647,-0.0109247430898044,-0.0112146273796978
