sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
Female,HIS,added_sugar,CED,MJ,0.387620402862139,0.386063542291475,0.375033838292409
Female,HIS,added_sugar,Food_price,USD,0.602209275530544,0.585775143222519,0.575311119894628
Female,HIS,added_sugar,FL,mrh-eq,0.018422206102722,0.0183134976603525,0.0177993757575317
Female,HIS,oil,CED,MJ,0.251503704287248,0.257206722287213,0.247978793917429
Female,HIS,oil,Food_price,USD,0.177832114879116,0.183634665917846,0.176086500550834
Female,HIS,oil,FL,mrh-eq,0.0127715073303116,0.0130703777662592,0.0126055577955574
Female,HIS,sat_fat,CED,MJ,1.25925162455181,1.2719486929441,1.27418150613165
Female,HIS,sat_fat,Food_price,USD,0.156007442430265,0.158138989366951,0.157928078573688
Female,HIS,sat_fat,FL,mrh-eq,0.0339465821590916,0.0342933059503745,0.0343537648823384
Female,NHB,added_sugar,CED,MJ,0.473350655088667,0.469104598050733,0.477350691660052
Female,NHB,added_sugar,Food_price,USD,0.795098569562045,0.790512834677622,0.797971590678414
Female,NHB,added_sugar,FL,mrh-eq,0.0204374476567895,0.0202968913463798,0.0206355209402691
Female,NHB,oil,CED,MJ,0.289306234542983,0.28171920203705,0.288291425756644
Female,NHB,oil,Food_price,USD,0.172892656565335,0.167384215739456,0.175468772705076
Female,NHB,oil,FL,mrh-eq,0.014383943724504,0.0140071214241392,0.0143196721970046
Female,NHB,sat_fat,CED,MJ,1.18875873013136,1.18576337738354,1.20756503912993
Female,NHB,sat_fat,Food_price,USD,0.141194511044892,0.140336978403123,0.142496799203818
Female,NHB,sat_fat,FL,mrh-eq,0.0312707724760968,0.0311997748984017,0.0317579378590906
Female,NHW,added_sugar,CED,MJ,0.416150831435608,0.423052173101032,0.407639105375864
Female,NHW,added_sugar,Food_price,USD,0.745274217195898,0.755640890298551,0.738386550421849
Female,NHW,added_sugar,FL,mrh-eq,0.0198447004808701,0.0201718186390443,0.0194684156186035
Female,NHW,oil,CED,MJ,0.267753217498637,0.269496503645093,0.266132181701924
Female,NHW,oil,Food_price,USD,0.210160955080729,0.212304268421091,0.208896333294733
Female,NHW,oil,FL,mrh-eq,0.013724164410735,0.0138249115803557,0.0136343547007548
Female,NHW,sat_fat,CED,MJ,1.46417172645067,1.44671980382177,1.45195535454584
Female,NHW,sat_fat,Food_price,USD,0.163533527349671,0.160680539600295,0.161710067126708
Female,NHW,sat_fat,FL,mrh-eq,0.0389758751927518,0.0385103577478841,0.0386396419177698
Female,OTH,added_sugar,CED,MJ,0.349075381696008,0.343307614641187,0.343008962823251
Female,OTH,added_sugar,Food_price,USD,0.601055157438871,0.581126282686669,0.592739606074989
Female,OTH,added_sugar,FL,mrh-eq,0.0169091698279399,0.0167093275182609,0.0166594775077739
Female,OTH,oil,CED,MJ,0.276725628659522,0.27311850039292,0.28565828550079
Female,OTH,oil,Food_price,USD,0.213189041895313,0.211834832979136,0.218172868175242
Female,OTH,oil,FL,mrh-eq,0.0148433279025153,0.0146189417816136,0.0153085233383457
Female,OTH,sat_fat,CED,MJ,1.24250567060616,1.19828195146247,1.21649320228908
Female,OTH,sat_fat,Food_price,USD,0.170363992745285,0.16384759625238,0.169703356596929
Female,OTH,sat_fat,FL,mrh-eq,0.0326305343690211,0.0314726805507601,0.0319431086317032
Male,HIS,added_sugar,CED,MJ,0.355962319249293,0.366750152487164,0.35180915987862
Male,HIS,added_sugar,Food_price,USD,0.561997706909673,0.573296948941043,0.557838928156711
Male,HIS,added_sugar,FL,mrh-eq,0.0148809435518345,0.0154088455311064,0.0146438919874845
Male,HIS,oil,CED,MJ,0.219913717076483,0.211492309594844,0.2187464769879
Male,HIS,oil,Food_price,USD,0.143677203883838,0.138697377967732,0.141816215769719
Male,HIS,oil,FL,mrh-eq,0.0111015257115923,0.0106731712140304,0.011036961283447
Male,HIS,sat_fat,CED,MJ,1.20433224742986,1.23200616354403,1.19125691615036
Male,HIS,sat_fat,Food_price,USD,0.130072837253163,0.131481218391191,0.127195473182859
Male,HIS,sat_fat,FL,mrh-eq,0.0333878544936234,0.0341586606122685,0.0330257259933283
Male,NHB,added_sugar,CED,MJ,0.427271650495079,0.413235881913142,0.432473001121382
Male,NHB,added_sugar,Food_price,USD,0.67878853995021,0.66572753019346,0.693108003412726
Male,NHB,added_sugar,FL,mrh-eq,0.0173852140316771,0.0168138423306773,0.017601870400088
Male,NHB,oil,CED,MJ,0.246147959875477,0.240630513461076,0.244885941029034
Male,NHB,oil,Food_price,USD,0.0939039824946982,0.0908685781671356,0.0921173150249818
Male,NHB,oil,FL,mrh-eq,0.0120511692699397,0.0117792953138632,0.0119906790723519
Male,NHB,sat_fat,CED,MJ,1.19207791441403,1.17140460635295,1.1642812000166
Male,NHB,sat_fat,Food_price,USD,0.122089556915678,0.120240333286111,0.119303684223562
Male,NHB,sat_fat,FL,mrh-eq,0.0324699756259571,0.0319197836264273,0.0317197335018721
Male,NHW,added_sugar,CED,MJ,0.403702749072086,0.402462461117671,0.387802543137906
Male,NHW,added_sugar,Food_price,USD,0.70200386217264,0.694228845267346,0.672971449336156
Male,NHW,added_sugar,FL,mrh-eq,0.0181618035815964,0.0181331804580963,0.0174823522835604
Male,NHW,oil,CED,MJ,0.242173271141044,0.242779472664694,0.24408350630542
Male,NHW,oil,Food_price,USD,0.179958154033677,0.182369815484162,0.182616070665616
Male,NHW,oil,FL,mrh-eq,0.0122365349887219,0.0122552668817398,0.0123189241686629
Male,NHW,sat_fat,CED,MJ,1.37640572406602,1.40098416633005,1.37924742221839
Male,NHW,sat_fat,Food_price,USD,0.152716227694354,0.155626374331965,0.152561846434588
Male,NHW,sat_fat,FL,mrh-eq,0.0378951037368687,0.0385863772533853,0.0379806715524899
Male,OTH,added_sugar,CED,MJ,0.27353483078467,0.300652725466962,0.293155922039853
Male,OTH,added_sugar,Food_price,USD,0.437231662069376,0.462756663453666,0.460098479206021
Male,OTH,added_sugar,FL,mrh-eq,0.0135079633938771,0.0150205967819874,0.014433118836853
Male,OTH,oil,CED,MJ,0.241912126420784,0.24691646796026,0.240913087572838
Male,OTH,oil,Food_price,USD,0.148751301070214,0.152823374436181,0.148591668978101
Male,OTH,oil,FL,mrh-eq,0.0124931420136662,0.0127609644104481,0.0124427101236237
Male,OTH,sat_fat,CED,MJ,1.12015266532289,1.1417576718805,1.12920860680768
Male,OTH,sat_fat,Food_price,USD,0.150663662028237,0.15451569853391,0.151083796163321
Male,OTH,sat_fat,FL,mrh-eq,0.030719024292023,0.0313274161396922,0.0309795891469671
