sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,-0.777265407237737,-0.79410863305933,-0.776083813878028
Female,HIS,Food_price,USD,-0.397077208490777,-0.388577174158169,-0.370354074670002
Female,HIS,FL,mrh-eq,-0.0252179040078022,-0.0257547897926631,-0.0248363068511043
Female,NHB,CED,MJ,-0.880508582085681,-0.865680139793991,-0.902300118869295
Female,NHB,Food_price,USD,-0.577554355998046,-0.566602647645975,-0.584305781413084
Female,NHB,FL,mrh-eq,-0.028990780052216,-0.0284024038637464,-0.02961174719119
Female,NHW,CED,MJ,-1.01739321944398,-1.00858592462697,-0.995044085682695
Female,NHW,Food_price,USD,-0.522565185164282,-0.532222183857922,-0.512589436381274
Female,NHW,FL,mrh-eq,-0.0325243119159271,-0.0324866597988545,-0.0317219840686984
Female,OTH,CED,MJ,-0.759038557947401,-0.705439943482287,-0.735892327598836
Female,OTH,Food_price,USD,-0.382394586446969,-0.354595106285686,-0.37840222521466
Female,OTH,FL,mrh-eq,-0.0243157812145841,-0.0227336989657425,-0.0238438585929307
Male,HIS,CED,MJ,-0.669480875602195,-0.699521217472594,-0.651085144863436
Male,HIS,Food_price,USD,-0.31258946459131,-0.320317261844602,-0.303692333653925
Male,HIS,FL,mrh-eq,-0.0203086471934396,-0.0211790007937947,-0.0196449027006493
Male,NHB,CED,MJ,-0.785548823333193,-0.74532230027577,-0.761691440715626
Male,NHB,Food_price,USD,-0.440644919292722,-0.422699281578842,-0.450391842593405
Male,NHB,FL,mrh-eq,-0.0245272155740333,-0.0231337779174272,-0.0239331396207715
Male,NHW,CED,MJ,-0.890895854239002,-0.914840210072274,-0.879747581621576
Male,NHW,Food_price,USD,-0.449343794057804,-0.446890585240606,-0.422814916593494
Male,NHW,FL,mrh-eq,-0.0282024377233366,-0.028883820009371,-0.0276909434208628
Male,OTH,CED,MJ,-0.54264554422105,-0.596372787000426,-0.570323538113074
Male,OTH,Food_price,USD,-0.216358269808089,-0.249807381064019,-0.239485588987706
Male,OTH,FL,mrh-eq,-0.0166259416949132,-0.0190147893274747,-0.0177612301027907
