sex_gp,race_gp,outcome,outcome_unit,X1,X2,X3
Female,HIS,CED,MJ,0.619241138263108,0.623676152272137,0.616767168179135
Female,HIS,Food_price,USD,0.386762887317272,0.38030221532478,0.37341787404047
Female,HIS,FL,mrh-eq,0.0219179418942159,0.0220340844053677,0.0216957299793566
Female,NHB,CED,MJ,0.650655011419598,0.646181902752428,0.657737109629992
Female,NHB,Food_price,USD,0.481464899822586,0.477786756819725,0.483691393895856
Female,NHB,FL,mrh-eq,0.0225259640286063,0.0223603686585293,0.022748873632866
Female,NHW,CED,MJ,0.680552817227585,0.679453285786333,0.672319306246545
Female,NHW,Food_price,USD,0.467506699635501,0.47240057013858,0.463234249522243
Female,NHW,FL,mrh-eq,0.0238949074224663,0.0239491949094024,0.0235872599201668
Female,OTH,CED,MJ,0.577667353019938,0.561727677457512,0.568787821526341
Female,OTH,Food_price,USD,0.394773995754717,0.382487147885152,0.391237497362515
Female,OTH,FL,mrh-eq,0.0206141627474308,0.020144839081409,0.0203792604353458
Male,HIS,CED,MJ,0.611728327328216,0.624439708556243,0.605253785114223
Male,HIS,Food_price,USD,0.357319779302917,0.362502110392538,0.353946319184271
Male,HIS,FL,mrh-eq,0.0204985488991882,0.0209301467640355,0.0202508182416562
Male,NHB,CED,MJ,0.645422428623584,0.630883366507014,0.639176185921286
Male,NHB,Food_price,USD,0.404058842318813,0.39624933352115,0.410168937912801
Male,NHB,FL,mrh-eq,0.0215708444617852,0.0210584076882383,0.0214362831666355
Male,NHW,CED,MJ,0.684808393970036,0.69239903655182,0.678197414969535
Male,NHW,Food_price,USD,0.440109787529354,0.437556781221221,0.425780616961761
Male,NHW,FL,mrh-eq,0.0235321376304554,0.0237487173045061,0.0232343089209997
Male,OTH,CED,MJ,0.540647148906922,0.562625031579445,0.553450500869076
Male,OTH,Food_price,USD,0.298058871408483,0.313032505818563,0.309736508042248
Male,OTH,FL,mrh-eq,0.0190134137476154,0.0200358301672236,0.0195591796697006
