age_gp,sex_gp,race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
20-34,Female,HIS,added_sugar,CED,MJ,-0.111736629414943,-0.12075923008566,-0.115804955711711
20-34,Female,HIS,added_sugar,Food_price,USD,-0.174096245922997,-0.186175908797153,-0.176706000887618
20-34,Female,HIS,added_sugar,FL,mrh-eq,-0.00484339715445849,-0.00523449574623791,-0.00501974505498445
20-34,Female,HIS,oil,CED,MJ,-0.00163840032719015,-0.00205848106107869,-0.00174104709162521
20-34,Female,HIS,oil,Food_price,USD,-0.000394614514805375,-0.000888704894038605,-0.00111019130765175
20-34,Female,HIS,oil,FL,mrh-eq,-8.45700008385555e-05,-0.00010625348528838,-8.98683621793616e-05
20-34,Female,HIS,sat_fat,CED,MJ,-0.177929002393819,-0.189198135913861,-0.191005327717185
20-34,Female,HIS,sat_fat,Food_price,USD,-0.0275201690091236,-0.0288817246169329,-0.0289231578453358
20-34,Female,HIS,sat_fat,FL,mrh-eq,-0.00487084809830957,-0.00517934326681619,-0.00522881556554249
20-34,Female,NHB,added_sugar,CED,MJ,-0.152863828569396,-0.142871965896753,-0.148029171659207
20-34,Female,NHB,added_sugar,Food_price,USD,-0.281254656523937,-0.267904659570742,-0.270195559489432
20-34,Female,NHB,added_sugar,FL,mrh-eq,-0.00600875633137946,-0.00561599717665727,-0.00581871611329112
20-34,Female,NHB,oil,CED,MJ,-0.00959946659464735,-0.00762045888014176,-0.00754197783576051
20-34,Female,NHB,oil,Food_price,USD,-0.00736492477718162,-0.00563048169180418,-0.00536138016237164
20-34,Female,NHB,oil,FL,mrh-eq,-0.000494519779368202,-0.000392570525344965,-0.000388527547709767
20-34,Female,NHB,sat_fat,CED,MJ,-0.168138675579172,-0.165711191063329,-0.182066559972586
20-34,Female,NHB,sat_fat,Food_price,USD,-0.0190354391948755,-0.0186514188990641,-0.0197681210672651
20-34,Female,NHB,sat_fat,FL,mrh-eq,-0.00440540960927368,-0.00434180696951446,-0.00477033478506831
20-34,Female,NHW,added_sugar,CED,MJ,-0.102657308718843,-0.109072817516351,-0.108847831622523
20-34,Female,NHW,added_sugar,Food_price,USD,-0.220615610927363,-0.226525010805108,-0.236310383429517
20-34,Female,NHW,added_sugar,FL,mrh-eq,-0.00472351886462461,-0.00501871242862297,-0.00500836026639473
20-34,Female,NHW,oil,CED,MJ,-0.00373559879308527,-0.00347827788633612,-0.00357614937679869
20-34,Female,NHW,oil,Food_price,USD,-0.00223162733716373,-0.00212694187343651,-0.00294169347193055
20-34,Female,NHW,oil,FL,mrh-eq,-0.000199148224061796,-0.000185430208709633,-0.000190647828318029
20-34,Female,NHW,sat_fat,CED,MJ,-0.19512672567755,-0.189429668331627,-0.20722435947287
20-34,Female,NHW,sat_fat,Food_price,USD,-0.023589702518134,-0.0221700001663043,-0.024665790897727
20-34,Female,NHW,sat_fat,FL,mrh-eq,-0.00508583964643517,-0.00493734988924121,-0.00540115588705083
20-34,Female,OTH,added_sugar,CED,MJ,-0.102973638231482,-0.0807115931836795,-0.078960183002216
20-34,Female,OTH,added_sugar,Food_price,USD,-0.204473588265606,-0.149064370011207,-0.15874129436793
20-34,Female,OTH,added_sugar,FL,mrh-eq,-0.00468145921083266,-0.00366936662450755,-0.00358974279585805
20-34,Female,OTH,oil,CED,MJ,-0.00386840371026428,-0.00626267952016204,-0.00549806135731707
20-34,Female,OTH,oil,Food_price,USD,-0.0022806550404682,-0.00611445823570059,-0.00328453827680711
20-34,Female,OTH,oil,FL,mrh-eq,-0.00019799567623974,-0.000320541380770866,-0.000281406093568039
20-34,Female,OTH,sat_fat,CED,MJ,-0.153268929159147,-0.14197064398977,-0.131789856764522
20-34,Female,OTH,sat_fat,Food_price,USD,-0.0191199373608542,-0.0182740340637925,-0.0168975514511944
20-34,Female,OTH,sat_fat,FL,mrh-eq,-0.00405940423193473,-0.00376016349944058,-0.00349052025880905
20-34,Male,HIS,added_sugar,CED,MJ,-0.0954674848454578,-0.0839401874562282,-0.0971299745189371
20-34,Male,HIS,added_sugar,Food_price,USD,-0.175597055457983,-0.159096035871082,-0.178063296814836
20-34,Male,HIS,added_sugar,FL,mrh-eq,-0.00349184157896242,-0.00307021639021951,-0.00355264919923071
20-34,Male,HIS,oil,CED,MJ,0.00424133675318344,0.0080057327388469,0.00610230972738556
20-34,Male,HIS,oil,Food_price,USD,0.00243540812253796,0.00377937421942644,0.00313850561334464
20-34,Male,HIS,oil,FL,mrh-eq,0.000222205118720287,0.000419423143503793,0.000319702144948503
20-34,Male,HIS,sat_fat,CED,MJ,-0.172270247858798,-0.182408780925507,-0.167159435445773
20-34,Male,HIS,sat_fat,Food_price,USD,-0.0190792164692022,-0.0197722221455274,-0.017681411729982
20-34,Male,HIS,sat_fat,FL,mrh-eq,-0.00474938784309271,-0.00502890114438714,-0.00460848579735674
20-34,Male,NHB,added_sugar,CED,MJ,-0.130646833357084,-0.120460738167646,-0.130173542090563
20-34,Male,NHB,added_sugar,Food_price,USD,-0.22969165771518,-0.215601536432959,-0.227834795084742
20-34,Male,NHB,added_sugar,FL,mrh-eq,-0.00509442852299382,-0.00469723302626739,-0.00507597305441571
20-34,Male,NHB,oil,CED,MJ,0.000742533775230318,0.00337892673094646,4.11925521788495e-05
20-34,Male,NHB,oil,Food_price,USD,2.08742456990032e-05,0.000436127679090181,0.000227300434523261
20-34,Male,NHB,oil,FL,mrh-eq,3.66718859371564e-05,0.000166876739888152,2.03439712152428e-06
20-34,Male,NHB,sat_fat,CED,MJ,-0.17491647651176,-0.15817893717786,-0.159046026708028
20-34,Male,NHB,sat_fat,Food_price,USD,-0.0161729201440513,-0.014820147230288,-0.0146707501317963
20-34,Male,NHB,sat_fat,FL,mrh-eq,-0.00470700847074867,-0.00425660070473779,-0.00427993411417292
20-34,Male,NHW,added_sugar,CED,MJ,-0.088226586935451,-0.0748130479489243,-0.0790296421724309
20-34,Male,NHW,added_sugar,Food_price,USD,-0.169953114402698,-0.148755495963638,-0.159576903642076
20-34,Male,NHW,added_sugar,FL,mrh-eq,-0.00361925517690571,-0.00306900131235203,-0.00324197559371579
20-34,Male,NHW,oil,CED,MJ,0.00315537203839548,0.00248078106109699,0.00238665046140284
20-34,Male,NHW,oil,Food_price,USD,0.00242874659745797,0.00169475362242263,0.00137688736418014
20-34,Male,NHW,oil,FL,mrh-eq,0.000161801711839514,0.00012720991930595,0.00012238307417274
20-34,Male,NHW,sat_fat,CED,MJ,-0.19147628430731,-0.192942519307022,-0.195384770334459
20-34,Male,NHW,sat_fat,Food_price,USD,-0.021956097896497,-0.0228111691773235,-0.0224013670757548
20-34,Male,NHW,sat_fat,FL,mrh-eq,-0.00521115365801268,-0.00525105821282424,-0.0053175256890522
20-34,Male,OTH,added_sugar,CED,MJ,-0.0801913028337997,-0.0653096072949048,-0.0896173465892578
20-34,Male,OTH,added_sugar,Food_price,USD,-0.150454229976085,-0.119011566483898,-0.158776659318437
20-34,Male,OTH,added_sugar,FL,mrh-eq,-0.00342906183585996,-0.00279270536798869,-0.00383212907336297
20-34,Male,OTH,oil,CED,MJ,0.0026799135409674,0.00342112737715753,0.0034392350466569
20-34,Male,OTH,oil,Food_price,USD,0.00189320621682721,0.00253407077813355,0.00221625329130855
20-34,Male,OTH,oil,FL,mrh-eq,0.000141979388397814,0.000181248225069419,0.00018220755297367
20-34,Male,OTH,sat_fat,CED,MJ,-0.152119324484697,-0.149063038919225,-0.149132528883566
20-34,Male,OTH,sat_fat,Food_price,USD,-0.0207530699402242,-0.0216951942822563,-0.0206207395052937
20-34,Male,OTH,sat_fat,FL,mrh-eq,-0.00414447729781214,-0.00406120907278788,-0.00406310232060905
35-44,Female,HIS,added_sugar,CED,MJ,-0.105492102946472,-0.0873676221949527,-0.0889058130975329
35-44,Female,HIS,added_sugar,Food_price,USD,-0.188486565618817,-0.140207203382517,-0.157797461855869
35-44,Female,HIS,added_sugar,FL,mrh-eq,-0.0052707601650584,-0.00436519672960438,-0.00444205021066247
35-44,Female,HIS,oil,CED,MJ,0.000778493347905347,0.00174915857678462,0.00320776936595147
35-44,Female,HIS,oil,Food_price,USD,0.000680520537241767,0.000799577230962337,0.00245157143112019
35-44,Female,HIS,oil,FL,mrh-eq,3.96155242076923e-05,8.90101811764344e-05,0.000163235132723311
35-44,Female,HIS,sat_fat,CED,MJ,-0.155797805567225,-0.173067111466221,-0.15631608920328
35-44,Female,HIS,sat_fat,Food_price,USD,-0.0165067433984327,-0.0191405625291429,-0.0169346480273929
35-44,Female,HIS,sat_fat,FL,mrh-eq,-0.00416949721010017,-0.00463166240237665,-0.00418336763765018
35-44,Female,NHB,added_sugar,CED,MJ,-0.14644010004542,-0.162504668075566,-0.151739723254139
35-44,Female,NHB,added_sugar,Food_price,USD,-0.235442688484094,-0.273215569050098,-0.240210754279086
35-44,Female,NHB,added_sugar,FL,mrh-eq,-0.00611684340616359,-0.0067878648476785,-0.00633821013064242
35-44,Female,NHB,oil,CED,MJ,-0.00854163062604092,-0.00740011625661917,-0.00575563767393939
35-44,Female,NHB,oil,Food_price,USD,0,0,0
35-44,Female,NHB,oil,FL,mrh-eq,-0.000426933024857623,-0.000369877152976453,-0.000287681815065608
35-44,Female,NHB,sat_fat,CED,MJ,-0.152844358394799,-0.157584857740095,-0.155197472224426
35-44,Female,NHB,sat_fat,Food_price,USD,-0.0177949199243528,-0.0180171659971767,-0.0184345032926381
35-44,Female,NHB,sat_fat,FL,mrh-eq,-0.00404705208972409,-0.00417257224619701,-0.00410935844071777
35-44,Female,NHW,added_sugar,CED,MJ,-0.129413956245781,-0.108218984522852,-0.119914219986205
35-44,Female,NHW,added_sugar,Food_price,USD,-0.220063321269362,-0.191505241548924,-0.210193379865417
35-44,Female,NHW,added_sugar,FL,mrh-eq,-0.00606769552800968,-0.00507394926701702,-0.00562229142406567
35-44,Female,NHW,oil,CED,MJ,-0.00610052543645023,-0.00825093021668597,-0.00621529429272158
35-44,Female,NHW,oil,Food_price,USD,-0.00315274262078674,-0.00433571585398528,-0.00360323013780491
35-44,Female,NHW,oil,FL,mrh-eq,-0.000291638765829332,-0.000394439975770088,-0.000297125350214117
35-44,Female,NHW,sat_fat,CED,MJ,-0.210922600853929,-0.217916526858448,-0.21326402868092
35-44,Female,NHW,sat_fat,Food_price,USD,-0.0250626351749258,-0.0258815401286525,-0.0247377338050631
35-44,Female,NHW,sat_fat,FL,mrh-eq,-0.00559336110853693,-0.00577882987078094,-0.00565545237468346
35-44,Female,OTH,added_sugar,CED,MJ,-0.121440292229102,-0.126410508966726,-0.118129873930329
35-44,Female,OTH,added_sugar,Food_price,USD,-0.163097638078401,-0.173547377720833,-0.170129348112353
35-44,Female,OTH,added_sugar,FL,mrh-eq,-0.00614566654908784,-0.00639719175695298,-0.00597813790905556
35-44,Female,OTH,oil,CED,MJ,-0.00383829649218116,0.000781682414759716,-0.00328431777200181
35-44,Female,OTH,oil,Food_price,USD,-0.00353182266547954,0.00109874578253677,-0.00215251675034642
35-44,Female,OTH,oil,FL,mrh-eq,-0.000218955921116153,4.45911339816148e-05,-0.000187354162053843
35-44,Female,OTH,sat_fat,CED,MJ,-0.172256740534725,-0.157377523942031,-0.169474654587131
35-44,Female,OTH,sat_fat,Food_price,USD,-0.0213100373203428,-0.0192099211558365,-0.022129486139649
35-44,Female,OTH,sat_fat,FL,mrh-eq,-0.00463147628084837,-0.00423141798116881,-0.00455667418580369
35-44,Male,HIS,added_sugar,CED,MJ,-0.0816793404367429,-0.10307479714743,-0.089966117983577
35-44,Male,HIS,added_sugar,Food_price,USD,-0.135389662273518,-0.166480023746019,-0.156218754192482
35-44,Male,HIS,added_sugar,FL,mrh-eq,-0.00344805671520251,-0.00435125632224686,-0.00379787931189549
35-44,Male,HIS,oil,CED,MJ,0.0103286030624165,0.00831745704528435,0.00883885342915063
35-44,Male,HIS,oil,Food_price,USD,0.00785200238345269,0.00652001766702135,0.00776572960180379
35-44,Male,HIS,oil,FL,mrh-eq,0.000527391441157671,0.000424699800289665,0.000451322954325105
35-44,Male,HIS,sat_fat,CED,MJ,-0.189180404847597,-0.18969136822916,-0.170522722806799
35-44,Male,HIS,sat_fat,Food_price,USD,-0.0178826168596862,-0.0176165696893554,-0.0157808905067863
35-44,Male,HIS,sat_fat,FL,mrh-eq,-0.00528246550082442,-0.00529673308016204,-0.00476148891350152
35-44,Male,NHB,added_sugar,CED,MJ,-0.134540460885629,-0.125428301096293,-0.136846687944807
35-44,Male,NHB,added_sugar,Food_price,USD,-0.222682759720034,-0.215769054563206,-0.237552578847867
35-44,Male,NHB,added_sugar,FL,mrh-eq,-0.00514494225155293,-0.00479648547063771,-0.00523313434603764
35-44,Male,NHB,oil,CED,MJ,0.00381627577021154,0.00405754932097381,0.005000331721492
35-44,Male,NHB,oil,Food_price,USD,0.000292040858475169,0.00372740677295932,0.00323952809717502
35-44,Male,NHB,oil,FL,mrh-eq,0.000194339907403436,0.000206626514120916,0.000254636735459858
35-44,Male,NHB,sat_fat,CED,MJ,-0.17400110757258,-0.166662987054029,-0.165403678822661
