race_gp,outcome,outcome_unit,X1,X2,X3
HIS,CED,MJ,0.352611674085777,0.352611674085777,0.352611674085777
HIS,Food_price,USD,0.201073910965233,0.201073910965233,0.201073910965233
HIS,FL,mrh-eq,0.0123930303807182,0.0123930303807182,0.0123930303807182
NHB,CED,MJ,0.339422420834249,0.339422420834249,0.339422420834249
NHB,Food_price,USD,0.199967897238832,0.199967897238832,0.199967897238832
NHB,FL,mrh-eq,0.0116374034271587,0.0116374034271587,0.0116374034271587
NHW,CED,MJ,0.350420107482935,0.350420107482935,0.350420107482935
NHW,Food_price,USD,0.224775157141059,0.224775157141059,0.224775157141059
NHW,FL,mrh-eq,0.0124431728883253,0.0124431728883253,0.0124431728883253
OTH,CED,MJ,0.339736611389196,0.339736611389196,0.339736611389196
OTH,Food_price,USD,0.211604500935668,0.211604500935668,0.211604500935668
OTH,FL,mrh-eq,0.0124509379341465,0.0124509379341465,0.0124509379341465
