race_gp,Foodgroup,outcome,outcome_unit,X1,X2,X3
HIS,added_sugar,CED,MJ,0.273035366778202,0.273035366778202,0.273035366778202
HIS,added_sugar,Food_price,USD,0.424135669639248,0.424135669639248,0.424135669639248
HIS,added_sugar,FL,mrh-eq,0.0122218891996113,0.0122218891996113,0.0122218891996113
HIS,oil,CED,MJ,0.299231256836216,0.299231256836216,0.299231256836216
HIS,oil,Food_price,USD,0.204692944382109,0.204692944382109,0.204692944382109
HIS,oil,FL,mrh-eq,0.0151645356652245,0.0151645356652245,0.0151645356652245
HIS,sat_fat,CED,MJ,0.896315363698635,0.896315363698635,0.896315363698635
HIS,sat_fat,Food_price,USD,0.103388605293092,0.103388605293092,0.103388605293092
HIS,sat_fat,FL,mrh-eq,0.0245029043970074,0.0245029043970074,0.0245029043970074
NHB,added_sugar,CED,MJ,0.277842997535084,0.277842997535084,0.277842997535084
NHB,added_sugar,Food_price,USD,0.454852692401669,0.454852692401669,0.454852692401669
NHB,added_sugar,FL,mrh-eq,0.0116952146457187,0.0116952146457187,0.0116952146457187
NHB,oil,CED,MJ,0.299335585235195,0.299335585235195,0.299335585235195
NHB,oil,Food_price,USD,0.14855195330356,0.14855195330356,0.14855195330356
NHB,oil,FL,mrh-eq,0.0147781749656614,0.0147781749656614,0.0147781749656614
NHB,sat_fat,CED,MJ,0.837241384947505,0.837241384947505,0.837241384947505
NHB,sat_fat,Food_price,USD,0.0931357284193891,0.0931357284193891,0.0931357284193891
NHB,sat_fat,FL,mrh-eq,0.0223910578996466,0.0223910578996466,0.0223910578996466
NHW,added_sugar,CED,MJ,0.273212622911077,0.273212622911077,0.273212622911077
NHW,added_sugar,Food_price,USD,0.485549730351254,0.485549730351254,0.485549730351254
NHW,added_sugar,FL,mrh-eq,0.0126574277028802,0.0126574277028802,0.0126574277028802
NHW,oil,CED,MJ,0.29918860765805,0.29918860765805,0.29918860765805
NHW,oil,Food_price,USD,0.229330994104561,0.229330994104561,0.229330994104561
NHW,oil,FL,mrh-eq,0.0152340765419536,0.0152340765419536,0.0152340765419536
NHW,sat_fat,CED,MJ,0.909039569277209,0.909039569277209,0.909039569277209
NHW,sat_fat,Food_price,USD,0.100976359704554,0.100976359704554,0.100976359704554
NHW,sat_fat,FL,mrh-eq,0.0246060272820174,0.0246060272820174,0.0246060272820174
OTH,added_sugar,CED,MJ,0.270325432271449,0.270325432271449,0.270325432271449
OTH,added_sugar,Food_price,USD,0.446252961411475,0.446252961411475,0.446252961411475
OTH,added_sugar,FL,mrh-eq,0.0133128565487217,0.0133128565487217,0.0133128565487217
OTH,oil,CED,MJ,0.301260084415144,0.301260084415144,0.301260084415144
OTH,oil,Food_price,USD,0.208577595279151,0.208577595279151,0.208577595279151
OTH,oil,FL,mrh-eq,0.0158774922748877,0.0158774922748877,0.0158774922748877
OTH,sat_fat,CED,MJ,0.869331443499527,0.869331443499527,0.869331443499527
OTH,sat_fat,Food_price,USD,0.118372672401864,0.118372672401864,0.118372672401864
OTH,sat_fat,FL,mrh-eq,0.0233411942154652,0.0233411942154652,0.0233411942154652
